Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance;Langue_nom_substance;Date_Crea_Nom_Substance;Date_Modif_Nom_Substance
04053;04053;phényltoloxamine (citrate de);ANS nom préféré;français;08/07/1997;04/09/2009
04090;04090;carbidopa anhydre;ANS nom préféré;français;08/07/1997;25/10/2012
04100;04100;calendula officinalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04111;04111;sodium (glycérophosphate de);ANS nom préféré;français;08/07/1997;03/03/2023
04113;04113;pantothénique (acide);ANS nom préféré;français;08/07/1997;10/03/2023
04119;04119;avena sativa pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04129;04129;acétylleucine;ANS nom préféré;français;08/07/1997;08/01/2009
04133;04133;chloroquine (sulfate de);ANS nom préféré;français;08/07/1997;23/09/2008
04134;04134;allantoïne;ANS nom préféré;français;08/07/1997;24/03/2000
04148;04148;arginine (chlorhydrate d');ANS nom préféré;français;08/07/1997;08/01/2009
04149;04149;arginine (glutamate d');ANS nom préféré;français;08/07/1997;08/01/2009
04150;04150;atropine (sulfate d');ANS nom préféré;français;08/07/1997;20/06/2008
04155;04155;sodium (citrate de);ANS nom préféré;français;08/07/1997;02/01/2014
04167;04167;benzylthiouracile;ANS nom préféré;français;08/07/1997;
04168;04168;levure;ANS nom préféré;français;08/07/1997;
04171;04171;bismuth (oxyde de);ANS nom préféré;français;08/07/1997;30/06/2008
04176;04176;fluocortolone (caproate de);ANS nom préféré;français;08/07/1997;16/04/2009
04178;04178;rizolipase;ANS nom préféré;français;08/07/1997;
04179;04179;béclométasone (dipropionate de);ANS nom préféré;français;08/07/1997;11/01/2023
04180;04180;boldine;ANS nom préféré;français;08/07/1997;27/10/1998
04184;04184;bétaméthasone (valérate de);ANS nom préféré;français;08/07/1997;27/06/2008
04186;04186;calcium (acétate de);ANS nom préféré;français;08/07/1997;12/03/2008
04187;04187;calcium (bromolactobionate de);ANS autre nom;français;08/07/1997;07/07/2008
04188;04188;calcium (fluorure de);ANS autre nom;français;08/07/1997;08/07/2008
04191;04191;calcarea iodata pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04195;04195;os frais (extrait d');ANS nom préféré;français;08/07/1997;17/02/2023
04196;04196;caféine (citrate de);ANS nom préféré;français;08/07/1997;04/07/2008
04204;04204;charbon activé;ANS nom préféré;français;08/07/1997;12/11/1998
04212;04212;édétate dicobaltique;ANS nom préféré;français;08/07/1997;12/03/2009
04216;04216;éthylmorphine (chlorhydrate d');ANS nom préféré;français;08/07/1997;03/04/2009
04235;04235;millepertuis (extrait sec de);ANS nom préféré;français;08/07/1997;07/12/2017
04249;04249;prunier d'Afrique (extrait de);ANS nom préféré;français;08/07/1997;17/02/2023
04262;04262;polysorbate 80;ANS nom préféré;français;08/07/1997;18/09/2009
04268;04268;Viburnum (extrait de) (fluide);ANS nom préféré;français;08/07/1997;28/02/2020
04278;04278;éphédrine (chlorhydrate d');ANS nom préféré;français;08/07/1997;06/08/2010
04280;04280;adrénaline (tartrate d');ANS autre nom;français;08/07/1997;15/01/2009
04281;04281;ergotamine (tartrate d');ANS nom préféré;français;08/07/1997;19/03/2009
04287;04287;estradiol (valérate d');ANS nom préféré;français;08/07/1997;26/07/2007
04305;04305;fluorescéine sodique;ANS nom préféré;français;08/07/1997;16/04/2009
04309;04309;guaïazulène;ANS nom préféré;français;08/07/1997;05/05/2009
04312;04312;géraniol;ANS nom préféré;français;08/07/1997;17/02/2023
04342;04342;géranium rosat (huile essentielle de);ANS nom préféré;français;08/07/1997;17/02/2023
04349;04349;serpolet (huile essentielle de);ANS nom préféré;français;08/07/1997;16/03/2018
04400;04400;norgestimate;ANS nom préféré;français;08/07/1997;
04401;04401;eau pour préparations injectables;ANS nom préféré;français;08/07/1997;29/06/2010
04403;04403;lithium (carbonate de);ANS nom préféré;français;08/07/1997;11/06/2009
04834;04410;pyrantel (pamoate de);ANS autre nom;français;08/07/1997;02/10/2009
04413;04413;magnésium (carbonate de);ANS nom préféré;français;08/07/1997;05/11/2007
04414;04414;magnésium (citrate de) anhydre;ANS nom préféré;français;08/07/1997;19/06/2009
04415;04415;magnésium (hydroxyde de);ANS nom préféré;français;08/07/1997;19/06/2009
04422;04422;magnésium (stéarate de);ANS nom préféré;français;08/07/1997;03/03/2023
04423;04423;manganèse (chlorure de);ANS nom préféré;français;08/07/1997;
04429;04429;dexaméthasone (métasulfobenzoate sodique de);ANS nom préféré;français;08/07/1997;08/12/2008
04433;04433;méthyle (parahydroxybenzoate de);ANS autre nom;français;08/07/1997;03/03/2023
04442;04442;metformine;ANS nom préféré;français;08/07/1997;22/11/2011
04455;04455;néomycine (sulfate de);ANS nom préféré;français;08/07/1997;07/08/2009
04456;04456;zinc (gluconate de) trihydraté;ANS nom préféré;français;08/07/1997;15/12/2009
04458;04458;trinitrine;ANS autre nom;français;08/07/1997;03/12/2009
04468;04468;potassium (bicarbonate de);ANS autre nom;français;08/07/1997;26/03/2012
04475;04475;papavérine (chlorhydrate de);ANS nom préféré;français;08/07/1997;26/08/2009
04476;04476;pectine;ANS nom préféré;français;08/07/1997;31/08/2009
04492;04492;propyle (parahydoxybenzoate de);ANS autre nom;français;08/07/1997;03/03/2023
04503;04503;kétamine (chlorhydrate de);ANS nom préféré;français;08/07/1997;29/05/2009
04511;04511;trospium (chlorure de);ANS nom préféré;français;08/07/1997;03/09/2010
04532;04532;résorcinol;ANS nom préféré;français;08/07/1997;08/10/2009
04537;04537;riboflavine (phosphate sodique de);ANS nom préféré;français;08/07/1997;03/03/2023
04546;04546;sodium (fluorure de);ANS nom préféré;français;08/07/1997;21/10/2009
04548;04548;rétinol (acétate de);ANS nom préféré;français;08/07/1997;17/02/2023
04549;04549;sodium (hydroxyde de);ANS nom préféré;français;08/07/1997;03/03/2023
04552;04552;sodium (laurilsulfoacétate de);ANS autre nom;français;08/07/1997;10/11/2017
04558;04558;phosphate disodique dodécahydraté;ANS nom préféré;français;08/07/1997;07/09/2009
04572;04572;souci (teinture de);ANS nom préféré;français;08/07/1997;17/02/2023
04587;04587;arnica montana pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04589;04589;aubépine (teinture d');ANS nom préféré;français;08/07/1997;23/01/2020
04595;04595;cactus grandiflorus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04602;04602;conium maculatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04603;04603;calamine;ANS nom préféré;français;08/07/1997;04/07/2008
04605;04605;chelidonium majus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04614;04614;aesculus hippocastanum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04630;04630;tétracycline (chlorhydrate de);ANS nom préféré;français;08/07/1997;18/06/2010
04653;04653;suxaméthonium (chlorure de);ANS nom préféré;français;08/07/1997;12/11/2009
04655;04655;alcool isopropylique;ANS autre nom;français;08/07/1997;27/05/2009
04661;04661;aluminium (phosphate d'), gel de;ANS nom préféré;français;08/07/1997;15/01/2009
04683;04683;chlorhydrique (acide);ANS nom préféré;français;08/07/1997;17/02/2023
04689;04689;amylase fongique;ANS nom préféré;français;08/07/1997;
04697;04697;argent (gluconate d');ANS nom préféré;français;08/07/1997;
04713;04713;aluminium (oxyde d');ANS nom préféré;français;08/07/1997;15/01/2009
04723;04723;piment de la Jamaïque (huile essentielle de);ANS nom préféré;français;08/07/1997;17/02/2023
04726;04726;céfazoline sodique;ANS nom préféré;français;08/07/1997;12/11/1998
04729;04729;bromhexine (chlorhydrate de);ANS nom préféré;français;08/07/1997;01/07/2008
04730;04730;bétaméthasone (dipropionate de);ANS nom préféré;français;08/07/1997;27/06/2008
04734;04734;benzydamine (chlorhydrate de);ANS nom préféré;français;08/07/1997;13/11/1998
04752;04752;bétaïne (citrate de) monohydraté;ANS nom préféré;français;08/07/1997;23/01/2003
04760;04760;sodium (monofluorophosphate de);ANS autre nom;français;08/07/1997;22/10/2009
04766;04766;benzalkonium (bromure de);ANS nom préféré;français;08/07/1997;12/01/2023
04768;04768;bleu patenté V sodique;ANS nom préféré;français;08/07/1997;15/04/2013
04771;04771;benzalkonium (chlorure de);ANS nom préféré;français;08/07/1997;24/09/2008
04773;04773;oméprazole;ANS nom préféré;français;08/07/1997;12/11/1998
04788;04788;calcium (gluconolactate de);ANS nom préféré;français;08/07/1997;19/10/2007
04802;04802;urée;ANS nom préféré;français;08/07/1997;07/12/2009
04805;04805;cinchocaïne (chlorhydrate de);ANS nom préféré;français;08/07/1997;01/10/2008
04813;04813;cobalt (gluconate de);ANS nom préféré;français;08/07/1997;27/10/2008
04815;04815;codéine (chlorhydrate de);ANS nom préféré;français;08/07/1997;
04818;04818;clioquinol;ANS nom préféré;français;08/07/1997;22/10/2008
04822;04822;colistiméthate sodique;ANS nom préféré;français;08/07/1997;04/11/2008
04827;04827;citral;ANS nom préféré;français;08/07/1997;19/03/2013
04834;04834;pyrantel (embonate de);ANS nom préféré;français;08/07/1997;02/10/2009
04852;04852;hydroxyéthyle (salicylate d');ANS autre nom;français;08/07/1997;13/05/2009
04857;04857;terbutaline (sulfate de);ANS nom préféré;français;08/07/1997;17/11/2009
04862;04862;adrénaline (chlorhydrate d');ANS nom préféré;français;08/07/1997;26/01/2009
04863;04863;éther;ANS nom préféré;français;08/07/1997;02/04/2009
04876;04876;kalium bromatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04884;04884;antimonium tartaricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
04905;04905;ferreux (gluconate);ANS nom préféré;français;08/07/1997;06/11/2007
04906;04906;di(acéfylline) diphénhydramine;ANS nom préféré;français;08/07/1997;17/02/2023
04909;04909;fluocortolone (pivalate de);ANS nom préféré;français;08/07/1997;16/04/2009
04910;04910;facteur VIII de coagulation humain ;ANS nom préféré;français;08/07/1997;25/06/2012
04913;04913;sodium (fusidate de);ANS autre nom;français;08/07/1997;21/10/2009
04916;04916;flupentixol (chlorhydrate de);ANS autre nom;français;08/07/1997;17/04/2009
04919;04919;glucosamine (chlorhydrate de);ANS nom préféré;français;08/07/1997;24/02/2012
04921;04921;glucosamine (sulfate de);ANS nom préféré;français;08/07/1997;17/12/2010
04925;04925;gomme de sterculia;ANS nom préféré;français;08/07/1997;12/03/2008
04926;04926;tobramycine (sulfate de);ANS nom préféré;français;08/07/1997;27/11/2009
04942;04942;olibanum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;11/09/2019
04951;04951;soja (huile de) raffinée;ANS nom préféré;français;08/07/1997;03/03/2023
04962;04962;heptaminol (chlorhydrate d');ANS nom préféré;français;08/07/1997;06/05/2009
04966;04966;histamine (dichlorhydrate d');ANS nom préféré;français;08/07/1997;07/05/2009
04971;04971;héparine calcique;ANS nom préféré;français;08/07/1997;12/11/1998
04979;04979;isosorbide (dinitrate d');ANS nom préféré;français;08/07/1997;18/12/2009
04982;04982;immunoglobuline humaine tétanique ;ANS nom préféré;français;08/07/1997;28/06/2001
05002;05002;lithium (gluconate de);ANS nom préféré;français;08/07/1997;
05007;05007;méquitazine;ANS nom préféré;français;08/07/1997;
05009;05009;sodium (lactate de), solution de;ANS nom préféré;français;08/07/1997;17/02/2023
05010;05010;lécithine d'œuf;ANS nom préféré;français;08/07/1997;17/02/2023
05031;05031;méthylsilanetriol et de salicylate de sodium (solution de);ANS nom préféré;français;08/07/1997;02/11/2007
05032;05032;méglumine (antimoniate de);ANS nom préféré;français;08/07/1997;22/11/2002
05033;05033;benzathine benzylpénicilline;ANS nom préféré;français;08/07/1997;24/06/2008
05047;05047;lévomépromazine (chlorhydrate de);ANS nom préféré;français;08/07/1997;08/06/2009
05067;05067;nickel (gluconate de);ANS nom préféré;français;08/07/1997;
05080;05080;oxymétazoline (chlorhydrate d');ANS nom préféré;français;08/07/1997;25/08/2009
05084;05084;or colloïdal;ANS autre nom;français;08/07/1997;17/02/2023
05085;05085;ornithine (oxoglurate d');ANS nom préféré;français;08/07/1997;20/08/2009
05087;05087;oxycodone (chlorhydrate d');ANS nom préféré;français;08/07/1997;25/08/2009
05093;05093;bensérazide (chlorhydrate de);ANS nom préféré;français;08/07/1997;24/06/2008
05095;05095;potassium (tartrate de) neutre;ANS autre nom;français;08/07/1997;21/09/2009
05100;05100;opium (poudre d');ANS nom préféré;français;08/07/1997;10/03/2023
05113;05113;vincristine (sulfate de);ANS nom préféré;français;08/07/1997;19/08/2010
05118;05118;protéase fongique;ANS nom préféré;français;08/07/1997;
05119;05119;polyenzyme fongique;ANS nom préféré;français;08/07/1997;
05126;05126;dodéclonium (bromure de);ANS nom préféré;français;08/07/1997;01/07/2008
05131;05131;sodium (ioxitalamate de);ANS autre nom;français;08/07/1997;21/10/2009
05139;05139;quinine (benzoate de);ANS nom préféré;français;08/07/1997;05/10/2009
05140;05140;quinine (gluconate de);ANS nom préféré;français;08/07/1997;17/02/2023
04155;05174;citrate trisodique dihydraté;ANS autre nom;français;08/07/1997;02/01/2014
05189;05189;stramonium pour préparations homéopathiques;ANS autre nom;français;08/07/1997;15/02/2023
05209;05209;triamcinolone (acétonide de);ANS nom préféré;français;08/07/1997;01/12/2009
05210;05210;idrocilamide;ANS nom préféré;français;08/07/1997;
05216;05216;tétracaïne (chlorhydrate de);ANS nom préféré;français;08/07/1997;19/11/2009
05229;05229;alpha-terpinéol;ANS nom préféré;français;08/07/1997;19/11/2009
05230;05230;thiamine (nitrate de);ANS nom préféré;français;08/07/1997;20/11/2009
05239;05239;virus de la rubéole (souche Wistar RA 27/3) (vivant, atténué) ;ANS nom préféré;français;08/07/1997;24/08/2006
05242;05242;vérapamil (chlorhydrate de);ANS nom préféré;français;08/07/1997;11/12/2009
05246;05246;zinc (gluconate de);ANS nom préféré;français;08/07/1997;14/12/2009
05249;05249;dopamine (chlorhydrate de);ANS nom préféré;français;08/07/1997;05/03/2009
00923;05262;vitamine E;ANS autre nom;français;08/07/1997;07/09/2011
05272;05272;thiomersal;ANS nom préféré;français;08/07/1997;23/11/2009
05284;05284;déqualinium (chlorure de);ANS nom préféré;français;08/07/1997;24/09/2008
05285;05285;hydroquinidine (chlorhydrate d');ANS nom préféré;français;08/07/1997;12/05/2009
05290;05290;chlorméthine (chlorhydrate de);ANS nom préféré;français;08/07/1997;20/01/2023
05291;05291;désoxyribonucléase;ANS nom préféré;français;08/07/1997;09/11/1998
05296;05296;inosine monophosphate disodique dihydraté;ANS nom préféré;français;08/07/1997;20/05/2009
05319;05319;actaea racemosa pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
05331;05331;benzylpénicilline sodique;ANS nom préféré;français;08/07/1997;26/01/2009
05333;05333;prométhazine (chlorhydrate de);ANS nom préféré;français;08/07/1997;30/09/2009
05334;05334;clomifène (citrate de);ANS nom préféré;français;08/07/1997;23/10/2008
05348;05348;cuivre;ANS nom préféré;français;08/07/1997;19/02/2023
05356;05356;sodium (alginate de);ANS autre nom;français;08/07/1997;26/01/2009
05358;05358;oxybuprocaïne (chlorhydrate d');ANS nom préféré;français;08/07/1997;24/08/2009
05363;05363;sélénium;ANS nom préféré;français;08/07/1997;19/02/2023
05367;05367;pralidoxime (métilsulfate de);ANS nom préféré;français;08/07/1997;22/09/2009
05376;05376;docétaxel trihydraté;ANS nom préféré;français;08/07/1997;03/05/2007
05386;05386;amiodarone (chlorhydrate d');ANS nom préféré;français;08/07/1997;13/06/2008
05390;05390;calcium (folinate de);ANS autre nom;français;08/07/1997;20/04/2009
05392;05392;calcium (glycérophosphate de);ANS nom préféré;français;08/07/1997;08/07/2008
05394;05394;calcium (pantothénate de);ANS autre nom;français;08/07/1997;26/08/2009
05407;05407;méthylphénidate (chlorhydrate de);ANS nom préféré;français;08/07/1997;22/07/2009
05414;05414;lierre grimpant (extrait sec de);ANS nom préféré;français;08/07/1997;13/02/2023
05431;05431;lidocaïne;ANS nom préféré;français;08/07/1997;10/06/2009
05434;05434;ichtyolammonium;ANS autre nom;français;08/07/1997;15/05/2009
05440;05440;magnésium (glycérophosphate de);ANS nom préféré;français;08/07/1997;12/03/2008
05452;05452;méthyle (nicotinate de);ANS nom préféré;français;08/07/1997;22/07/2009
05453;05453;méthyle (salicylate de);ANS autre nom;français;08/07/1997;22/07/2009
05455;05455;méglumine (ioxitalamate de);ANS nom préféré;français;08/07/1997;13/10/2011
05477;05477;testostérone (énantate de);ANS nom préféré;français;08/07/1997;19/11/2009
05480;05480;triamcinolone (hexacétonide de);ANS nom préféré;français;08/07/1997;12/11/1998
05481;05481;trimipramine (maléate de);ANS nom préféré;français;08/07/1997;02/12/2009
05487;05487;carduus marianus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
05493;05493;tuaminoheptane (sulfate de);ANS nom préféré;français;08/07/1997;13/11/1998
05495;05495;gelsemium sempervirens pour préparations homéopathiques;ANS autre nom;français;08/07/1997;06/10/2011
05506;05506;énoxolone;ANS nom préféré;français;08/07/1997;16/03/2009
05520;05520;amyléine (chlorhydrate d');ANS nom préféré;français;08/07/1997;19/02/2023
05525;05525;dapsone;ANS nom préféré;français;08/07/1997;12/11/1998
05534;05534;goséréline (acétate de);ANS nom préféré;français;08/07/1997;17/04/2013
05541;05541;histaméthizine (chlorhydrate d');ANS autre nom;français;08/07/1997;19/10/2011
05546;05546;acide pentétique;ANS autre nom;français;08/07/1997;17/09/2010
05551;05551;scopolamine (bromhydrate de);ANS nom préféré;français;08/07/1997;14/10/2009
05557;05557;sodium (salicylate de);ANS autre nom;français;08/07/1997;03/03/2023
05558;05558;sodium (tétradécyl sulfate de);ANS autre nom;français;08/07/1997;20/11/2009
05562;05562;sodium (valproate de);ANS autre nom;français;08/07/1997;26/10/2009
05569;05569;sodium (pantothénate de);ANS autre nom;français;08/07/1997;13/02/2023
05580;05580;imidurée;ANS nom préféré;français;08/07/1997;08/06/2010
05596;05596;liothyronine sodique;ANS nom préféré;français;08/07/1997;12/11/1998
05600;05600;mentha piperita pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
05618;05618;potassium (glycérophosphate de);ANS nom préféré;français;08/07/1997;30/12/2010
05621;05621;roxithromycine;ANS nom préféré;français;08/07/1997;12/11/1998
05627;05627;primidone;ANS nom préféré;français;08/07/1997;12/11/1998
05633;05633;sodium (hyaluronate de);ANS autre nom;français;08/07/1997;21/10/2009
05647;05647;genièvre;ANS nom préféré;français;08/07/1997;12/03/2008
05715;05715;anatoxine diphtérique ;ANS nom préféré;français;08/07/1997;18/10/1999
05717;05717;anatoxine tétanique ;ANS nom préféré;français;08/07/1997;07/04/2000
05718;05718;immunoglobuline humaine normale (plasmatique);ANS nom préféré;français;08/07/1997;19/02/2023
05751;05751;piribédil;ANS nom préféré;français;08/07/1997;
05760;05760;cyamémazine (tartrate de);ANS nom préféré;français;08/07/1997;24/11/2008
05765;05765;tiapride (chlorhydrate de);ANS nom préféré;français;08/07/1997;23/11/2009
05767;05767;imipramine (chlorhydrate d');ANS nom préféré;français;08/07/1997;19/05/2009
05791;05791;bryone (teinture de);ANS nom préféré;français;08/07/1997;
05809;05809;aurum muriaticum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
02438;05812;néosynéphrine;ANS autre nom;français;08/07/1997;08/02/2023
05865;05865;carboplatine;ANS nom préféré;français;08/07/1997;12/11/1998
05922;05922;alfentanil;ANS nom préféré;français;08/07/1997;13/11/1998
05957;05957;eucalyptus globulus pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/02/2022
05966;05966;hydroxycitronellal;ANS nom préféré;français;08/07/1997;27/12/2012
05988;05988;apraclonidine (chlorhydrate d');ANS nom préféré;français;08/07/1997;27/01/2009
03048;06015;phénylbutyrate sodique;ANS nom préféré;français;08/07/1997;23/10/2009
06018;06018;cétrimide;ANS nom préféré;français;08/07/1997;12/11/1998
06088;06088;isotrétinoïne;ANS nom préféré;français;08/07/1997;27/05/2009
06092;06092;flutamide;ANS nom préféré;français;08/07/1997;
06131;06131;natrum sulfuricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
06166;06166;alfentanil (chlorhydrate d');ANS nom préféré;français;08/07/1997;06/06/2008
06197;06197;triptoréline;ANS nom préféré;français;08/07/1997;03/12/2009
06201;06201;éosine disodique;ANS nom préféré;français;08/07/1997;17/11/1998
06209;06209;sulprostone;ANS nom préféré;français;08/07/1997;
06238;06238;natrum salicylicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06249;06249;sodium (iodure [123 I] de) (solution de);ANS nom préféré;français;08/07/1997;19/02/2023
06254;06254;flumazénil;ANS nom préféré;français;08/07/1997;
06292;06292;fotémustine;ANS nom préféré;français;08/07/1997;
06352;06352;tioconazole;ANS nom préféré;français;08/07/1997;
06431;06431;loratadine;ANS nom préféré;français;08/07/1997;
06436;06436;calcarea carbonica ostrearum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
06447;06447;magnesia sulfurica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06492;06492;atracurium (bésilate d');ANS nom préféré;français;08/07/1997;27/07/2007
06494;06494;octréotide (acétate d');ANS nom préféré;français;08/07/1997;13/11/1998
00899;06585;bicarbonate de sodium;ANS nom préféré;français;08/07/1997;20/10/2009
06610;06610;magnesia phosphorica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06742;06742;benzoicum acidum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06771;06771;viscum album pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06776;06776;hydromorphone;ANS nom préféré;français;08/07/1997;
06783;06783;glucophosphate disodique tétrahydraté;ANS nom préféré;français;08/07/1997;30/04/2009
06796;06796;kalium sulfuricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06818;06818;passiflore (extrait de) (sec);ANS nom préféré;français;08/07/1997;16/12/2019
06825;06825;mupirocine;ANS nom préféré;français;08/07/1997;04/08/2009
04549;06884;soude;ANS autre nom;français;08/07/1997;03/03/2023
06899;06899;stannum metallicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06925;06925;silicea pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
06941;06941;zuclopenthixol (décanoate de);ANS nom préféré;français;08/07/1997;06/08/2010
06960;06960;ignatia amara pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
06984;06984;atropinum sulfuricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07572;07093;phosphate monosodique monohydraté;ANS nom préféré;français;08/07/1997;20/01/2016
04557;07120;aescine;ANS nom préféré;français;08/07/1997;09/11/2007
07176;07176;hypericum perforatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07223;07223;magnesia carbonica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;10/02/2023
03478;07234;prednisolone (phosphate sodique de);ANS nom préféré;français;08/07/1997;28/09/2009
07238;07238;misoprostol;ANS nom préféré;français;08/07/1997;29/07/2009
07277;07277;leuproréline;ANS nom préféré;français;08/07/1997;04/06/2009
07289;07289;ciclétanine (chlorhydrate de);ANS nom préféré;français;08/07/1997;13/11/1998
07301;07301;lysine monohydratée;ANS nom préféré;français;08/07/1997;17/06/2009
07326;07326;triglycérides à chaîne moyenne;ANS nom préféré;français;08/07/1997;01/12/2009
07374;07374;crataegus oxyacantha pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07469;07469;erysimum officinale pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
00459;07476;calcium édétate de sodium;ANS nom préféré;français;08/07/1997;23/07/2008
07482;07482;kalium iodatum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07504;07504;aurum metallicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07542;07542;virus poliomyélitique souche MEF-1 de type 2 inactivé ;ANS nom préféré;français;08/07/1997;19/02/2023
07560;07560;fluoxétine (chlorhydrate de);ANS nom préféré;français;08/07/1997;16/04/2009
07587;07587;méglumine;ANS nom préféré;français;08/07/1997;20/02/2013
07589;07589;magnesia muriatica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
04558;07591;sodium (hydrogénophosphate de) dodécahydraté;ANS autre nom;français;08/07/1997;07/09/2009
07603;07603;propofol;ANS nom préféré;français;08/07/1997;01/10/2009
07645;07645;magnésium (hydrogénophosphate de) trihydraté;ANS nom préféré;français;08/07/1997;19/02/2023
03602;07686;vitamine E acétate;ANS autre nom;français;08/07/1997;11/06/2013
07728;07728;magnésium (sulfate de) trihydraté;ANS nom préféré;français;08/07/1997;22/06/2009
04031;07747;vitamine A (palmitate de);ANS autre nom;français;08/07/1997;14/12/2009
07786;07786;sticta pulmonaria pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
07787;07787;miristalkonium (chlorure de);ANS nom préféré;français;08/07/1997;27/01/2009
07823;07823;cicuta virosa pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07833;07833;polysorbate 20;ANS nom préféré;français;08/07/1997;18/09/2009
07847;07847;calcarea fluorica pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07901;07901;hyoscyamus niger pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/09/2019
07911;07911;kalium phosphoricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
00900;07947;sodium (borate de);ANS autre nom;français;08/07/1997;08/04/2015
07958;07958;céliprolol (chlorhydrate de);ANS nom préféré;français;08/07/1997;25/08/2008
07987;07987;tabacum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
08011;08011;carmustine;ANS nom préféré;français;08/07/1997;12/11/1998
08014;08014;arsenicum album pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08033;08033;cuprum sulfuricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08036;08036;oxalicum acidum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;09/02/2023
02113;08039;vitamine K 1;ANS autre nom;français;08/07/1997;09/09/2009
08112;08112;calcitriol;ANS nom préféré;français;08/07/1997;12/11/1998
08137;08137;zuclopenthixol (acétate de);ANS nom préféré;français;08/07/1997;22/09/2010
08152;08152;lévocarnitine;ANS nom préféré;français;08/07/1997;25/10/2019
08172;08172;sepia officinalis pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08173;08173;époétine alfa ;ANS nom préféré;français;08/07/1997;15/01/2023
08210;08210;natrum phosphoricum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08212;08212;nux moschata pour préparations homéopathiques;ANS autre nom;français;08/07/1997;13/02/2023
08215;08215;tianeptine sodique;ANS nom préféré;français;08/07/1997;17/04/2007
08216;08216;salix alba pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
08237;08237;gestodène;ANS nom préféré;français;08/07/1997;
16156;08253;rhapontic (racine de);ANS nom préféré;français;08/07/1997;19/02/2023
08327;08327;sulbactam sodique;ANS nom préféré;français;08/07/1997;17/04/2007
08351;08351;énoxaparine sodique ;ANS nom préféré;français;08/07/1997;15/01/2023
08365;08365;graphite;ANS nom préféré;français;08/07/1997;19/02/2023
08476;08476;ganciclovir sodique;ANS nom préféré;français;08/07/1997;13/11/1998
08477;08477;argent;ANS nom préféré;français;08/07/1997;28/06/2012
02284;08493;vitamine B6;ANS autre nom;français;08/07/1997;
04713;08495;alumine;ANS autre nom;français;08/07/1997;15/01/2009
08541;08541;antimonium metallicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
