Code_CIS;Code_CIP13;Num_Element;Nom_Element;Recipient
67231270;3400930817896;1;comprimé;plaquette(s) thermoformée(s)
67230581;3400937106474;1;comprimé;plaquette(s) thermoformée(s)
67230236;3400926891701;1;gomme;plaquette(s) thermoformée(s)
67230236;3400926893071;1;gomme;plaquette(s) thermoformée(s)
67230236;3400926893712;1;gomme;plaquette(s) thermoformée(s)
67229700;3400927712272;1;comprimé;plaquette(s)
67229700;3400927712623;1;comprimé;plaquette(s)
67229344;3400934877704;1;comprimé;plaquette(s) thermoformée(s)
67229134;3400949133932;1;gel;flacon(s)
67228961;3400957684150;1;solution;flacon(s)
67228961;3400957684211;1;solution;flacon(s)
67228961;3400957954642;1;solution;flacon(s)
67228541;3400936991996;1;solution;seringue(s) préremplie(s)
67228541;3400936992368;1;solution;seringue(s) préremplie(s)
67228541;3400938327649;1;solution;seringue(s) préremplie(s)
67227749;3400927654800;1;solution;cartouche(s)
67227749;3400927654978;1;solution;cartouche(s)
67226661;3400930181027;1;comprimé;plaquette(s)
67226654;3400927931864;1;comprimé;plaquette(s)
67226654;3400927931925;1;comprimé;plaquette(s)
67226483;3400934841453;1;capsule;plaquette(s) thermoformée(s)
67226227;3400955080831;1;solution;ampoule(s)
67225972;3400935616210;1;poudre;flacon(s)
67225100;3400931389057;1;gélule;plaquette(s)
67225100;3400949939206;1;gélule;plaquette(s)
67222606;3400949027163;1;comprimé;plaquette(s) thermoformée(s)
67222296;3400935948915;1;poudre;flacon(s)
67222054;3400939267494;1;comprimé;plaquette(s) thermoformée(s)
67222054;3400939267784;1;comprimé;plaquette(s) thermoformée(s)
67221632;3400930509845;1;tampon;tube(s)
67220669;3400930595602;1;solution;flacon(s)
67219535;3400935993748;1;comprimé;plaquette(s)
67219535;3400955083719;1;comprimé;plaquette(s)
67219535;3400957095130;1;comprimé;plaquette(s)
67219072;3400936925243;1;capsule;flacon(s)
67218807;3400930174227;1;comprimé;plaquette(s) thermoformée(s)
67218579;3400934110405;1;sirop;flacon(s)
67218369;3400939433059;1;comprimé;plaquette(s) thermoformée(s)
67218369;3400957514556;1;comprimé;plaquette(s) thermoformée(s)
67217826;3400935997531;1;comprimé;tube(s)
67217445;3400956424306;1;solution;flacon(s)
67217445;3400956810680;1;solution;flacon(s)
67216628;3400939531892;1;comprimé;plaquette(s) formée(s) à froid
67216375;3400930135907;1;comprimé;plaquette(s)
67216140;3400930139240;1;comprimé;plaquette(s)
67216140;3400930139264;1;comprimé;plaquette(s)
67216133;3400938740301;1;comprimé;plaquette(s) thermoformée(s)
67216133;3400949500031;1;comprimé;plaquette(s) thermoformée(s)
67216133;3400957370534;1;comprimé;plaquette(s) thermoformée(s)
67215736;3400936409354;1;solution;récipient(s) unidose(s)
67215736;3400956552085;1;solution;récipient(s) unidose(s)
67215405;3400935626325;1;comprimé;plaquette(s) thermoformée(s)
67214495;3400930082621;1;comprimé;plaquette(s)
67214342;3400933193928;1;comprimé;flacon(s)
67212074;3400938007589;1;comprimé;plaquette(s)
67212035;3400930632192;1;comprimé;plaquette(s) thermoformée(s)
67211976;3400932250479;1;comprimé;plaquette(s)
67211976;3400937393553;1;comprimé;plaquette(s)
67210778;3400930181959;1;comprimé;plaquette(s)
67210479;3400934810176;1;suppositoire;plaquette(s) thermoformée(s)
67210447;3400949002290;1;comprimé;plaquette(s)
67210447;3400949002306;1;comprimé;plaquette(s)
67210002;3400938179255;1;comprimé;plaquette(s)
67210002;3400938179316;1;comprimé;plaquette(s)
67210002;3400938179484;1;comprimé;plaquette(s)
67208695;3400930207543;1;comprimé;plaquette(s)
67208574;3400930230466;1;liquide;flacon(s)
67208161;3400930328804;1;comprimé;plaquette(s) thermoformée(s)
67208161;3400955669999;1;comprimé;plaquette(s) thermoformée(s)
67208154;3400922150581;1;gaz;bouteille(s)
67208154;3400922150703;1;gaz;bouteille(s)
67208154;3400922150871;1;gaz;bouteille(s)
67208154;3400930210222;1;gaz;bouteille(s)
67208154;3400930210239;1;gaz;bouteille(s)
67208154;3400930210246;1;gaz;bouteille(s)
67208154;3400930210253;1;gaz;bouteille(s)
67208154;3400934351587;1;gaz;bouteille(s)
67208154;3400934351648;1;gaz;bouteille(s)
67208154;3400934351709;1;gaz;bouteille(s)
67208154;3400934351877;1;gaz;bouteille(s)
67208154;3400934351938;1;gaz;bouteille(s)
67208154;3400934352188;1;gaz;bouteille(s)
67208154;3400934352249;1;gaz;bouteille(s)
67208154;3400934352300;1;gaz;bouteille(s)
67208154;3400934352478;1;gaz;bouteille(s)
67208154;3400937577328;1;gaz;bouteille(s)
67208154;3400949209736;1;gaz;bouteille(s)
67208154;3400956055937;1;gaz;bouteille(s)
67207458;3400930176030;1;emplâtre;enveloppe(s)
67207458;3400930176054;1;emplâtre;enveloppe(s)
67207102;3400955060185;1;solution;flacon(s)
67206630;3400921686951;1;comprimé;plaquette(s) thermoformée(s)
67206630;3400921687262;1;comprimé;plaquette(s) thermoformée(s)
67205012;3400936019416;1;comprimé;plaquette(s)
67204946;3400927832710;1;comprimé;plaquette(s)
67204533;3400930012062;1;comprimé;plaquette(s)
67204056;3400933499501;1;gélule;plaquette(s) thermoformée(s)
67203730;3400927406812;1;comprimé;plaquette(s) thermoformée(s)
67203730;3400927406980;1;comprimé;plaquette(s) thermoformée(s)
67203082;3400930232798;1;suspension;seringue(s) préremplie(s)
67202735;3400936909854;1;comprimé;plaquette(s) thermoformée(s)
67202735;3400936909915;1;comprimé;plaquette(s) thermoformée(s)
67202735;3400956639526;1;comprimé;plaquette(s) thermoformée(s)
67202055;3400941668326;1;comprimé;plaquette(s)
67202055;3400941668784;1;comprimé;plaquette(s)
67201409;3400949000197;1;gélule;plaquette(s) thermoformée(s)
67199506;3400955908395;1;poudre;flacon(s)
67197409;3400938086713;1;comprimé;plaquette(s) thermoformée(s)
67195461;3400937117180;1;comprimé;plaquette(s) thermoformée(s)
67195461;3400937117470;1;comprimé;plaquette(s) thermoformée(s)
67194943;3400934630606;1;capsule;plaquette(s)
67194854;3400921856828;1;film;sachet(s)
67194854;3400921856996;1;film;sachet(s)
67194402;3400930241448;1;gélule;flacon(s)
67193250;3400934039454;1;suspension;cartouche(s)
67193204;3400937806947;1;gélule;plaquette(s) thermoformée(s)
67189387;3400930007945;1;suspension;sachet(s)
67189387;3400935455048;1;suspension;sachet(s)
67189273;3400934741296;1;solution;flacon(s)
67189273;3400934741357;1;solution;flacon(s)
67189273;3400934741418;1;solution;flacon(s)
67187799;3400936757738;1;comprimé;plaquette(s) thermoformée(s)
67185951;3400955016366;1;solution;flacon(s)
67185182;3400938729993;1;pastille;plaquette(s) thermoformée(s)
67185182;3400938730135;1;pastille;plaquette(s) thermoformée(s)
67185182;3400938730715;1;pastille;plaquette(s) thermoformée(s)
67185086;3400930198353;1;comprimé;plaquette(s)
67184116;3400932226757;1;comprimé;plaquette(s) thermoformée(s)
67184059;3400939970929;1;comprimé;plaquette(s)
67184059;3400939971179;1;comprimé;plaquette(s)
67183929;3400927947773;1;pommade;tube(s)
67183929;3400927947834;1;pommade;tube(s)
67183480;3400935024176;1;comprimé;plaquette(s) thermoformée(s)
67183046;3400926958978;1;comprimé;plaquette(s) thermoformée(s)
67183046;3400926959340;1;comprimé;plaquette(s) thermoformée(s)
67182791;3400922472362;1;solution;flacon(s)
67182371;3400949890774;1;comprimé;plaquette(s)
67182371;3400949890835;1;comprimé;plaquette(s)
67181796;3400936750234;1;solution;poche(s)
67181796;3400936750463;1;solution;poche(s)
67181796;3400938377095;1;solution;flacon(s)
67181796;3400938377385;1;solution;flacon(s)
67181796;3400938551792;1;solution;poche(s)
67181796;3400938554755;1;solution;poche(s)
67181376;3400927805455;1;comprimé;plaquette(s)
67180783;3400930132906;1;gélule;flacon(s)
67180242;3400930125205;2;poudre de vilantérol et d'uméclidinium;plaquette(s) thermoformée(s)
67180242;3400930210758;2;poudre de vilantérol et d'uméclidinium;plaquette(s) thermoformée(s)
67180242;3400930125205;1;poudre de fluticasone;plaquette(s) thermoformée(s)
67180242;3400930210758;1;poudre de fluticasone;plaquette(s) thermoformée(s)
67180032;3400930220375;1;solution;flacon(s)
67178992;3400955079026;1;solution;flacon(s)
67177933;3400938127676;1;comprimé;plaquette(s)
67177709;3400931489962;1;comprimé;plaquette(s)
67177673;3400957419424;1;poudre;flacon(s)
67175964;3400930068571;1;gélule;plaquette(s)
67175398;3400930126356;1;comprimé;tube(s)
67175074;3400930082508;1;comprimé;plaquette(s)
67174823;3400934055942;1;poudre;sachet(s)
67174823;3400934916885;1;poudre;sachet(s)
67174289;3400930165119;1;solution;récipient(s) unidose(s)
67174271;3400922275123;1;comprimé;plaquette(s)
67173874;3400955666110;1;poudre;flacon(s)
67173618;3400931193807;1;émulsion;flacon(s)
67173618;3400955300793;1;émulsion;flacon(s)
67173618;3400955300854;1;émulsion;flacon(s)
67173618;3400958384813;1;émulsion;poche(s)
67173618;3400958384981;1;émulsion;poche(s)
67173618;3400958385063;1;émulsion;poche(s)
67172690;3400936350298;1;comprimé;plaquette(s)
67170230;3400930241684;1;gélule;flacon(s)
67169534;3400949375547;1;comprimé;plaquette(s) thermoformée(s)
67169534;3400949376148;1;comprimé;plaquette(s) thermoformée(s)
67169242;3400935023865;1;comprimé;plaquette(s)
67169242;3400935023926;1;comprimé;plaquette(s)
67167437;3400930227190;1;comprimé;plaquette(s)
67167309;3400930042625;1;gélule;plaquette(s)
67167017;3400933972394;1;solution;seringue(s) préremplie(s)
67167017;3400933972516;1;solution;seringue(s) préremplie(s)
67165233;3400930040669;1;comprimé;flacon(s)
67165233;3400938198294;1;comprimé;plaquette(s) thermoformée(s)
67165233;3400955014751;1;comprimé;flacon(s)
67164971;3400949696086;1;gélule;plaquette(s)
67164882;3400936564749;1;solution;seringue(s) préremplie(s)
67164882;3400936564978;1;solution;seringue(s) préremplie(s)
67164569;3400936130456;1;comprimé;plaquette(s)
67164569;3400936130517;1;comprimé;plaquette(s)
67164569;3400936130685;1;comprimé;plaquette(s)
67163702;3400949490899;1;gélule;plaquette(s) thermoformée(s)
67163702;3400949491032;1;gélule;plaquette(s) thermoformée(s)
67162792;3400930093726;1;comprimé;plaquette(s)
67162059;3400932674657;1;poudre;flacon(s)
67160962;3400935985354;1;comprimé;plaquette(s) thermoformée(s)
67160962;3400938435610;1;comprimé;plaquette(s) thermoformée(s)
67160229;3400930157732;1;comprimé;plaquette(s) thermoformée(s)
67160229;3400930163009;1;comprimé;plaquette(s) thermoformée(s)
67159166;3400930187241;1;solution;ampoule(s)
67157336;3400930150559;1;comprimé;plaquette(s)
67157336;3400930150566;1;comprimé;plaquette(s)
67156800;3400930239230;1;comprimé;plaquette(s)
67154532;3400930186947;1;gélule;plaquette(s) thermoformée(s)
67154354;3400936015104;1;comprimé;plaquette(s) thermoformée(s)
67154354;3400936022027;1;comprimé;plaquette(s) thermoformée(s)
67154226;3400930160480;1;comprimé;plaquette(s)
67154226;3400930160503;1;comprimé;plaquette(s)
67154087;3400949003754;1;comprimé;plaquette(s)
67153708;3400955648659;1;poudre;flacon(s)
67153334;3400934338342;1;solution;ampoule(s)
67151899;3400931949152;1;comprimé;plaquette(s) thermoformée(s)
67148878;3400938197464;1;comprimé;plaquette(s) thermoformée(s)
67148682;3400939701820;1;poudre;sachet(s)-dose(s)
67147922;3400934780448;1;poudre;flacon(s)
67146044;3400937993579;1;comprimé;plaquette(s)
67145743;3400937714136;1;comprimé;plaquette(s)
67144513;3400939104416;1;comprimé;plaquette(s)
67144513;3400939104584;1;comprimé;plaquette(s)
67144004;3400934610554;1;dispositif;sachet(s)
67143895;3400935931016;1;gel;tube(s)
67143532;3400934306754;1;comprimé;plaquette(s)
67143532;3400937199216;1;comprimé;plaquette(s)
67143532;3400956030224;1;comprimé;plaquette(s)
67143411;3400937124393;1;comprimé;plaquette(s)
67143411;3400937124454;1;comprimé;plaquette(s)
67141200;3400930142417;1;solution;récipient(s) unidose(s)
67140828;3400930074923;1;comprimé;plaquette(s)
67140810;3400932111282;1;poudre;flacon(s)
67140059;3400933499730;1;gélule;plaquette(s) thermoformée(s)
67140059;3400937382786;1;gélule;plaquette(s) thermoformée(s)
67139772;3400939658964;1;granules;tube(s)
67139288;3400937848701;1;comprimé;plaquette(s)
67139288;3400937995290;1;comprimé;plaquette(s)
67139288;3400937995412;1;comprimé;plaquette(s)
67138300;3400930093405;1;collyre;flacon(s)
67138300;3400930176740;1;collyre;flacon(s)
67136790;3400934694240;2;grand compartiment;poche(s)
67136790;3400934694240;1;petit compartiment;poche(s)
67136662;3400935970916;1;comprimé;plaquette(s)
67136662;3400935971166;1;comprimé;plaquette(s)
67136573;3400937596886;1;comprimé;plaquette(s) thermoformée(s)
67136573;3400937596947;1;comprimé;plaquette(s) thermoformée(s)
67136370;3400935157799;1;comprimé jaune;plaquette(s) thermoformée(s)
67136370;3400935157850;1;comprimé jaune;plaquette(s) thermoformée(s)
67134227;3400935996060;1;solution;seringue(s) préremplie(s)
67134227;3400935996121;1;solution;seringue(s) préremplie(s)
67133883;3400936159143;1;comprimé;flacon(s)
67133883;3400936200456;1;comprimé;flacon(s)
67133545;3400935400796;1;solution;flacon(s)
67132888;3400956028214;1;capsule;flacon(s)
67132571;3400957852993;1;solution;ampoule(s)
67131754;3400935251862;1;poudre;flacon(s)
67131583;3400932492374;1;gélule;tube(s)
67131583;3400955665229;1;gélule;plaquette(s) thermoformée(s)
67131252;3400930214282;1;gélule;plaquette(s)
67130200;3400955946427;1;solution;flacon(s)
67130200;3400955946595;1;solution;flacon(s)
67129778;3400935309396;1;solution;cartouche(s)
67129301;3400930219904;1;suspension;flacon(s)
67128815;3400939595139;1;comprimé;flacon(s)
67128676;3400949028344;1;comprimé;plaquette(s) thermoformée(s)
67128459;3400935374332;1;gélule;plaquette(s)
67127720;3400957592738;1;solution;flacon(s)
67127720;3400957592967;1;solution;flacon(s)
67127720;3400958036668;1;solution;flacon(s)
67127581;3400936416628;1;solution;flacon(s)
67127581;3400936416796;1;solution;flacon(s)
67126700;3400930205266;2;comprimé de 45 mg;plaquette(s) thermoformée(s)
67126700;3400930205266;1;comprimé de 15 mg;plaquette(s) thermoformée(s)
67126682;3400957953522;1;solution;flacon(s)
67126561;3400932675029;1;poudre;flacon(s)
67126052;3400949000159;1;comprimé;pilulier(s)
67126052;3400949000166;1;comprimé;pilulier(s)
67125790;3400955585923;1;solution;flacon(s)
67124724;3400932268801;1;comprimé;flacon(s)
67124642;3400930191712;1;collyre;flacon(s) compte-gouttes
67124642;3400930191729;1;collyre;flacon(s) compte-gouttes
67124126;3400949291588;1;comprimé;plaquette(s)
67124076;3400955033349;1;poudre;flacon(s)
67123316;3400930206331;1;gélule;flacon(s)
67123316;3400930227268;1;gélule;plaquette(s)
67122869;3400937672689;1;poudre;cartouche(s)
67122869;3400937672740;1;poudre;cartouche(s)
67122698;3400930038536;1;comprimé;plaquette(s)
67122698;3400930147276;1;comprimé;flacon(s)
67122310;3400930012109;1;solution;seringue(s) préremplie(s)
67122310;3400938628319;1;solution;seringue(s) préremplie(s)
67121653;3400938536546;1;comprimé;plaquette(s) thermoformée(s)
67121475;3400955000891;2;composant 2;seringue(s) préremplie(s)
67121475;3400955000914;2;composant 2;seringue(s) préremplie(s)
67121475;3400955000921;2;composant 2;seringue(s) préremplie(s)
67121475;3400955031901;2;composant 2;seringue(s) préremplie(s)
67121475;3400955031918;2;composant 2;seringue(s) préremplie(s)
67121475;3400955031925;2;composant 2;seringue(s) préremplie(s)
67121475;3400955000891;1;composant 1;seringue(s) préremplie(s)
67121475;3400955000914;1;composant 1;seringue(s) préremplie(s)
67121475;3400955000921;1;composant 1;seringue(s) préremplie(s)
67121475;3400955031901;1;composant 1;seringue(s) préremplie(s)
67121475;3400955031918;1;composant 1;seringue(s) préremplie(s)
67121475;3400955031925;1;composant 1;seringue(s) préremplie(s)
67121308;3400930145524;1;solution;stylo prérempli
67120494;3400938049053;1;comprimé;plaquette(s)
67120494;3400938049282;1;comprimé;plaquette(s)
67120341;3400930182086;1;comprimé;plaquette(s)
67119741;3400930024003;1;gélule;sachet(s)
67119691;3400934507786;1;gélule;plaquette(s) thermoformée(s)
67119691;3400956082612;1;gélule;plaquette(s) thermoformée(s)
67119549;3400930059555;1;émulsion;tube(s)
67119257;3400930750797;1;solution;flacon(s)
67118995;3400930193013;1;solution;seringue(s) préremplie(s)
67117128;3400931067795;1;comprimé;plaquette(s) thermoformée(s)
67115586;3400938858327;1;comprimé;plaquette(s)
67115586;3400938861976;1;comprimé;plaquette(s)
67114096;3400930119310;1;solution;cartouche(s)
67114096;3400930187661;1;solution;cartouche(s)
67113350;3400937420389;1;comprimé;plaquette(s)
67113350;3400937420440;1;comprimé;plaquette(s)
67112526;3400936348110;1;solution;cartouche(s)
67111196;3400922183879;1;comprimé;plaquette(s)
67111196;3400949398140;1;comprimé;plaquette(s)
67111171;3400935429315;1;collyre;flacon(s)
67108093;3400930086643;1;poudre;flacon(s)
67107269;3400930102633;1;comprimé;flacon(s)
67107098;3400921672763;1;comprimé;plaquette(s)
67107098;3400938846201;1;comprimé;plaquette(s)
67105745;3400935555144;1;comprimé;plaquette(s) thermoformée(s)
67105745;3400935555205;1;comprimé;plaquette(s) thermoformée(s)
67105161;3400930176870;1;gélule;plaquette(s)
67104999;3400931938446;1;comprimé;plaquette(s) thermoformée(s)
67104999;3400931938675;1;comprimé;plaquette(s) thermoformée(s)
67104586;3400936755727;1;comprimé;plaquette(s)
67104351;3400927497940;1;gélule;plaquette(s) thermoformée(s)
67103299;3400936752016;1;comprimé;tube(s)
67103203;3400936439740;1;comprimé;plaquette(s)
67103203;3400936908383;1;comprimé;plaquette(s)
67103203;3400956568925;1;comprimé;plaquette(s)
67102553;3400936279988;1;comprimé;plaquette(s)
67102553;3400936280359;1;comprimé;plaquette(s)
67102368;3400930142721;1;comprimé;plaquette(s)
67102368;3400930142745;1;comprimé;plaquette(s)
67102090;3400926713423;1;comprimé;plaquette(s)
67101782;3400949739523;1;comprimé;plaquette(s)
67101782;3400949739691;1;comprimé;plaquette(s)
67101782;3400957876319;1;comprimé;plaquette(s)
67101191;3400938956931;1;poudre;flacon(s)
67100189;3400930207789;1;poudre;plaquette(s)
67100189;3400930207796;1;poudre;plaquette(s)
67100036;3400935806826;1;comprimé;plaquette(s)
67099299;3400930073650;1;solution;flacon(s) pulvérisateur(s)
67098208;3400930205198;1;gélule;flacon(s)
67096723;3400935392831;1;solution;flacon(s)
67096189;3400936078376;1;poudre;flacon(s)
67095518;3400930126264;1;comprimé;plaquette(s)
67095030;3400930065259;1;comprimé;plaquette(s)
67094626;3400922174716;1;collyre;flacon(s) compte-gouttes
67094626;3400922276472;1;collyre;flacon(s) compte-gouttes
67094067;3400939393216;1;solution;flacon(s)
67093136;3400926983062;1;comprimé;plaquette(s) thermoformée(s)
67091911;3400934411182;1;comprimé;tube(s)
67089369;3400935160690;1;solution;flacon(s) pressurisé(s)
67089180;3400930190210;1;comprimé;plaquette(s)
67089141;3400955613930;1;poudre;flacon(s)
67088979;3400939678726;1;comprimé;plaquette(s) thermoformée(s)
67087471;3400941897672;1;comprimé;plaquette(s) thermoformée(s)
67087471;3400941897733;1;comprimé;plaquette(s) thermoformée(s)
67086615;3400949244515;1;comprimé;plaquette(s) thermoformée(s)
67086191;3400935339492;1;comprimé;plaquette(s)
67084265;3400939982175;1;poudre;plaquette(s) thermoformée(s)
67084265;3400939982236;1;poudre;plaquette(s) thermoformée(s)
67084087;3400922269269;1;comprimé;plaquette(s)
67084087;3400922269320;1;comprimé;plaquette(s)
67082887;3400936965973;1;comprimé;pilulier(s)
67082734;3400955082873;1;poudre;flacon(s)
67080391;3400930141762;1;solution;stylo prérempli
67080391;3400930141779;1;solution;stylo prérempli
67080391;3400930141809;1;solution;stylo prérempli
67080249;3400938450637;1;comprimé;plaquette(s)
67079617;3400934215872;1;poudre;cartouche(s)
67078561;3400938125955;1;comprimé;plaquette(s)
67077388;3400934546648;1;comprimé;flacon(s)
67076845;3400939891125;1;comprimé;plaquette(s)
67076845;3400939891415;1;comprimé;plaquette(s)
67075736;3400930249673;1;solution;ampoule(s)
67075622;3400930108802;1;comprimé;plaquette(s)
67073354;3400930067987;1;comprimé;plaquette(s)
67073354;3400949803439;1;comprimé;plaquette(s)
67073354;3400949803668;1;comprimé;plaquette(s)
67073354;3400949803729;1;comprimé;plaquette(s)
67071218;3400921923056;1;comprimé;plaquette(s) thermoformée(s)
67071218;3400958141966;1;comprimé;plaquette(s) thermoformée(s)
67071047;3400939533384;1;gélule;flacon(s)
67071047;3400955988939;1;gélule;plaquette(s) thermoformée(s)
67070657;3400936348929;1;solution;flacon(s)
67066573;3400934111693;1;pommade;tube(s)
67066018;3400926978730;1;comprimé;plaquette(s)
67066018;3400926978969;1;comprimé;plaquette(s)
67066018;3400926979041;1;comprimé;plaquette(s)
67066018;3400926979102;1;comprimé;plaquette(s)
67066018;3400930208038;1;comprimé;plaquette(s)
67065998;3400930164303;1;comprimé;plaquette(s)
67065998;3400930164310;1;comprimé;plaquette(s)
67065507;3400955070788;2;solution 2;seringue(s) préremplie(s)
67065507;3400955070795;2;solution 2;seringue(s) préremplie(s)
67065507;3400955070818;2;solution 2;seringue(s) préremplie(s)
67065507;3400955070788;1;solution 1;seringue(s) préremplie(s)
67065507;3400955070795;1;solution 1;seringue(s) préremplie(s)
67065507;3400955070818;1;solution 1;seringue(s) préremplie(s)
67064661;3400930251539;1;comprimé;plaquette(s)
67061971;3400930078785;1;solution;flacon(s)
67061971;3400930078792;1;solution;flacon(s)
67061971;3400930078808;1;solution;flacon(s)
67061569;3400934549779;2;comprimé;plaquette(s) thermoformée(s)
67061569;3400934549830;2;comprimé;plaquette(s) thermoformée(s)
67060271;3400930174883;1;solution;seringue(s) préremplie(s)
67059408;3400926633257;1;comprimé;plaquette(s)
67059408;3400926633608;1;comprimé;plaquette(s)
67059059;3400939397177;1;comprimé;plaquette(s)
67059059;3400939397528;1;comprimé;plaquette(s)
67058644;3400930001370;1;gélule;plaquette(s)
67058605;3400935291783;1;comprimé;tube(s)
67057492;3400930054550;1;comprimé;plaquette(s)
67056604;3400927378973;1;comprimé;plaquette(s)
67056604;3400927379116;1;comprimé;plaquette(s)
67056159;3400930425657;1;collutoire;flacon(s)
67055858;3400930061749;1;comprimé;plaquette(s) thermoformée(s)
67055840;3400930179826;1;comprimé;plaquette(s)
67055370;3400927755095;1;comprimé;plaquette(s)
67054585;3400922279206;1;comprimé;plaquette(s)
67054585;3400922279664;1;comprimé;plaquette(s)
67052926;3400934097355;1;comprimé;tube(s)
67052164;3400930189856;1;comprimé;plaquette(s)
67051009;3400936203068;1;solution;ampoule(s)
67050875;3400936584099;1;comprimé;plaquette(s)
67050875;3400937292856;1;comprimé;plaquette(s)
67050829;3400949247127;1;comprimé;plaquette(s)
67050829;3400949247295;1;comprimé;plaquette(s)
67050747;3400949335046;1;comprimé;plaquette(s) thermoformée(s)
67050747;3400949335107;1;comprimé;plaquette(s) thermoformée(s)
67050252;3400930200001;1;gélule;plaquette(s)
67050149;3400930080276;1;comprimé;plaquette(s)
67050131;3400927903021;1;solution;cartouche(s)
67049435;3400937419901;1;comprimé;plaquette(s)
67049435;3400937420099;1;comprimé;plaquette(s)
67049047;3400921626001;1;comprimé;plaquette(s) thermoformée(s)
67045967;3400935703828;1;comprimé;plaquette(s)
67045967;3400935704078;1;comprimé;plaquette(s)
67044235;3400933888787;1;comprimé;plaquette(s)
67044235;3400933960858;1;comprimé;plaquette(s)
67044107;3400955054634;1;solution;flacon(s)
67042907;3400935995810;1;solution;seringue(s) préremplie(s)
67042907;3400935995988;1;solution;seringue(s) préremplie(s)
67042889;3400930001486;1;comprimé;plaquette(s) thermoformée(s)
67042647;3400930073728;1;collyre;flacon(s)
67041972;3400930133484;1;comprimé;plaquette(s)
67041506;3400956122806;1;gélule;flacon(s)
67040450;3400932989164;1;comprimé;plaquette(s) thermoformée(s)
67040450;3400932989225;1;comprimé;plaquette(s) thermoformée(s)
67040436;3400949479207;1;comprimé;plaquette(s) thermoformée(s)
67039099;3400930190883;1;poudre;flacon(s)
67038894;3400939192123;1;comprimé;plaquette(s) thermoformée(s)
67038894;3400939193304;1;comprimé;plaquette(s) thermoformée(s)
67037301;3400936766891;1;comprimé;plaquette(s)
67037301;3400937762380;1;comprimé;plaquette(s)
67037244;3400930131077;1;comprimé;plaquette(s)
67037244;3400930131114;1;comprimé;plaquette(s)
67037162;3400932932672;1;implant;seringue(s) préremplie(s)
67037109;3400937695114;1;comprimé;plaquette(s) thermoformée(s)
67037066;3400933695620;1;comprimé;plaquette(s) thermoformée(s)
67036338;3400939984247;1;comprimé;plaquette(s)
67035859;3400937729505;1;comprimé;plaquette(s)
67035485;3400931214601;1;solution;ampoule(s)
67034675;3400936318304;1;gélule;plaquette(s)
67034465;3400937615679;1;comprimé;plaquette(s) thermoformée(s)
67034465;3400937615969;1;comprimé;plaquette(s) thermoformée(s)
67034369;3400930002292;1;vernis à ongles;flacon(s)
67034369;3400930002308;1;vernis à ongles;flacon(s)
67034369;3400930002315;1;vernis à ongles;flacon(s)
67032667;3400921839210;1;comprimé;plaquette(s) thermoformée(s)
67032076;3400922415932;1;comprimé;plaquette(s)
67032044;3400955086727;1;poudre;flacon(s)
67031711;3400932980468;1;comprimé;plaquette(s)
67031476;3400930117378;1;comprimé;plaquette(s)
67030068;3400930109397;1;comprimé;plaquette(s)
67029888;3400927369230;1;film;sachet(s)
67029888;3400927369469;1;film;sachet(s)
67029888;3400958429330;1;film;sachet(s)
67027289;3400936680463;1;gélule;plaquette(s)
67026340;3400938485066;1;comprimé;plaquette(s)
67026340;3400938485417;1;comprimé;plaquette(s)
67025669;3400931831655;1;sirop;flacon(s)
67025516;3400936966925;1;comprimé;pilulier(s)
67025142;3400930099643;1;comprimé;plaquette(s) thermoformée(s)
67024930;3400927400896;1;comprimé;plaquette(s)
67024873;3400922013527;1;gélule;plaquette(s) thermoformée(s)
67024791;3400935315021;1;comprimé;plaquette(s)
67024791;3400935315199;1;comprimé;plaquette(s)
67023718;3400938858266;1;comprimé;plaquette(s)
67023718;3400938858495;1;comprimé;plaquette(s)
67023052;3400930088333;1;comprimé;plaquette(s)
67023052;3400939276250;1;comprimé;plaquette(s)
67022776;3400930057636;1;solution;flacon(s)
67022406;3400930187999;1;gélule;flacon(s)
67021375;3400949027743;1;comprimé;plaquette(s) thermoformée(s)
67020316;3400937625784;1;comprimé;plaquette(s)
67020138;3400931762775;1;crème;tube(s)
67019171;3400937456340;1;gélule;plaquette(s)
67018272;3400927455087;1;comprimé;plaquette(s)
67018112;3400956056477;1;gaz;évaporateur
67017829;3400938570953;1;comprimé;plaquette(s)
67017829;3400938923582;1;comprimé;plaquette(s)
67017786;3400930168349;1;comprimé;film(s) thermosoudé(s)
67016410;3400930175033;1;gélule;plaquette(s)
67015899;3400930223840;1;gélule;plaquette(s)
67015785;3400922214610;1;collyre;récipient(s) unidose(s)
67015187;3400934315800;1;poudre;cartouche(s) bicompartimentée(s)
67014879;3400922110370;1;gélule;plaquette(s)
67013695;3400933705718;1;solution;flacon(s) compte-gouttes
67013599;3400956098811;1;poudre;flacon(s)
67013510;3400936162792;1;comprimé;flacon(s)
67011139;3400935981332;1;poudre;flacon(s)
67010731;3400936468955;1;solution;seringue(s) préremplie(s)
67008933;3400930064375;1;suspension;sachet(s)
67008933;3400930149201;1;suspension;sachet(s)
67008260;3400922284576;1;comprimé;flacon(s)
67008260;3400930080108;1;comprimé;plaquette(s)
67008260;3400930080115;1;comprimé;plaquette(s)
67008214;3400927341373;1;comprimé;plaquette(s)
67008214;3400927341892;1;comprimé;plaquette(s)
