Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
18012;58342    ;fluorure (18F) de sodium;ANS nom préféré
04188;56067    ;fluorure de calcium;ANS nom préféré
48800;91541    ;fluoxétine;ANS nom préféré
07560;07560    ;fluoxétine (chlorhydrate de);ANS nom préféré
00571;00571    ;flupentixol (décanoate de);ANS nom préféré
04916;88078    ;flupentixol (dichlorhydrate de);ANS nom préféré
03302;03302    ;fluphénazine (décanoate de);ANS nom préféré
00594;00594    ;flurbiprofène;ANS nom préféré
17590;17590    ;flurbiprofène sodique dihydraté;ANS nom préféré
06092;06092    ;flutamide;ANS nom préféré
31045;31045    ;flutémétamol (18F);ANS nom préféré
60723;79938    ;fluticasone (furoate de);ANS nom préféré
41788;41788    ;fluticasone (propionate de);ANS nom préféré
80889;68793    ;fluvastatine;ANS nom préféré
55705;55705    ;fluvastatine sodique;ANS nom préféré
23046;23046    ;fluvoxamine (maléate de);ANS nom préféré
00883;00883    ;foie de poisson (huile de);ANS nom préféré
05390;97965    ;folinate de calcium;ANS nom préféré
01040;01040    ;folique (acide);ANS nom préféré
70863;70863    ;folique (acide) anhydre;ANS nom préféré
93094;93094    ;folique (acide) hydraté;ANS nom préféré
38422;38422    ;follitropine alfa ;ANS nom préféré
37828;37828    ;follitropine alfa ;ANS nom préféré
39318;39318    ;follitropine bêta ;ANS nom préféré
28519;28519    ;follitropine delta ;ANS nom préféré
91928;91928    ;fomépizole;ANS nom préféré
80639;80639    ;fomépizole (sulfate de);ANS nom préféré
71082;71082    ;fondaparinux sodique;ANS nom préféré
48715;48715    ;formaldéhyde;ANS nom préféré
30613;30613    ;formotérol (fumarate de) dihydraté;ANS nom préféré
94100;94100    ;fosamprénavir;ANS nom préféré
31174;31174    ;fosamprénavir calcique;ANS nom préféré
69062;69062    ;foscarnet sodique hexahydraté;ANS nom préféré
78578;78578    ;fosfomycine;ANS nom préféré
00876;00876    ;fosfomycine sodique;ANS nom préféré
65061;65061    ;fosfomycine trométamol;ANS nom préféré
39196;39196    ;fosinopril sodique;ANS nom préféré
47020;47020    ;fosphénytoïne sodique heptahydraté;ANS nom préféré
83655;83655    ;fostamatinib;ANS nom préféré
74460;74460    ;fostamatinib disodique hexahydraté;ANS nom préféré
53422;53422    ;fostemsavir;ANS nom préféré
27605;27605    ;fostemsavir trométamol;ANS nom préféré
06292;06292    ;fotémustine;ANS nom préféré
84167;84167    ;framycétine;ANS nom préféré
03312;03312    ;framycétine (sulfate de);ANS nom préféré
19605;19605    ;frémanezumab ;ANS nom préféré
00165;64208    ;frêne (feuille de);ANS nom préféré
35029;89220    ;frovatriptan;ANS nom préféré
36521;36521    ;frovatriptan (succinate de) monohydraté;ANS nom préféré
00108;00108    ;fructose;ANS nom préféré
29539;58033;fucus vesiculosus ((Homéopathie));ANS nom préféré
54676;54676    ;fulvestrant;ANS nom préféré
21129;21129    ;fumagilline;ANS nom préféré
51371;47269    ;fumarate de diméthyle;ANS nom préféré
01958;01958    ;furosémide;ANS nom préféré
04913;69594    ;fusidate de sodium;ANS nom préféré
02160;02160    ;fusidique (acide);ANS nom préféré
03394;67642    ;fytate de sodium;ANS nom préféré
16849;16849    ;gabapentine;ANS nom préféré
41804;26130    ;gadobénate de diméglumine;ANS nom préféré
15612;15612    ;gadobutrol;ANS nom préféré
59477;59477    ;gadolinium (oxyde de);ANS nom préféré
38375;50596    ;gadotérate de méglumine;ANS nom préféré
95404;95404    ;gadotéridol;ANS nom préféré
62114;76061    ;gadotérique (acide);ANS nom préféré
22002;81823    ;gadoxétate disodique;ANS nom préféré
00521;00521    ;gaïacol;ANS nom préféré
32833;67745    ;galantamine;ANS nom préféré
28886;28886    ;galantamine (bromhydrate de);ANS nom préféré
56205;56205    ;galcanézumab ;ANS nom préféré
24078;24078    ;gallium (68Ga) (chlorure de);ANS nom préféré
44025;54895    ;gallium [67Ga] (citrate de);ANS nom préféré
83045;83045    ;galsulfase ;ANS nom préféré
59696;59696    ;ganciclovir;ANS nom préféré
08476;08476    ;ganciclovir sodique;ANS nom préféré
60630;60630    ;ganirélix;ANS nom préféré
93913;93913    ;ganirélix (acétate de);ANS nom préféré
78568;78568    ;géfitinib;ANS nom préféré
00523;00523    ;gélatine ;ANS nom préféré
75145;75145    ;gélatine fluide modifiée ;ANS nom préféré
05495;60486;gelsemium sempervirens ((Homéopathie));ANS nom préféré
38050;38050    ;gemcitabine;ANS nom préféré
40424;40424    ;gemcitabine (chlorhydrate de);ANS nom préféré
30834;30834    ;géméprost;ANS nom préféré
26942;26942    ;gemfibrozil;ANS nom préféré
39428;39428    ;gemtuzumab ozogamicine ;ANS nom préféré
05647;05647    ;genièvre;ANS nom préféré
47604;47604    ;gentamicine;ANS nom préféré
00525;00525    ;gentamicine (sulfate de);ANS nom préféré
89423;89423    ;gentiane (racine de), extrait sec de;ANS nom préféré
69446;69446    ;germanium (68Ge) (chlorure de);ANS nom préféré
08237;08237    ;gestodène;ANS nom préféré
96996;96996    ;giltéritinib;ANS nom préféré
30604;30604    ;giltéritinib (fumarate de);ANS nom préféré
19770;19770    ;ginkgo (extrait sec raffiné et quantifié de);ANS nom préféré
40477;40477    ;ginkgo (feuille de) (extrait sec de);ANS nom préféré
41651;41651    ;givosiran;ANS nom préféré
31814;31814    ;givosiran sodique;ANS nom préféré
51856;29388    ;glatiramère;ANS nom préféré
17563;17563    ;glatiramère (acétate de);ANS nom préféré
35494;35494    ;glécaprévir;ANS nom préféré
01976;01976    ;glibenclamide;ANS nom préféré
00527;00527    ;gliclazide;ANS nom préféré
71861;71861    ;glimépiride;ANS nom préféré
03332;03332    ;glipizide;ANS nom préféré
06427;33306;glonoinum ((Homéopathie));ANS nom préféré
18842;18842    ;glucagon;ANS nom préféré
69518;69518    ;glucagon (chlorhydrate de) ;ANS nom préféré
99868;60502    ;glucagon humain recombinant ;ANS nom préféré
02962;92448    ;glucoheptonate de calcium;ANS nom préféré
06783;06783    ;glucophosphate disodique tétrahydraté;ANS nom préféré
46310;46310    ;glucosamine;ANS nom préféré
04919;04919    ;glucosamine (chlorhydrate de);ANS nom préféré
04921;04921    ;glucosamine (sulfate de);ANS nom préféré
00529;51432    ;glucose;ANS nom préféré
17150;17150    ;glucose monohydraté;ANS nom préféré
03848;03848    ;glucuronamide;ANS nom préféré
02725;72547    ;glutamine;ANS nom préféré
01044;01044    ;glutamique (acide);ANS nom préféré
00537;00537    ;glutathion;ANS nom préféré
00532;00532    ;glycérol;ANS nom préféré
29878;40733    ;glycéryle (trinitrate de), solution de;ANS nom préféré
01021;01021    ;glycine;ANS nom préféré
20884;20884    ;glycopyrronium;ANS nom préféré
03850;03850    ;glycopyrronium (bromure de);ANS nom préféré
91347;66538;gnaphalium polycephalum ((Homéopathie));ANS nom préféré
16648;16648    ;golimumab ;ANS nom préféré
04925;04925    ;gomme de sterculia;ANS nom préféré
02305;02305    ;gonadoréline (acétate de);ANS nom préféré
38825;39557    ;goséréline;ANS nom préféré
05534;05534    ;goséréline (acétate de);ANS nom préféré
08960;40513;gossypium herbaceum ((Homéopathie));ANS nom préféré
70832;70832    ;grande camomille (extrait sec de);ANS nom préféré
62904;62904    ;granisétron (chlorhydrate de);ANS nom préféré
87402;87402    ;grazoprévir;ANS nom préféré
94445;94445    ;grazoprévir monohydraté;ANS nom préféré
43182;43182    ;grindélia (extrait mou de);ANS nom préféré
00250;00250    ;grindélia (teinture de);ANS nom préféré
02006;02006    ;griséofulvine;ANS nom préféré
04309;04309    ;guaïazulène;ANS nom préféré
03691;03691    ;guaïfénésine;ANS nom préféré
03321;32691    ;guar;ANS nom préféré
45262;45262    ;guselkumab ;ANS nom préféré
02019;02019    ;halopéridol;ANS nom préféré
22338;22338    ;halopéridol (décanoate d');ANS nom préféré
00251;95831;hamamelis virginiana ((Homéopathie));ANS nom préféré
19164;24147;helleborus niger ((Homéopathie));ANS nom préféré
92701;92701    ;hémine;ANS nom préféré
04971;04971    ;héparine calcique;ANS nom préféré
02024;02024    ;héparine sodique;ANS nom préféré
49334;49334    ;heptaminol;ANS nom préféré
04962;04962    ;heptaminol (chlorhydrate d');ANS nom préféré
03860;03860    ;hespéridine;ANS nom préféré
00541;91216    ;hespéridineméthylchalcone;ANS nom préféré
04963;45787    ;hexamidine (diisétionate d');ANS nom préféré
94369;94369    ;hexaminolévulinate;ANS nom préféré
41587;41587    ;hexaminolévulinate (chlorhydrate d');ANS nom préféré
02045;02045    ;hexétidine;ANS nom préféré
04966;04966    ;histamine (dichlorhydrate d');ANS nom préféré
73112;53606;histaminum ((Homéopathie));ANS nom préféré
97328;59958;histaminum muriaticum ((Homéopathie));ANS nom préféré
00544;00544    ;histidine;ANS nom préféré
38615;38615    ;histidine (chlorhydrate d') monohydraté;ANS nom préféré
16484;16484    ;hormone folliculo stimulante ;ANS nom préféré
85999;85999    ;hormone lutéinisante humaine ;ANS nom préféré
05633;75610    ;hyaluronate de sodium;ANS nom préféré
00252;85221;hydrastis canadensis ((Homéopathie));ANS nom préféré
02064;02064    ;hydrochlorothiazide;ANS nom préféré
02067;02067    ;hydrocortisone;ANS nom préféré
09665;09665    ;hydrocortisone (acéponate d');ANS nom préféré
00545;00545    ;hydrocortisone (acétate d');ANS nom préféré
00773;00773    ;hydrocortisone (butyrate d');ANS nom préféré
17345;17345    ;hydrocortisone (hydrogénosuccinate d');ANS nom préféré
00546;24687    ;hydrocortisone (hydrogénosuccinate sodique d');ANS nom préféré
70212;70212    ;hydrocortisone (phosphate sodique d');ANS nom préféré
19514;97311    ;hydrogène (peroxyde d'), solution de, à 3 pour cent;ANS nom préféré
07529;38958    ;hydrogène (peroxyde d'), solution de, à 30 pour cent;ANS nom préféré
00539;25562    ;hydrogénophosphate de calcium anhydre;ANS nom préféré
01083;95368    ;hydrogénophosphate de calcium dihydraté;ANS nom préféré
05094;57117    ;hydrogénotartrate de potassium;ANS nom préféré
06776;06776    ;hydromorphone;ANS nom préféré
25114;25114    ;hydromorphone (chlorhydrate d');ANS nom préféré
05285;05285    ;hydroquinidine (chlorhydrate d');ANS nom préféré
75804;75804    ;hydrotalcite;ANS nom préféré
02074;02074    ;hydroxocobalamine;ANS nom préféré
03343;03343    ;hydroxocobalamine (acétate d');ANS nom préféré
02076;02076    ;hydroxycarbamide;ANS nom préféré
02077;02077    ;hydroxychloroquine (sulfate d');ANS nom préféré
05966;05966    ;hydroxycitronellal;ANS nom préféré
03344;03344    ;hydroxyprogestérone (caproate d');ANS nom préféré
02087;02087    ;hydroxyzine (chlorhydrate d');ANS nom préféré
02088;02088    ;hymécromone;ANS nom préféré
07901;44581;hyoscyamus niger ((Homéopathie));ANS nom préféré
07176;26637;hypericum perforatum ((Homéopathie));ANS nom préféré
02594;70973    ;hypochlorite de sodium, solution d';ANS nom préféré
19576;19576    ;hypromellose;ANS nom préféré
03072;03072    ;ibacitabine;ANS nom préféré
86008;23814    ;ibandronate monosodique monohydraté;ANS nom préféré
24277;24277    ;ibandronique (acide);ANS nom préféré
36622;36622    ;ibritumomab tiuxétan ;ANS nom préféré
75140;75140    ;ibrutinib;ANS nom préféré
02092;02092    ;ibuprofène;ANS nom préféré
29909;29909    ;ibuprofène (lysinate d');ANS nom préféré
23609;23609    ;ibuprofène sodique dihydraté;ANS nom préféré
23186;23186    ;icatibant;ANS nom préféré
18025;18025    ;icatibant (acétate d');ANS nom préféré
05434;79311    ;ichtammol;ANS nom préféré
48979;48979    ;icodextrine;ANS nom préféré
97217;97217    ;idarubicine (chlorhydrate d');ANS nom préféré
72012;72012    ;idarucizumab ;ANS nom préféré
99607;99607    ;idécabtagène vicleucel ;ANS nom préféré
70793;70793    ;idélalisib;ANS nom préféré
05210;05210    ;idrocilamide;ANS nom préféré
95311;95311    ;idursulfase ;ANS nom préféré
00029;00029    ;ifosfamide;ANS nom préféré
21510;21510    ;iloprost;ANS nom préféré
83696;83696    ;iloprost trométamol;ANS nom préféré
60707;39237    ;imatinib;ANS nom préféré
68227;68227    ;imatinib (mésilate d');ANS nom préféré
05580;05580    ;imidurée;ANS nom préféré
70384;70384    ;imiglucérase ;ANS nom préféré
49385;49385    ;imipénem anhydre;ANS nom préféré
01983;01983    ;imipénem monohydraté;ANS nom préféré
05767;05767    ;imipramine (chlorhydrate d');ANS nom préféré
93722;93722    ;imiquimod;ANS nom préféré
28631;28631    ;imlifidase ;ANS nom préféré
16046;88417    ;immunoglobuline humaine anti-D ;ANS nom préféré
65268;65268    ;immunoglobuline humaine de l'hépatite B ;ANS nom préféré
66898;72440    ;immunoglobuline humaine rabique ;ANS nom préféré
04982;04982    ;immunoglobuline humaine tétanique ;ANS nom préféré
33543;33543    ;indacatérol;ANS nom préféré
26898;26898    ;indacatérol (acétate d');ANS nom préféré
28589;28589    ;indacatérol (maléate d');ANS nom préféré
00819;00819    ;indapamide;ANS nom préféré
22336;22336    ;indapamide hémihydraté;ANS nom préféré
27062;27062    ;indigotine;ANS nom préféré
67519;67519    ;indinavir (sulfate d');ANS nom préféré
72310;72310    ;indium [111 In] (pentétate d');ANS nom préféré
36255;37931    ;indocyanine (vert d');ANS nom préféré
02099;02099    ;indométacine;ANS nom préféré
17443;17443    ;inébilizumab ;ANS nom préféré
63795;63795    ;infliximab ;ANS nom préféré
32044;32044    ;infliximab ;ANS nom préféré
63203;16625;influenzinum ((Homéopathie));ANS nom préféré
70175;24138    ;ingénol (mébutate d');ANS nom préféré
05296;05296    ;inosine monophosphate disodique dihydraté;ANS nom préféré
39587;39587    ;inotersen;ANS nom préféré
91936;91936    ;inotersen sodique;ANS nom préféré
63622;63622    ;inotuzumab ozogamicine ;ANS nom préféré
69676;64068    ;insuline asparte ;ANS nom préféré
33218;42613    ;insuline asparte ;ANS nom préféré
22787;22787    ;insuline asparte isophane biphasique ;ANS nom préféré
38062;38062    ;insuline dégludec ;ANS nom préféré
80150;80150    ;insuline détémir ;ANS nom préféré
44461;70586    ;insuline glargine ;ANS nom préféré
54399;54399    ;insuline glulisine ;ANS nom préféré
15988;15988    ;insuline humaine recombinante ;ANS nom préféré
51576;51576    ;insuline humaine recombinante isophane ;ANS nom préféré
39488;39488    ;insuline humaine recombinante isophane ;ANS nom préféré
92781;92781    ;insuline humaine recombinante isophane biphasique ;ANS nom préféré
62132;62132    ;insuline humaine recombinante isophane biphasique ;ANS nom préféré
72525;72525    ;insuline lispro ;ANS nom préféré
02427;02427    ;interféron alfa-2a ;ANS nom préféré
02096;02096    ;interféron alfa-2b ;ANS nom préféré
97992;97992    ;Iobenguane (123I);ANS nom préféré
31035;31035    ;iobenguane (131I);ANS nom préféré
35195;35195    ;iobitridol;ANS nom préféré
00549;00549    ;iode;ANS nom préféré
92723;92723    ;iodixanol;ANS nom préféré
45772;25106    ;iodure (123I) de sodium;ANS nom préféré
60642;60642    ;iodure (131I) de sodium;ANS nom préféré
03089;88469    ;iodure de sodium;ANS nom préféré
21352;21352    ;ioflupane (123I);ANS nom préféré
02596;02596    ;iohexol;ANS nom préféré
47580;47580    ;ioméprol;ANS nom préféré
25037;25037    ;iopamidol;ANS nom préféré
02293;02293    ;iopromide;ANS nom préféré
77898;77898    ;ioversol;ANS nom préféré
05131;67361    ;ioxitalamate de sodium;ANS nom préféré
39467;39467    ;ipilimumab ;ANS nom préféré
49189;49189    ;ipratropium (bromure d');ANS nom préféré
80978;80978    ;ipratropium (bromure d') anhydre;ANS nom préféré
02685;02685    ;iproniazide (phosphate d');ANS nom préféré
31416;31416    ;irbésartan;ANS nom préféré
54231;54231    ;irbésartan (chlorhydrate d');ANS nom préféré
73952;73952    ;irinotécan;ANS nom préféré
20915;20915    ;irinotécan (chlorhydrate d') trihydraté;ANS nom préféré
02987;71344;iris versicolor ((Homéopathie));ANS nom préféré
16464;16464    ;isatuximab ;ANS nom préféré
45263;45263    ;isavuconazole;ANS nom préféré
97324;97324    ;isavuconazonium (sulfate d');ANS nom préféré
00832;00832    ;isoconazole (nitrate d');ANS nom préféré
11164;11164    ;isoeugénol;ANS nom préféré
11789;11789    ;isoflurane;ANS nom préféré
00550;00550    ;isoleucine;ANS nom préféré
02693;02693    ;isoniazide;ANS nom préféré
03865;03865    ;isoprénaline (chlorhydrate d');ANS nom préféré
04655;67952    ;isopropylique (alcool);ANS nom préféré
04979;04979    ;isosorbide (dinitrate d');ANS nom préféré
66916;90434    ;isospaglumate de sodium;ANS nom préféré
02699;02699    ;isothipendyl (chlorhydrate d');ANS nom préféré
06088;06088    ;isotrétinoïne;ANS nom préféré
03974;03974    ;ispaghul (graine d');ANS nom préféré
74694;74694    ;ispaghul (graine d'), tégument de la;ANS nom préféré
65947;65947    ;ispaghul (tégument de la graine d') (poudre de);ANS nom préféré
46883;46883    ;isradipine;ANS nom préféré
99008;99008    ;itraconazole;ANS nom préféré
23247;23247    ;ivabradine;ANS nom préféré
45847;45847    ;ivabradine (chlorhydrate d');ANS nom préféré
20900;20900    ;ivabradine (oxalate d');ANS nom préféré
91389;91389    ;ivacaftor;ANS nom préféré
29871;29871    ;ivermectine;ANS nom préféré
73676;94585    ;ivraie vivace (Extrait allergénique de pollen d');ANS nom préféré
29404;29404    ;ixazomib;ANS nom préféré
79591;79591    ;ixazomib (citrate d');ANS nom préféré
44723;44723    ;ixékizumab ;ANS nom préféré
00941;00941    ;josamycine;ANS nom préféré
00935;00935    ;josamycine (propionate de);ANS nom préféré
28169;49077;juglans regia ((Homépathie));ANS nom préféré
10130;82394;kalium bichromicum ((Homéopathie));ANS nom préféré
04876;30003;kalium bromatum ((Homéopathie));ANS nom préféré
02131;97496;kalium carbonicum ((Homéopathie));ANS nom préféré
07482;24540;kalium iodatum ((Homéopathie));ANS nom préféré
07911;42679;kalium phosphoricum ((Homéopathie));ANS nom préféré
06796;71739;kalium sulfuricum ((Homéopathie));ANS nom préféré
28914;30261;kalmia latifolia ((Homéopathie));ANS nom préféré
03133;03133    ;kaolin lourd;ANS nom préféré
18747;18747    ;kétamine;ANS nom préféré
04503;04503    ;kétamine (chlorhydrate de);ANS nom préféré
22692;22692    ;kétoconazole;ANS nom préféré
00823;00823    ;kétoprofène;ANS nom préféré
96655;96655    ;kétorolac trométamol;ANS nom préféré
15401;68064    ;ketotifène;ANS nom préféré
00952;26094    ;kétotifène (hydrogénofumarate de);ANS nom préféré
01623;92994;kreosotum;ANS nom préféré
00946;00946    ;labétalol (chlorhydrate de);ANS nom préféré
23082;67965;lachesis mutus ((Homéopathie));ANS nom préféré
25681;25681    ;lacosamide;ANS nom préféré
08613;73127    ;lactate de calcium pentahydraté;ANS nom préféré
15089;88530;lacticum acidum ((Homéopathie));ANS nom préféré
00688;00688    ;lactique (acide);ANS nom préféré
07239;40168    ;lactitol monohydraté;ANS nom préféré
99612;99612    ;Lactobacillus delbrueckii;ANS nom préféré
53647;53647    ;lactobionique (acide);ANS nom préféré
02709;02709    ;lactulose;ANS nom préféré
14672;14672    ;lactulose liquide;ANS nom préféré
17878;17878    ;lamivudine;ANS nom préféré
37011;37011    ;lamotrigine;ANS nom préféré
69392;69392    ;lanadélumab ;ANS nom préféré
57861;57861    ;landiolol;ANS nom préféré
48141;48141    ;landiolol (chlorhydrate de);ANS nom préféré
36755;95708    ;lanréotide;ANS nom préféré
77082;77082    ;lanréotide (acétate de);ANS nom préféré
23957;23957    ;lansoprazole;ANS nom préféré
38263;38263    ;lanthane (carbonate de) hydraté;ANS nom préféré
54913;54913    ;lapatinib;ANS nom préféré
39890;39890    ;lapatinib (ditosilate de) monohydraté;ANS nom préféré
23916;23916    ;laronidase ;ANS nom préféré
88706;88706    ;larotrectinib;ANS nom préféré
90645;90645    ;larotrectinib (sulfate de);ANS nom préféré
33474;33474    ;latanoprost;ANS nom préféré
04552;51993    ;laurilsulfoacétate de sodium;ANS nom préféré
00027;82250    ;lauromacrogol 400;ANS nom préféré
03239;92924    ;lavande (huile essentielle de);ANS nom préféré
21873;21873    ;lédipasvir;ANS nom préféré
00677;37696;ledum palustre ((Homéopathie));ANS nom préféré
42470;42470    ;léflunomide;ANS nom préféré
64391;64391    ;lénalidomide;ANS nom préféré
33773;33773    ;lénalidomide (chlorhydrate de) monohydraté;ANS nom préféré
31558;31558    ;lénograstim ;ANS nom préféré
54015;54015    ;lenvatinib;ANS nom préféré
72906;72906    ;lenvatinib (mésilate de);ANS nom préféré
03654;58307;leptandra virginica ((Homéopathie));ANS nom préféré
83912;83912    ;lercanidipine;ANS nom préféré
36746;36746    ;lercanidipine (chlorhydrate de);ANS nom préféré
93227;93227    ;létermovir;ANS nom préféré
26682;26682    ;létrozole;ANS nom préféré
00555;00555    ;leucine;ANS nom préféré
02719;02719    ;leucocianidol;ANS nom préféré
07277;07277    ;leuproréline;ANS nom préféré
95609;95609    ;lévétiracétam;ANS nom préféré
18812;18812    ;lévobunolol (chlorhydrate de);ANS nom préféré
23156;94843    ;lévobupivacaïne;ANS nom préféré
22129;22129    ;lévobupivacaïne (chlorhydrate de);ANS nom préféré
23918;22961    ;lévocabastine;ANS nom préféré
27186;27186    ;lévocabastine (chlorhydrate de);ANS nom préféré
54353;54353    ;lévocétirizine;ANS nom préféré
37849;37849    ;lévocétirizine (dichlorhydrate de);ANS nom préféré
03885;03885    ;lévodopa;ANS nom préféré
81234;81234    ;lévofloxacine;ANS nom préféré
60077;60077    ;lévofloxacine hémihydratée;ANS nom préféré
17191;17191    ;lévofolinate calcique pentahydraté;ANS nom préféré
76079;60864    ;lévofolinate de calcium;ANS nom préféré
71300;21928    ;lévofolinate de sodium;ANS nom préféré
67056;84895    ;lévofolinique (acide);ANS nom préféré
97972;86376    ;lévoménol;ANS nom préféré
00568;00568    ;lévomenthol;ANS nom préféré
02726;02726    ;lévomépromazine;ANS nom préféré
05047;05047    ;lévomépromazine (chlorhydrate de);ANS nom préféré
05097;59524    ;lévomépromazine (maléate de);ANS nom préféré
00196;00196    ;lévonorgestrel;ANS nom préféré
85821;85821    ;lévosimendan;ANS nom préféré
68783;68783    ;lévothyroxine;ANS nom préféré
00382;00382    ;lévothyroxine sodique;ANS nom préféré
52118;52118    ;lévothyroxine sodique anhydre;ANS nom préféré
04168;04168    ;levure;ANS nom préféré
05431;05431    ;lidocaïne;ANS nom préféré
56635;60018    ;lidocaïne (chlorhydrate de) anhydre;ANS nom préféré
05432;92100    ;lidocaïne (chlorhydrate de) monohydraté;ANS nom préféré
05414;05414    ;lierre grimpant (extrait sec de);ANS nom préféré
74148;74148    ;linézolide;ANS nom préféré
05596;05596    ;liothyronine sodique;ANS nom préféré
85462;85462    ;lipegfilgrastim ;ANS nom préféré
41658;41658    ;liraglutide ;ANS nom préféré
15304;78398    ;lisinopril;ANS nom préféré
60255;60255    ;lisinopril dihydraté;ANS nom préféré
61297;65847    ;lisuride (maléate de);ANS nom préféré
04403;04403    ;lithium (carbonate de);ANS nom préféré
03874;03874    ;lithium (citrate de);ANS nom préféré
05002;05002    ;lithium (gluconate de);ANS nom préféré
02993;45840;lobelia inflata ((Homéopathie));ANS nom préféré
01041;81027    ;loflazépate d'éthyle;ANS nom préféré
24676;24676    ;loméfloxacine (chlorhydrate de);ANS nom préféré
81723;81723    ;lomitapide;ANS nom préféré
89840;89840    ;lomitapide (mésilate de);ANS nom préféré
05726;05726    ;lomustine;ANS nom préféré
51799;51799    ;lonoctocog alfa ;ANS nom préféré
76119;31652    ;lopéramide;ANS nom préféré
00001;00001    ;lopéramide (chlorhydrate de);ANS nom préféré
27324;27324    ;lopéramide (oxyde de) monohydraté;ANS nom préféré
53145;53145    ;lopinavir;ANS nom préféré
56568;56568    ;loprazolam;ANS nom préféré
12016;12016    ;loprazolam (mésilate de) monohydraté;ANS nom préféré
06431;06431    ;loratadine;ANS nom préféré
00561;00561    ;lorazépam;ANS nom préféré
49970;49970    ;lorlatinib;ANS nom préféré
79562;79562    ;lormétazépam;ANS nom préféré
64438;64438    ;losartan;ANS nom préféré
48528;20551    ;losartan potassique;ANS nom préféré
44214;71998    ;loxapine;ANS nom préféré
00829;00829    ;loxapine (succinate de);ANS nom préféré
26036;26036    ;lumacaftor;ANS nom préféré
79972;79972    ;lumasiran;ANS nom préféré
97270;97270    ;lumasiran sodique;ANS nom préféré
24296;24296    ;luméfantrine;ANS nom préféré
01137;97259;lupulinum ((Homéopathie));ANS nom préféré
53766;53766    ;luspatercept ;ANS nom préféré
45287;45287    ;lutécium (177Lu) oxodotréotide;ANS nom préféré
76703;47555    ;lutropine alfa ;ANS nom préféré
02742;02742    ;lymécycline;ANS nom préféré
00563;00563    ;lysine;ANS nom préféré
00297;00297    ;lysine (acétate de);ANS nom préféré
79537;92061    ;lysine (chlorhydrate de);ANS nom préféré
07301;07301    ;lysine monohydratée;ANS nom préféré
03371;03371    ;lysozyme (chlorhydrate de);ANS nom préféré
79576;08734    ;macrogol 3350;ANS nom préféré
06206;11158    ;macrogol 4000;ANS nom préféré
02039;22514;magnesia bromata ((Homéopathie));ANS nom préféré
07223;46248;magnesia carbonica ((Homéopathie));ANS nom préféré
07589;27012;magnesia muriatica ((Homéopathie));ANS nom préféré
06610;75613;magnesia phosphorica ((Homéopathie));ANS nom préféré
06447;31749;magnesia sulfurica ((Homéopathie));ANS nom préféré
80185;80185    ;magnésium (acétate de) tétrahydraté;ANS nom préféré
40617;40617    ;magnésium (aspartate de) dihydraté;ANS nom préféré
04413;04413    ;magnésium (carbonate de);ANS nom préféré
25022;25022    ;magnésium (carbonate de) léger;ANS nom préféré
25360;25360    ;magnésium (carbonate de) lourd;ANS nom préféré
03018;03018    ;magnésium (chlorure de) hexahydraté;ANS nom préféré
04414;04414    ;magnésium (citrate de) anhydre;ANS nom préféré
03390;03390    ;magnésium (gluconate de);ANS nom préféré
29239;29239    ;magnésium (gluconate de) dihydraté;ANS nom préféré
40030;55064    ;magnésium (glycérophosphate acide de);ANS nom préféré
05440;05440    ;magnésium (glycérophosphate de);ANS nom préféré
04415;04415    ;magnésium (hydroxyde de);ANS nom préféré
20879;20879    ;magnésium (lactate de) dihydraté;ANS nom préféré
03012;03012    ;magnésium (oxyde de);ANS nom préféré
79569;79569    ;magnésium (oxyde de) léger;ANS nom préféré
79568;79568    ;magnésium (oxyde de) lourd;ANS nom préféré
04422;04422    ;magnésium (stéarate de);ANS nom préféré
51223;51223    ;magnésium (sulfate de) dihydraté;ANS nom préféré
03019;03019    ;magnésium (sulfate de) heptahydraté;ANS nom préféré
07728;07728    ;magnésium (sulfate de) trihydraté;ANS nom préféré
03020;03020    ;magnésium (thiosulfate de);ANS nom préféré
03013;03013    ;magnésium (trisilicate de);ANS nom préféré
21151;63195;magnesium metallicum ((Homéopathie));ANS nom préféré
10600;10600    ;malathion;ANS nom préféré
02947;02947    ;malique (acide);ANS nom préféré
04423;04423    ;manganèse (chlorure de);ANS nom préféré
22155;22155    ;manganèse (chlorure de) tétrahydraté;ANS nom préféré
03904;03904    ;manganèse (gluconate de);ANS nom préféré
10109;10109    ;manganèse (gluconate de) dihydraté;ANS nom préféré
00831;00831    ;manganèse (sulfate de) monohydraté;ANS nom préféré
81405;59844;manganum aceticum ((Homéopathie));ANS nom préféré
02703;99769;manganum sulfuricum ((Homéopathie));ANS nom préféré
53763;53763    ;manidipine (chlorhydrate de);ANS nom préféré
03011;03011    ;mannitol;ANS nom préféré
01990;01990    ;maprotiline (chlorhydrate de);ANS nom préféré
91424;91424    ;maraviroc;ANS nom préféré
43199;85847    ;marron d'Inde (extrait de) (sec);ANS nom préféré
60901;60901    ;marron d'Inde (extrait fluide de);ANS nom préféré
12367;80798    ;maté vert;ANS nom préféré
02560;02560    ;mébévérine (chlorhydrate de);ANS nom préféré
38329;38329    ;mébrofénine;ANS nom préféré
77956;77956    ;mécasermine recombinante;ANS nom préféré
20386;20386    ;mécétronium (étilsulfate de);ANS nom préféré
