Code CIS;numElement;Forme pharmaceutique Elmt;Nom Element;Nom Nature;Référence dosage;Code substance;numOrdreEdit;Dosage;Nom du composant
63112361;1;poudre;poudre;Substances actives.;pour un flacon;33763;1;1,25 mg pour un flacon;téduglutide ((BACTERIE/ESCHERICHIA COLI))
63113171;1;comprimé;comprimé;Substances actives.;pour un comprimé;13112;1;0,25 mg pour un comprimé;alprazolam
63114750;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;200 mg pour une gélule;prégabaline
63114896;1;comprimé;comprimé;Substances actives.;pour un comprimé;00823;1;100 mg pour un comprimé;kétoprofène
63115133;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;05113;1;1,0 mg pour 1 ml de solution injectable;vincristine (sulfate de)
63115432;1;granulés;granulés;Substances actives.;pour un sachet;24381;1;9 mg pour un sachet;budésonide
63118161;1;comprimé;comprimé;Substances actives.;pour un comprimé;37011;1;200 mg pour un comprimé;lamotrigine
63118574;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;26322;1;75 mg pour une gélule;venlafaxine
63118574;1;gélule;gélule;Substances actives.;pour une gélule;20256;1;;venlafaxine (chlorhydrate de)
63119562;1;solution;solution;Substances actives.;pour 100 ml de solution;05558;1;1 g pour 100 ml de solution;tétradécyl sulfate de sodium
63119726;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;780 mg;metformine
63119726;1;comprimé;comprimé;Substances actives.;pour un comprimé;24321;1;1000 mg pour un comprimé;metformine (chlorhydrate de)
63120714;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54459;1;2 mg;buprénorphine
63120714;1;comprimé;comprimé;Substances actives.;pour un comprimé;21888;1;2,16 mg pour un comprimé;buprénorphine (chlorhydrate de)
63121061;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;59691;1;300 mg pour un comprimé;quétiapine
63121061;1;comprimé;comprimé;Substances actives.;pour un comprimé;38607;1;;quétiapine (fumarate de)
63121086;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;76589;1;1 mg pour un comprimé;entécavir
63121086;1;comprimé;comprimé;Substances actives.;pour un comprimé;68776;1;;entécavir monohydraté
63121232;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution;00529;1;5 g pour 100 ml de solution;glucose
63121232;1;solution;solution;Substances actives.;pour 100 ml de solution;17150;1;;glucose monohydraté
63122238;1;comprimé;comprimé;Substances actives.;pour un comprimé;33803;1;10 mg pour un comprimé;donépézil (chlorhydrate de)
63122811;1;solution;solution;Substances actives.;pour 1000 ml;00093;1;2 g pour 1000 ml;potassium (chlorure de)
63122811;1;solution;solution;Substances actives.;pour 1000 ml;00901;3;4 g pour 1000 ml;sodium (chlorure de)
63122811;1;solution;solution;Substances actives.;pour 1000 ml;00529;2;100 g pour 1000 ml;glucose
63123849;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;5 mg pour un comprimé;amlodipine
63123849;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;2;10 mg pour un comprimé;atorvastatine
63123849;1;comprimé;comprimé;Substances actives.;pour un comprimé;93748;1;;amlodipine (bésilate d')
63123849;1;comprimé;comprimé;Substances actives.;pour un comprimé;92464;2;;atorvastatine calcique trihydratée
63124011;1;comprimé;comprimé;Substances actives.;pour un comprimé;38315;1;3000 unités CEIP pour un comprimé;alfa-amylase ((BACTERIE/BACILLUS SUBTILIS))
63124513;1;solution;solution;Substances actives.;pour 1 L de solution;51742;1;200 g pour 1 L de solution;albumine humaine ((MAMMIFERE/HUMAIN/PLASMA))
63124787;1;comprimé;comprimé;Substances actives.;pour un comprimé;28847;1;600 mg pour un comprimé;darunavir
63126101;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;1,669  mg;périndopril
63126101;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;1;2 mg pour un comprimé;périndopril tert-butylamine
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;12793;5;3 mL (1 DH) pour 30 mL de solution;clematis vitalba pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;28206;8;3 mL (2 DH) pour 30 mL de solution;bellis perennis pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;00251;1;3 mL (2 DH) pour 30 mL de solution;hamamélis pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;04587;4;3 mL (3 DH) pour 30 mL de solution;arnica montana pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;15325;6;3 mL (8 DH) pour 30 mL de solution;ruta graveolens pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;04100;3;6 mL (1 DH) pour 30 mL de solution;calendula officinalis pour préparations homéopathiques
63126635;1;solution;solution;Substances actives.;pour 30 mL de solution;19551;7;6 mL (1 DH) pour 30 mL de solution;sarsaparilla pour préparations homéopathiques
63127452;1;comprimé;comprimé;Substances actives.;pour un comprimé;32743;1;5 mg pour un comprimé;finastéride
63127491;1;comprimé;comprimé;Substances actives.;pour un comprimé;03385;1;200 mg pour un comprimé;acide tiaprofénique
63127527;1;gélule;gélule;Substances actives.;pour un comprimé;24996;1;25 mg pour une gélule;zonisamide
63127541;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;44322;1;500 microgrammes pour 1 ml;octréotide
63127541;1;solution;solution;Substances actives.;pour 1 ml;06494;1;;octréotide (acétate d')
63130270;1;collutoire;collutoire;Substances actives.;pour 100 ml;05216;6;0,015 g pour 100 ml;tétracaïne (chlorhydrate de)
63130270;1;collutoire;collutoire;Substances actives.;pour 100 ml;03778;4;0,050 g pour 100 ml;chlorhexidine (gluconate de)
63131269;1;comprimé;comprimé;Substances actives.;pour un comprimé;00420;1;3,750 mg pour un comprimé;caféine
63131269;1;comprimé;comprimé;Substances actives.;pour un comprimé;02825;4;15 mg pour un comprimé;phénobarbital
63131995;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33207;1;5 mg pour un comprimé;rosuvastatine
63131995;1;comprimé;comprimé;Substances actives.;pour un comprimé;26727;1;;rosuvastatine calcique
63133028;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;5 mg pour un comprimé;amlodipine
63133028;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;2;160 mg pour un comprimé;valsartan
63133028;1;comprimé;comprimé;Substances actives.;pour un comprimé;93748;1;;amlodipine (bésilate d')
63134685;1;solution;solution;Substances actives.;pour un stylo injecteur prérempli de 0,45 mL de solution;02345;1;22,5 mg pour un stylo injecteur prérempli de 0,45 mL de solution;méthotrexate
63136857;1;gélule;gélule;Substances actives.;pour une gélule;00934;1;0,050 g pour une gélule;étifoxine (chlorhydrate d')
63137902;1;sirop;sirop;Substances actives.;pour 150 ml;01691;1;0,472 g pour 150 ml;diménhydrinate
63139718;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,500 mg pour un comprimé;hydrochlorothiazide
63139718;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;1;80,000 mg pour un comprimé;valsartan
63140752;1;comprimé;comprimé;Substances actives.;pour un comprimé;14049;1;5 mg pour un comprimé;bénazépril (chlorhydrate de)
63140802;1;comprimé;comprimé;Substances actives.;pour un comprimé;00819;1;1,5 mg pour un comprimé;indapamide
63140873;1;comprimé;comprimé;Substances actives.;pour un comprimé;17637;1;50 mg pour un comprimé;bicalutamide
63141320;1;comprimé;comprimé;Substances actives.;pour un comprimé;00602;1;60 mg pour un comprimé;miansérine (chlorhydrate de)
63141402;1;comprimé;comprimé;Substances actives.;pour un comprimé;71861;1;2,00 mg pour un comprimé;glimépiride
63141886;1;comprimé;comprimé;Substances actives.;pour un comprimé;73208;1;40 mg pour un comprimé;pravastatine sodique
63143645;1;comprimé;comprimé;Substances actives.;pour un comprimé;13112;1;0,25 mg pour un comprimé;alprazolam
63143652;1;comprimé;comprimé;Substances actives.;pour un comprimé;60310;1;10 mg pour un comprimé;alfuzosine (chlorhydrate d')
63144220;1;comprimé;comprimé;Substances actives.;pour un comprimé;40035;1;50 mg pour un comprimé;vildagliptine
63144569;1;comprimé;comprimé;Substances actives.;pour un comprimé;86571;1;200 mg pour un comprimé;tramadol (chlorhydrate de)
63145137;1;solution;solution;Substances actives.;pour une seringue préremplie;08351;1;100 mg équivalent à 10 000 UI activité anti Xa pour une seringue préremplie;énoxaparine sodique ((MAMMIFERE/PORC/MUQUEUSE INTESTINALE))
63145144;1;gel;gel;Substances actives.;pour une seringue pré-remplie;26834;1;2 mg pour une seringue pré-remplie;dinoprostone
63145849;1;comprimé;comprimé;Substances actives.;pour un comprimé;00977;1;25 mg pour un comprimé;spironolactone
63146246;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;780 mg;metformine
63146246;1;comprimé;comprimé;Substances actives.;pour un comprimé;24321;1;1000 mg pour un comprimé;metformine (chlorhydrate de)
63146424;1;comprimé;comprimé;Substances actives.;pour un comprimé;60929;1;5 mg pour un comprimé;cétirizine (dichlorhydrate de)
63146424;1;comprimé;comprimé;Substances actives.;pour un comprimé;02278;2;120 mg pour un comprimé;pseudoéphédrine (chlorhydrate de)
63146673;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;29337;2;245 mg;ténofovir disoproxil
63146673;1;comprimé;comprimé;Substances actives.;pour un comprimé;60459;1;200 mg pour un comprimé;emtricitabine
63146673;1;comprimé;comprimé;Substances actives.;pour un comprimé;38700;2;300,6 mg pour un comprimé;ténofovir disoproxil (succinate de)
63148172;1;comprimé;comprimé;Substances actives.;pour un comprimé;60929;1;10 mg pour un comprimé;cétirizine (dichlorhydrate de)
63148279;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;02726;1;25 mg;lévomépromazine
63148279;1;comprimé;comprimé;Substances actives.;pour un comprimé;05097;1;33,8 mg pour un comprimé;lévomépromazine (maléate de)
63149018;1;solution;solution;Fractions thérapeutiques.;pour une ampoule;74569;1;250 mg;dobutamine base
63149018;1;solution;solution;Substances actives.;pour une ampoule;00738;1;280 mg pour une ampoule;dobutamine (chlorhydrate de)
63149947;1;comprimé;comprimé;Substances actives.;pour un comprimé;37430;1;4 mg pour un comprimé;rispéridone
63150294;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;36680;1;500 mg;bosutinib
63150294;1;comprimé;comprimé;Substances actives.;pour un comprimé;87288;1;516,98 mg pour un comprimé;bosutinib monohydraté
63151492;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;63130;1;400 mg pour un comprimé;acébutolol
63151492;1;comprimé;comprimé;Substances actives.;pour un comprimé;00191;1;;acébutolol (chlorhydrate d')
63152128;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;2;3,34 mg;périndopril
63152128;1;comprimé;comprimé;Substances actives.;pour un comprimé;00819;1;1,25 mg pour un comprimé;indapamide
63152128;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;2;4 mg pour un comprimé;périndopril tert-butylamine
63152181;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;30470;1;10 mg;prasugrel
63152181;1;comprimé;comprimé;Substances actives.;pour un comprimé;74419;1;12,17 mg pour un comprimé;prasugrel (bromhydrate de)
63152224;1;comprimé;comprimé;Substances actives.;pour un comprimé;55485;1;0,5 mg pour un comprimé;répaglinide
63152345;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;31844;1;300 mg pour un comprimé;abacavir
63152345;1;comprimé;comprimé;Substances actives.;pour un comprimé;17878;2;150 mg pour un comprimé;lamivudine
63152345;1;comprimé;comprimé;Substances actives.;pour un comprimé;09122;3;300 mg pour un comprimé;zidovudine
63152345;1;comprimé;comprimé;Substances actives.;pour un comprimé;77742;1;;abacavir (sulfate d')
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;05600;6;2,97 ml (TM) pour un flacon de 90 ml;mentha piperita pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;01137;5;5,94 ml (2 DH) pour un flacon de 90 ml;lupulinum pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;07886;1;5,94 ml (3 DH) pour un flacon de 90 ml;absinthium pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;16278;3;5,94 ml (3 DH) pour un flacon de 90 ml;collinsonia canadensis pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;00258;4;5,94 ml (4 DH) pour un flacon de 90 ml;nux vomica pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;03613;2;5,94 ml (4 DH) pour un flacon de 90 ml;pulsatilla pour préparations homéopathiques
63153582;1;solution;solution;Substances actives.;pour un flacon de 90 ml;02419;9;29,70 ml (2 DH) pour un flacon de 90 ml;taraxacum dens leonis pour préparations homéopathiques
63155971;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;76589;1;0,50 mg pour un comprimé;entécavir
63155971;1;comprimé;comprimé;Substances actives.;pour un comprimé;68776;1;;entécavir monohydraté
63157698;1;capsule;capsule;Substances actives.;pour une capsule;02229;1;200 mg pour une capsule;progestérone
63158750;1;capsule;capsule;Substances actives.;pour une capsule molle.;01525;1;1250 microgrammes pour une capsule molle.;colécalciférol
63158775;1;gel;gel;Substances actives.;pour 100 g de gel;00420;1;5,000 g pour 100 g de gel;caféine
63159724;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;1,25 mg pour un comprimé;bisoprolol (fumarate de)
63159891;1;comprimé;comprimé;Substances actives.;pour un comprimé;00561;1;2,50 mg pour un comprimé;lorazépam
63160228;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01525;2;400 UI ou 10 microgrammes;colécalciférol
63160228;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72723;1;600 mg;calcium élément
63160228;1;comprimé;comprimé;Substances actives.;pour un comprimé;85054;2;4 mg pour un comprimé;cholécalciférol (concentrat de), forme pulvérulente
63160228;1;comprimé;comprimé;Substances actives.;pour un comprimé;00428;1;1500 mg pour un comprimé;calcium (carbonate de)
63160388;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01473;12;10 mg pour un comprimé;zinc
63160388;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04113;6;23 mg pour un comprimé;pantothénique (acide)
63160388;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72723;10;100 mg pour un comprimé;calcium élément
63160388;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;94881;11;100 mg pour un comprimé;magnésium
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;01539;4;0,01 mg pour un comprimé;cyanocobalamine
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;01040;9;0,4 mg pour un comprimé;acide folique
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;00072;7;0,15 mg pour un comprimé;biotine
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;03984;3;10 mg pour un comprimé;pyridoxine (chlorhydrate de)
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;05230;1;14,565 mg pour un comprimé;thiamine (nitrate de)
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;02331;2;15 mg pour un comprimé;riboflavine
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;02452;5;50 mg pour un comprimé;nicotinamide
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;01023;8;500 mg pour un comprimé;acide ascorbique
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;00428;10;;calcium (carbonate de)
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;25360;11;;magnésium (carbonate de) lourd
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;79569;11;;magnésium (oxyde de) léger
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;05394;6;;pantothénate de calcium
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;05394;10;;pantothénate de calcium
63160388;1;comprimé;comprimé;Substances actives.;pour un comprimé;98774;12;;zinc (citrate de) trihydraté
63162282;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;1,25 mg pour un comprimé;bisoprolol (fumarate de)
63163224;1;solution;compartiment acides aminés;Fractions thérapeutiques.;pour 125 ml;00477;4;0,07 g;cystéine
63163224;1;solution;compartiment acides aminés;Fractions thérapeutiques.;pour 125 ml;00563;11;0,36 g;lysine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01603;16;0,02 g pour 125 ml;taurine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00550;9;0,2 g pour 125 ml;isoleucine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;03605;19;0,03 g pour 125 ml;tyrosine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;07301;11;0,4 g pour 125 ml;lysine monohydratée
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;02666;12;0,08 g pour 125 ml;méthionine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00674;18;0,09 g pour 125 ml;tryptophane L
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00096;35;0,11 g pour 125 ml;potassium (hydroxyde de)
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01021;7;0,14 g pour 125 ml;glycine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00544;8;0,14 g pour 125 ml;histidine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00610;13;0,18 g pour 125 ml;phénylalanine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00658;17;0,23 g pour 125 ml;thréonine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00675;20;0,23 g pour 125 ml;valine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00629;15;0,25 g pour 125 ml;sérine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01178;2;0,27 g pour 125 ml;arginine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00006;3;0,27 g pour 125 ml;aspartique (acide)
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00901;36;0,29 g pour 125 ml;sodium (chlorure de)
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;22650;34;0,31 g pour 125 ml;phosphate monopotassique
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;03482;14;0,36 g pour 125 ml;proline
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00031;1;0,41 g pour 125 ml;alanine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01044;6;0,46 g pour 125 ml;acide glutamique
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;00555;10;0,46 g pour 125 ml;leucine
63163224;1;solution;compartiment acides aminés;Substances actives.;pour 125 ml;01014;4;0,094 g pour 125 ml;acétylcystéine
63163224;2;solution;compartiment glucose;Fractions thérapeutiques.;pour 125 ml;00529;21;25 g;glucose
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00474;25;0,26 mg pour 125 ml;cuivre (sulfate de) pentahydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00432;22;0,86 g pour 125 ml;calcium (gluconate de)
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;20879;23;0,098 g pour 125 ml;magnésium (lactate de) dihydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;96774;24;1,93 mg pour 125 ml;zinc (acétate de) dihydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;00095;29;3,3 µg pour 125 ml;potassium (iodure de)
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;08190;30;3,8 µg pour 125 ml;chromique (chlorure) hexahydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;22155;28;5,4 µg pour 125 ml;manganèse (chlorure de) tétrahydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;40583;27;7,4 µg pour 125 ml;sélénium (dioxyde de)
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;17150;21;27,5 g pour 125 ml;glucose monohydraté
63163224;2;solution;compartiment glucose;Substances actives.;pour 125 ml;04546;26;49,7 µg pour 125 ml;sodium (fluorure de)
63163772;1;suspension;suspension;Substances actives.;pour un récipient unidose;24381;1;0,50 mg pour un récipient unidose;budésonide
63164803;1;pommade;pommade;Substances actives.;pour 100 g de pommade stérile;00676;1;100 g pour 100 g de pommade stérile;vaseline
63167404;1;vernis à ongles;vernis à ongles;Fractions thérapeutiques.;pour 100 ml;26590;1;5 g;amorolfine
63167404;1;vernis à ongles;vernis à ongles;Substances actives.;pour 100 ml;53732;1;5,57 g pour 100 ml;amorolfine (chlorhydrate d')
63168424;1;gélule;gélule;Substances actives.;pour une gélule;50540;1;4 mg pour une gélule;silodosine
63168634;1;gélule;gélule;Substances actives.;pour une gélule;16849;1;300 mg pour une gélule;gabapentine
63169145;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;49632;1;75 mg pour un comprimé;ranitidine
63169145;1;comprimé;comprimé;Substances actives.;pour un comprimé;25783;1;;ranitidine (chlorhydrate de)
63169405;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;5 mg pour un comprimé;ramipril
63169405;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé;hydrochlorothiazide
63169608;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution;03778;1;0,50 g pour 100 ml de solution;chlorhexidine (gluconate de)
63169608;1;solution;solution;Substances actives.;pour 100 ml de solution;33959;1;;chlorhexidine (digluconate de), solution de
63172629;1;solution;solution;Substances actives.;pour 1 ml;05718;1;200 mg pour 1 ml;immunoglobuline humaine normale (plasmatique)
63173930;1;solution;solution;Substances actives.;pour 1 ml à la date de calibration;14159;1;370 MBq pour 1 ml à la date de calibration;indium [111 In] (chlorure d')
63174719;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35532;1;70 mg;acide alendronique
63174719;1;comprimé;comprimé;Substances actives.;pour un comprimé;24982;1;91,37 mg pour un comprimé;sodium (alendronate de) trihydraté
63175461;1;microgranule;gélule;Substances actives.;pour une gélule;01099;1;60 mg pour une gélule;morphine (sulfate de)
63177067;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;1;4 mg pour un comprimé;périndopril tert-butylamine
63177804;1;comprimé;comprimé;Substances actives.;pour un comprimé;94553;1;0,1 mg pour un comprimé;évérolimus
63177843;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;18055;1;10 mg;métoclopramide (chlorhydrate de) anhydre
63177843;1;comprimé;comprimé;Substances actives.;pour un comprimé;00726;1;10,54 mg pour un comprimé;métoclopramide (chlorhydrate de)
63178870;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;76119;1;1,86 mg;lopéramide
63178870;1;gélule;gélule;Substances actives.;pour une gélule;00001;1;2 mg pour une gélule;lopéramide (chlorhydrate de)
63179285;1;comprimé;comprimé;Substances actives.;pour un comprimé;25975;1;10 mg pour un comprimé;zolpidem (tartrate de)
63179965;1;comprimé;comprimé;Substances actives.;pour un comprimé;17878;1;150 mg pour un comprimé;lamivudine
63180946;1;gélule;gélule;Substances actives.;pour une gélule;16849;1;400 mg pour une gélule;gabapentine
63181966;1;solution;solution;Substances actives.;pour 1 ml;62942;6;5000 U pour 1 ml;toxine botulinique type B ((BACTERIE/CLOSTRIDIUM BOTULINUM))
63182694;1;solution;solution;Fractions thérapeutiques.;pour une cartouche de 1,8 ml;01080;2;0,02250 mg;épinéphrine
63182694;1;solution;solution;Substances actives.;pour une cartouche de 1,8 ml;04280;2;0,04086 mg pour une cartouche de 1,8 ml;adrénaline (tartrate d')
63182694;1;solution;solution;Substances actives.;pour une cartouche de 1,8 ml;05432;1;36,00 mg pour une cartouche de 1,8 ml;lidocaïne (chlorhydrate de) monohydraté
63183337;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;23247;1;5 mg;ivabradine
63183337;1;comprimé;comprimé;Substances actives.;pour un comprimé;45847;1;5,390 mg pour un comprimé;ivabradine (chlorhydrate d')
63183351;1;solution;solution;Substances actives.;pour un sachet de 10 ml;03044;1;750 mg pour un sachet de 10 ml;carbocistéine
63183821;1;solution;solution;Fractions thérapeutiques.;pour 1000 ml de solution pour perfusion;00563;4;1,39 g;lysine
63183821;1;solution;solution;Fractions thérapeutiques.;pour 1000 ml de solution pour perfusion;00563;3;2,03 g;lysine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;03605;18;0,40 g pour 1000 ml de solution pour perfusion;tyrosine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00674;8;0,80 g pour 1000 ml de solution pour perfusion;tryptophane L
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00629;17;1,15 g pour 1000 ml de solution pour perfusion;sérine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00544;11;1,50 g pour 1000 ml de solution pour perfusion;histidine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;07301;4;1,56 g pour 1000 ml de solution pour perfusion;lysine monohydratée
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00658;7;2,10 g pour 1000 ml de solution pour perfusion;thréonine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;02666;5;2,20 g pour 1000 ml de solution pour perfusion;méthionine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00610;6;2,35 g pour 1000 ml de solution pour perfusion;phénylalanine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00550;1;2,50 g pour 1000 ml de solution pour perfusion;isoleucine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;03482;14;2,75 g pour 1000 ml de solution pour perfusion;proline
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00006;15;2,80 g pour 1000 ml de solution pour perfusion;aspartique (acide)
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00297;3;2,87 g pour 1000 ml de solution pour perfusion;lysine (acétate de)
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00675;9;3,10 g pour 1000 ml de solution pour perfusion;valine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;01044;16;3,60 g pour 1000 ml de solution pour perfusion;acide glutamique
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00555;2;4,45 g pour 1000 ml de solution pour perfusion;leucine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;00031;12;5,25 g pour 1000 ml de solution pour perfusion;alanine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;01178;10;5,75 g pour 1000 ml de solution pour perfusion;arginine
63183821;1;solution;solution;Substances actives.;pour 1000 ml de solution pour perfusion;01021;13;6 g pour 1000 ml de solution pour perfusion;glycine
63185288;1;solution;solution;Fractions thérapeutiques.;pour 4 ml de solution injectable;48296;1;600 mg pour 4 ml de solution injectable;clindamycine
63185288;1;solution;solution;Substances actives.;pour 4 ml de solution injectable;00917;1;;clindamycine (phosphate de)
63185466;1;collyre;collyre;Substances actives.;pour 100 ml;18380;1;2 g pour 100 ml;cartéolol (chlorhydrate de)
63186251;1;comprimé;comprimé;Substances actives.;pour un comprimé;73208;1;10 mg pour un comprimé;pravastatine sodique
