Code CIS;Code CIP13;Nature de dispositif
61696661;3400930091944;
61696661;3400930091951;
61696953;3400937630009;
61696953;3400938041309;
61697158;3400927468155;
61697350;3400930040614;
61697400;3400932082506;
61697585;3400949267408;
61697763;3400949000012;
61697763;3400949000036;
61698064;3400930161142;avec compte-gouttes
61698826;3400930231593;
61698947;3400936967007;
61699383;3400939543031;
61699383;3400939543499;
61699593;3400921967289;
61701717;3400930078914;
61703401;3400934942730;
61703935;3400956140084;
61704193;3400930020739;
61704193;3400930020746;
61704802;3400949246526;avec gobelet(s) doseur(s)
61705683;3400936456839;
61706123;3400939640983;
61706205;3400921672534;
61706205;3400938845778;
61706625;3400957958374;
61706625;3400957958435;
61707499;3400955016359;
61707595;3400934244339;
61707652;3400938879377;
61708252;3400930216569;
61708715;3400930060049;
61709240;3400926932664;avec gobelet(s) doseur(s)
61709240;3400926932725;avec gobelet(s) doseur(s)
61709468;3400930210178;
61709468;3400930222713;
61709621;3400936739468;
61709735;3400930100639;
61710470;3400957923136;
61710552;3400956242771;
61710577;3400935147394;
61710919;3400937232883;
61710965;3400957475543;
61712279;3400938524659;
61712553;3400930002230;
61712585;3400930217375;
61712585;3400930217382;
61712585;3400930217399;
61713210;3400930051726;
61713388;3400949002382;
61713388;3400949002399;
61713477;3400931869627;
61715154;3400930122570;
61715282;3400930232231;
61716295;3400956338856;
61716904;3400934835131;
61716968;3400921925647;
61717276;3400957764906;
61718111;3400922277653;avec adaptateur(s) pour flacon
61718111;3400922277653;avec gobelet(s) doseur(s)
61718111;3400922277653;avec seringue(s) pour administration orale
61720468;3400938723960;
61720870;3400955033288;
61721132;3400934368219;
61721627;3400938211115;
61721627;3400938211924;
61722191;3400934549311;
61722191;3400934549540;
61722191;3400935616449;
61722572;3400930061275;
61722693;3400955079613;
61722693;3400955525202;
61724146;3400949003099;
61724662;3400930012215;avec dispositif(s) de sécurité de l'aiguille
61724662;3400938630039;
61726688;3400938288407;
61726688;3400938416220;
61727174;3400930183175;
61727174;3400930183205;
61727306;3400938840407;
61727306;3400938840575;
61727612;3400938069914;
61727612;3400949501045;
61729093;3400930861660;
61729702;3400930101209;
61729702;3400930101223;
61729741;3400922151014;
61730170;3400936894563;
61730971;3400935263698;
61731639;3400932843633;
61732118;3400934972775;
61732342;3400933360191;
61732488;3400958384752;
61734749;3400939401690;
61734749;3400939401812;
61735267;3400927894114;
61736230;3400937458870;
61736230;3400937458931;
61736604;3400926851200;
61736700;3400936429116;
61736814;3400930234341;
61737211;3400958707346;
61738808;3400938981483;
61740296;3400930135952;
61740296;3400930135990;
61740691;3400930160459;
61740691;3400930160473;
61740809;3400927620102;avec inhalateur(s)
61740809;3400930208540;avec inhalateur(s)
61741918;3400935158222;
61743004;3400930142752;
61743004;3400930142769;
61743292;3400949007813;
61743292;3400949013265;
61743335;3400930145982;
61743794;3400930091241;
61746541;3400938554465;
61746783;3400930218327;avec embout(s)
61747892;3400936504486;
61747892;3400936505148;
61747892;3400936505438;
61748503;3400930228203;avec aiguille(s)
61748649;3400937412865;
61748827;3400934133527;
61749562;3400949003587;
61750511;3400932473335;
61750511;3400955270027;
61750778;3400936353022;
61751079;3400934224058;
61751232;3400933689766;
61751780;3400930087398;
61752409;3400935688477;avec adaptateur
61752409;3400935688477;avec seringue(s) doseuse(s)
61752722;3400937838825;
61752722;3400937838993;
61754100;3400949001453;
61754342;3400930084533;
61754805;3400941509087;
61756101;3400932332885;
61756418;3400930210574;dans stylo pré-rempli
61756877;3400958330933;
61759695;3400955057864;
61760740;3400930232071;
61760943;3400930025932;
61760943;3400930025949;
61762531;3400926852559;avec seringue(s) doseuse(s)
61762531;3400926852610;avec adaptateur
61762531;3400926852610;avec seringue(s) doseuse(s)
61762531;3400926852788;avec adaptateur
61762531;3400926852788;avec seringue(s) doseuse(s)
61763124;3400930213926;
61763366;3400939599212;
61763366;3400939599441;
61763619;3400936145245;
61765417;3400936090323;
61765641;3400938762822;
61766070;3400955004721;avec dispositif(s) d'administration
61766832;3400938052183;
61767005;3400927539626;
61767005;3400927540165;
61767418;3400930167977;
61767507;3400922415703;
61767806;3400934057144;
61768203;3400936716117;
61768776;3400938998634;
61768865;3400934252891;
61770204;3400933332396;
61771085;3400930050361;
61771085;3400949954971;
61771085;3400949955114;
61771313;3400935765970;
61773264;3400938947137;avec pipette(s) compte-gouttes
61774149;3400935239518;
61774284;3400935349200;
61774341;3400934312786;
61774341;3400934312908;
61777273;3400937501446;
61777273;3400937501507;
61777782;3400932043293;
61777782;3400932043354;
61778521;3400930081389;
61778521;3400930081396;
61779406;3400930157251;
61782427;3400934507038;
61782427;3400935628855;
61782473;3400927318313;
61782861;3400936806856;
61783550;3400930017630;
61784054;3400935770073;
61784766;3400933170806;
61785131;3400927716645;
61785366;3400930212592;
61785366;3400938244861;
61785626;3400930052440;
61785626;3400930083536;
61786112;3400930157985;
61786176;3400933548278;
61786361;3400930208625;
61786735;3400936987517;
61787869;3400955052234;
61788049;3400921672824;
61788049;3400938846720;
61788266;3400941845345;
61788565;3400935884428;
61788736;3400937693042;
61788775;3400930193303;
61788775;3400930193310;
61789051;3400936415737;
61789051;3400937298711;
61789941;3400933952235;
61792923;3400930090213;
61794408;3400939501109;avec pinceau(x) applicateur(s)
61794842;3400934433825;
61794842;3400934433993;
61794949;3400937548281;
61797183;3400921972191;avec canule(s)
61797183;3400921972191;avec piston(s)
61798292;3400939523040;
61799519;3400930045848;
61799519;3400930045862;
61800640;3400930227428;
61801023;3400932252602;
61801023;3400955577539;
61801799;3400941912443;
61801799;3400941912672;
61803451;3400927944703;
61803711;3400937833851;
61803711;3400937836173;
61804539;3400935297419;
61805185;3400949699858;
61805185;3400949700202;
61805662;3400930049976;
61805662;3400930050019;
61806173;3400930190241;
61806426;3400930055052;
61806426;3400930055076;
61806426;3400930055083;
61808523;3400955082385;
61810086;3400930016749;
61810086;3400949399260;
61810983;3400941686535;
61813890;3400939367071;
61814540;3400930117576;
61815891;3400936921450;
61816438;3400930037911;
61816559;3400930055175;
61817344;3400937737487;
61817860;3400933830885;
61818407;3400937050371;
61819007;3400930137796;
61819530;3400930145159;
61819669;3400936723269;
61820358;3400937732284;
61823226;3400937091824;
61823354;3400930235485;avec tampon(s) alcoolisé(s)
61823589;3400930146958;
61823653;3400938155242;
61823653;3400938155532;
61823685;3400930150139;
61823685;3400930150177;
61823920;3400921846133;
61823920;3400921846423;
61824381;3400935597946;
61824381;3400935598028;
61824972;3400927451355;
61824972;3400927451874;
61829268;3400930089750;
61829268;3400930089774;
61829268;3400930089804;
61829364;3400930070697;
61830893;3400922372556;
61830893;3400930042748;
61831995;3400921725216;avec embout(s) applicateur(s)
61831995;3400921725216;avec pompe
61832054;3400936167247;
61833327;3400935655769;
61833327;3400935656070;
61833327;3400949500130;
61833327;3400949500222;
61834055;3400932858422;
61834404;3400936583030;
61835424;3400957680947;
61835919;3400927479731;
61835919;3400930080160;
61835919;3400930080177;
61835919;3400930080184;
61836184;3400955038979;
61836202;3400926612085;
61836960;3400949896639;
61836960;3400949896929;
61837197;3400932683581;
61837197;3400937228572;
61837560;3400932913282;
61837560;3400932913343;
61837560;3400933054212;
61837560;3400933576363;
61838744;3400937087162;
61838819;3400936413146;
61840389;3400955693314;
61841085;3400935355980;
61841085;3400956240999;
61841548;3400922330792;avec gobelet(s) doseur(s)
61841548;3400922330853;avec gobelet(s) doseur(s)
61841758;3400930195628;
61842034;3400941989964;
61842358;3400930209493;
61842988;3400937167277;
61842988;3400937777230;
61843104;3400936713093;
61843531;3400930155363;
61846118;3400957459635;
61846627;3400927564758;avec aiguille(s)
61846755;3400955068716;
61846762;3400927328428;
61846762;3400927328596;
61847017;3400955033479;
61847608;3400933604370;
61847953;3400932644322;
61848140;3400936917729;
61848286;3400930081051;
61848286;3400930081068;
61848286;3400932807093;
61848286;3400932807154;
61848560;3400939932668;
61848674;3400936046320;
61848674;3400936046498;
61848674;3400936256927;
61848674;3400936257177;
61848674;3400936257238;
61848674;3400936257467;
61848891;3400930317808;
61849146;3400926777128;
61849961;3400949937424;
61850725;3400936122581;
61850725;3400936122871;
61850771;3400936035904;
61851777;3400930169933;
61852676;3400935490865;
61853027;3400930100943;
61854766;3400926708689;
61855583;3400955998174;
61855722;3400930752401;
61855722;3400937547741;
61855918;3400956362288;
61856062;3400930048894;
61856322;3400933933074;
61857901;3400949002719;
61858273;3400930007990;
61858273;3400936275508;
61858273;3400955003144;
61858298;3400937375115;
61858743;3400922020389;
61859603;3400922300177;
61859603;3400922300696;
61860121;3400927795657;
61861579;3400955046547;
61861910;3400938250374;
61863085;3400930039434;
61863110;3400955080381;
61867201;3400930215210;
61868584;3400955003434;
61869049;3400921659986;
61869049;3400930041338;
61871331;3400938572445;
61872223;3400938511062;dans stylo jetable
61872287;3400938895056;
61872390;3400926990626;
61872390;3400926990916;
61872472;3400938873863;
61872547;3400930016428;avec tampon(s) alcoolisé(s)
61872561;3400933605490;
61874594;3400936394643;
61875116;3400930222256;
61875550;3400927850288;
61875550;3400927850400;
61875707;3400956396757;
61875867;3400958344251;
61876289;3400939641706;
61876410;3400932810574;
61876620;3400930165188;
61876780;3400930192214;
61878240;3400949746156;
61878240;3400949746385;
61878361;3400934155000;
61878361;3400934155178;
61879666;3400928025777;
61881382;3400930219829;
61881699;3400930021545;avec adaptateur(s) pour flacon
61881699;3400930021545;avec aiguille(s) sécurisée(s)
61881699;3400936510920;
61881763;3400922134215;
61881763;3400922194356;
61881763;3400930059586;
61881763;3400930059609;
61882445;3400930013373;
61883472;3400936532113;
61883472;3400936532281;
61883586;3400922062723;
61883586;3400922063034;
61883604;3400938218558;
61884211;3400938307719;
61885224;3400933100957;
61885402;3400934670008;
61885726;3400927629617;
61885726;3400927629846;
61886269;3400956550074;
61889112;3400936043077;
61889112;3400949666041;
61889660;3400930465639;
61889938;3400949012893;
61890004;3400936909045;
61890673;3400949004430;
61890673;3400949004447;
61891533;3400938108576;
61891533;3400938108866;
61892368;3400939159584;
61892457;3400930111321;
61892457;3400930111352;
61892457;3400930111444;
61892457;3400930111482;
61893438;3400941704208;
61893609;3400930242667;avec inhalateur(s)
61894006;3400930102060;
61895503;3400922256191;
61896199;3400949002856;
61896199;3400949002863;
61896473;3400935137340;
61896498;3400933228569;
61896847;3400935072191;
61897454;3400930115626;
61897454;3400930115664;
61897671;3400935314420;
61897792;3400930092972;
61898734;3400933445621;
61900982;3400930192702;
61901618;3400936057036;
61901995;3400926844684;
61902218;3400926784102;
61902218;3400958380730;
61902232;3400933640620;
61903804;3400941534041;
61904023;3400938087253;
61904023;3400938087314;
61904596;3400930021842;
61904639;3400927383946;
61904639;3400927384028;
61905997;3400930099681;
61905997;3400930099698;
61906519;3400955029069;avec dispositif(s) de transfert
61906519;3400955029069;avec filtre(s)
61906519;3400955029069;avec nécessaire de prélèvement
61906519;3400955029069;avec pansement(s)
61906519;3400955029069;avec seringue(s)
61906519;3400955029069;avec tampon(s) alcoolisé(s)
61907012;3400930152645;
61907293;3400930153376;
61907585;3400941661341;
61908071;3400932586158;
61908153;3400956605286;
61908153;3400956605637;
61910478;3400930073315;avec gobelet(s) doseur(s)
61911861;3400930131596;
61911861;3400930131602;
61912155;3400930126677;
61912415;3400936705340;
61913385;3400935634429;
61914124;3400934646683;
61917063;3400931163411;
61918795;3400956199167;
61919121;3400949002825;
61920248;3400941992865;
61920725;3400931837220;
61921510;3400932778607;
61921510;3400937547970;
61923059;3400933603830;
61923059;3400933604080;
61923340;3400921906196;
61923340;3400921906257;
61923511;3400926657901;
61923511;3400926658151;
61923511;3400926658441;
61924200;3400930181256;
61924474;3400939630069;
61924481;3400934655159;
61926087;3400936141452;
61926087;3400937287425;
61926144;3400936738638;
61926183;3400939711935;
61926518;3400935310927;
61926518;3400935311009;
61926913;3400932456246;
61927417;3400922142609;
61927584;3400930019207;avec aiguille(s)
61928896;3400949620906;
61928896;3400949621217;
61928914;3400955967538;
61929560;3400955627487;
61930096;3400936261778;
61931796;3400927809309;
61931796;3400927809538;
61931910;3400958597961;
61931910;3400958608421;
61932026;3400936166707;
61932485;3400930110287;
61935054;3400955090748;
61935264;3400939423814;
61935346;3400922093659;
61937233;3400936469037;
61937233;3400936469266;
61937888;3400926971175;
61937984;3400930227121;
61937984;3400930227145;
61938189;3400937364577;
61938189;3400938307658;
61938584;3400936392922;
61938997;3400932309016;
61939017;3400937904803;
61939017;3400937905282;
61939921;3400933313357;
61939921;3400937243889;
61940966;3400939599731;
61940966;3400939600024;
61940980;3400938480504;
61941057;3400956598380;
61941057;3400956598441;
61941057;3400956956043;
61941979;3400930491591;
61941979;3400955794011;
61942561;3400930103272;
61942668;3400937356824;
61942668;3400938689921;
61943478;3400956157464;
61944313;3400931395430;
61945162;3400937125055;
61945162;3400938395594;
61945454;3400955068280;
61945753;3400939578040;
61945753;3400939585024;
61946403;3400930208854;
61946531;3400936309319;
61946531;3400936363366;
61947423;3400936661363;
61950444;3400937144094;
61950444;3400937144216;
61951090;3400930042205;avec godet(s) mélangeur(s)
61951090;3400930042205;avec pipette(s) graduée(s)
61951546;3400930181904;avec canule(s)
61951546;3400932934744;avec canule(s)
61951635;3400930211236;
61951635;3400933361891;
61951699;3400927642913;
61952274;3400935902269;
61952274;3400938206371;
61952527;3400937167628;
61952527;3400956720811;
61954421;3400930022818;
61955523;3400939397696;
61955523;3400939397757;
61955644;3400955026662;
61955893;3400935456809;
61956187;3400933604202;
61956276;3400921782745;
61956276;3400921783056;
61956319;3400926804305;
61956319;3400926807894;
61957392;3400933073602;
61957392;3400955606376;
61957549;3400949475643;
61958462;3400949887415;
61958462;3400957894009;
61958697;3400939526812;
61958697;3400939526980;
61958925;3400933217334;
61959265;3400934362583;
61959735;3400938286625;
61959781;3400931993094;
61960118;3400922407487;
61960118;3400922407548;
61960303;3400935181404;
61960303;3400935181572;
61961476;3400932059324;
61962699;3400930141403;
61962852;3400936401549;
61963153;3400936951266;
61963954;3400937545969;
61964013;3400926803063;avec seringue(s) pour administration orale
61964013;3400926803124;avec seringue(s) pour administration orale
61964013;3400926803292;avec seringue(s) pour administration orale
61964091;3400933782368;
61964294;3400937485616;
61964472;3400934802652;
61966199;3400937412117;
61966263;3400949002740;
61966605;3400930004371;
61966605;3400930345191;
61967205;3400937752336;
61967205;3400937752565;
61968442;3400927419249;
61968442;3400936406223;
61969156;3400933026936;
61969156;3400936396425;
61969156;3400936396654;
61969188;3400957113841;
61969626;3400933046057;
61970183;3400930078815;
61970183;3400930078839;
61970183;3400930078846;
61971381;3400930588048;
61971520;3400939212494;
61972227;3400932755943;
61972768;3400930243909;avec aiguille(s)
61972768;3400930243909;dans stylo pré-rempli
61973350;3400922237671;
61974317;3400932192137;
61975465;3400934405730;avec pipette(s) compte-gouttes
61976243;3400941816420;
61976243;3400941816598;
61977014;3400931037460;
61979289;3400935002754;
61979289;3400935002815;
61981016;3400933086039;
61981906;3400956423415;
61983729;3400932683062;
61983743;3400938660135;
61983743;3400938660364;
61983832;3400930031810;
61984083;3400936047440;
61984083;3400936047501;
61986853;3400922258614;
61988861;3400930165935;avec aiguille(s)
61988861;3400930165935;avec seringue(s)
61989408;3400930454114;
61989753;3400931882343;
61989835;3400930166918;
61990104;3400930247082;
61990606;3400930125533;
61991793;3400922291321;
61992169;3400930103722;
61993698;3400931296805;
61995489;3400932539482;
61995884;3400936118270;
61996139;3400922412689;
61997052;3400935175311;
61998282;3400930128657;
61999103;3400930129791;avec protège-aiguille
61999103;3400930129807;avec protège-aiguille
62000092;3400921966688;
62000384;3400938146608;
62000441;3400930204009;
62000612;3400955966418;
62000861;3400931372318;
62001372;3400930090923;
62001632;3400936533981;
62002638;3400956060269;
62002809;3400934936708;
62002809;3400957490102;
62003149;3400930193563;
62003590;3400934506727;
62003590;3400934506895;
62003633;3400955013471;
62004984;3400955075530;
62005075;3400930036075;
62005716;3400930007808;
62005883;3400941946561;
62005890;3400927861284;
62006750;3400934628535;
62006750;3400934631436;
62007051;3400927641671;
62007966;3400933433215;
62007966;3400933582166;
62008580;3400927948664;
62009928;3400933226619;
62009928;3400938512182;
62010414;3400956361168;
62011103;3400935554192;
62011103;3400935554253;
62013136;3400934730580;
62013175;3400932902866;
62013232;3400949022489;
62013296;3400932964499;
62013296;3400955368632;
62013467;3400937834513;
62015062;3400930130001;
62015977;3400927587290;
62016239;3400933527167;
62016239;3400933527228;
62016456;3400937942072;
62016456;3400937942133;
62016456;3400937942362;
62017113;3400932223565;
62018101;3400935374851;
62018514;3400930154281;
62018628;3400955490678;
62019370;3400926974657;
62019370;3400926975197;
62022046;3400926905811;
62022046;3400926905989;
62022480;3400936687448;
62022612;3400922414690;
62022861;3400930187531;
62022861;3400935575654;
62022861;3400937299541;
62023123;3400955010920;
62024136;3400930054970;
62025327;3400927954177;
62025327;3400927954528;
62025626;3400930077948;
62026233;3400930037485;
62026621;3400938021547;
62026945;3400930146972;
62027794;3400930170199;
62027794;3400930170212;
62027876;3400933652166;
62027883;3400935355522;
62028152;3400931906568;
62028825;3400930153789;
62028953;3400934232732;
62029749;3400955057321;
62029749;3400958546815;
62030744;3400930177662;dans stylo pré-rempli
62031077;3400949876877;
62031508;3400936157361;
62031593;3400927492808;
62033904;3400937807197;
62033904;3400937807258;
62034970;3400937530941;
62034970;3400937531191;
62036213;3400939982465;avec inhalateur(s)
62036213;3400939982526;avec inhalateur(s)
62036633;3400937936620;
62036900;3400926939588;
62038157;3400936808348;
62038157;3400937292047;
62038794;3400936358393;
62039483;3400949752829;
62039483;3400949753079;
62039768;3400937129657;
62039768;3400938554984;
62040674;3400931183402;
62040674;3400932213801;
62042102;3400937976602;
62042102;3400937976770;
62042376;3400930157374;avec tampon(s) alcoolisé(s)
62042376;3400930157381;avec tampon(s) alcoolisé(s)
62043026;3400930217030;
62043026;3400930217047;
62044256;3400937532433;
62044256;3400937532662;
62044434;3400941565908;
62044434;3400941566448;
62044509;3400930237557;avec aiguille(s)
62045486;3400936730991;
62045486;3400937914277;
62046798;3400937629867;
62046798;3400938041019;
62047793;3400949974153;
62047925;3400941744129;
62047925;3400941744297;
62047925;3400941744648;
62048087;3400930018613;
62048087;3400935286291;
62048087;3400935286352;
62048105;3400932387137;
62048799;3400937629119;
62048906;3400930033289;
62049552;3400930057834;
62049552;3400955021025;
62051172;3400930128138;
62052833;3400935692610;
62052833;3400935692788;
62055338;3400949003105;
62055338;3400949003112;
62056326;3400949003594;
62056415;3400930232224;
62056600;3400930040294;
62056600;3400930040300;
62057517;3400931419136;
62057517;3400931419594;
62059315;3400932748099;
62059315;3400932748150;
62059468;3400935177780;
62059557;3400939110158;
62061907;3400937107655;
62062343;3400957687632;
62062457;3400930043264;avec aiguille(s) sécurisée(s)
62066676;3400939431338;
62066676;3400939431628;
62066808;3400937629287;
62066822;3400930179246;
62067340;3400931983569;
62067536;3400955072348;
62067536;3400955072362;
62067696;3400930105146;
62067696;3400930105801;
62069124;3400934860492;
62069359;3400930227916;
62070450;3400936109056;avec seringue(s) doseuse(s)
62071253;3400930002353;
62071253;3400936167766;
62071552;3400930211762;
62073400;3400949004782;
62074559;3400933207977;
62075038;3400935804983;
62075255;3400927417528;
62076503;3400937023986;
62077046;3400936277519;
62077046;3400936277748;
62077046;3400936277809;
62077046;3400936278059;
62077046;3400936278110;
62077046;3400936278349;
62077046;3400936278400;
62077046;3400936395244;
62077046;3400937577267;
62077046;3400955012566;
62077046;3400956509553;
62078365;3400930190609;
62079225;3400936096646;
62079435;3400937942713;
62079435;3400937942881;
62079531;3400939726205;
62079905;3400935866219;
62079905;3400935866387;
62080334;3400930084175;
62080626;3400930065785;
62080626;3400930121405;
62080918;3400930094976;
62080918;3400930094983;
62081557;3400935469984;avec pompe
62082004;3400932306282;
62082659;3400956143795;
62083608;3400921603637;
62084553;3400957115852;
62087670;3400938309959;
62090079;3400930081457;
62090524;3400930057926;
62090524;3400930057988;
62090595;3400934741708;
62091099;3400955005247;avec nécessaire(s)
62091544;3400939460772;
62092176;3400949003341;
62092895;3400934783289;
62093424;3400930018941;
62093602;3400936763760;
62093602;3400936763821;
62094280;3400921740233;
62094280;3400921740813;
62094280;3400930019825;
62094362;3400938234817;
62094992;3400930204870;
62095667;3400949001408;
62095667;3400949001415;
62096096;3400934569180;
62096139;3400935949745;
62096228;3400930100868;
62096413;3400937765114;
62096580;3400937016315;
62098492;3400938311099;
62099847;3400955001362;
62099847;3400955001379;
62099847;3400955001393;
62101141;3400934817151;
62102962;3400935081018;
62102962;3400936993488;
62103459;3400930212295;
62103459;3400930212301;
62103459;3400930212318;
62104543;3400930195642;
62105830;3400930206379;
62106380;3400937846578;
62107482;3400938366501;
62107482;3400938367102;
62108292;3400949025671;
62110311;3400935748652;
62110699;3400941701474;avec seringue(s) pour administration orale
62111751;3400930158425;
62111790;3400938204599;
62112248;3400949755950;
62112248;3400949756032;
62113300;3400935744869;
62113318;3400938347401;
62113528;3400939755120;
62114270;3400939743233;avec protège-aiguille
62116606;3400930073513;
62118322;3400922448930;
62118322;3400922449012;
62119207;3400932931491;
62119207;3400937177382;
62119972;3400930004609;
62119972;3400930130254;
62119972;3400955001867;
62120177;3400927608674;
62120177;3400927608964;
62121489;3400936114777;
62121667;3400934675720;
62121667;3400934676031;
62121674;3400927838743;
62124275;3400956396818;
62124478;3400931376330;
62124581;3400930230176;
62125473;3400930298435;
62126664;3400930166819;
62126664;3400930166826;
62126714;3400935516053;
62126714;3400935516114;
62126714;3400938161915;
62126714;3400938162165;
62127264;3400930119808;
62127307;3400936723788;
62127360;3400936737808;
62127360;3400937874205;
62128284;3400934617829;
62128302;3400938907094;
62128430;3400930131831;
62128850;3400930158920;
62128850;3400933496258;
62129151;3400955068938;
62129781;3400935961341;
62129870;3400934568701;
62129888;3400922480237;
62130342;3400930092675;avec aiguille(s)
62130958;3400927426391;
62132998;3400935208231;
62133146;3400933657369;
62133146;3400933657420;
62134458;3400936709713;
62134458;3400937366700;
62134839;3400949939893;
62134839;3400949940264;
62136562;3400932892198;avec aiguille(s)
62137575;3400930045695;
62137575;3400930045701;
62137714;3400930247150;
62139010;3400930011997;
62139195;3400935136398;
62139409;3400931667124;
62140055;3400930155929;
62140055;3400930155936;
62142469;3400926788414;
62143724;3400930176573;avec dispositif(s) d'administration
62143724;3400930176573;avec injecteur(s) automatique(s)
62143724;3400930176580;avec dispositif(s) d'administration
62143724;3400930176580;avec injecteur(s) automatique(s)
62143724;3400930176597;avec dispositif(s) d'administration
62143724;3400930176597;avec injecteur(s) automatique(s)
62143724;3400930199374;avec dispositif(s) d'administration
62143724;3400930199374;avec injecteur(s) automatique(s)
62143724;3400930199381;avec dispositif(s) d'administration
62143724;3400930199381;avec injecteur(s) automatique(s)
62143724;3400930199404;avec dispositif(s) d'administration
62143724;3400930199404;avec injecteur(s) automatique(s)
62144356;3400934966224;
62145198;3400930136690;
62145376;3400922132952;
62145725;3400921846652;
62145725;3400921846881;
62146161;3400930165140;
62147950;3400936476240;
62148415;3400930235522;
62148714;3400933662912;
62148867;3400930102886;avec applicateur(s)
62148867;3400930102893;avec applicateur(s)
62148867;3400936308138;
62148867;3400936308367;
62149015;3400955060017;avec applicateur(s) buccal(aux)
62149015;3400955060017;avec canule(s)
62150722;3400958692635;
62151087;3400930075005;avec aiguille(s)
62151087;3400930075005;avec piston(s)
62151087;3400930075005;avec seringue(s)
62151087;3400930075005;avec tampon(s) alcoolisé(s)
62152730;3400935856043;
62152762;3400938327298;
62153864;3400939542140;
62154820;3400930224359;avec adaptateur(s) pour flacon
62154820;3400930224359;avec seringue(s) pour administration orale
62154820;3400930224366;avec adaptateur(s) pour flacon
62154820;3400930224366;avec seringue(s) pour administration orale
62154820;3400930224373;avec adaptateur(s) pour flacon
62154820;3400930224373;avec seringue(s) pour administration orale
62154877;3400939838595;
62154877;3400939838885;
62155071;3400930024270;
62155071;3400930024300;
62156636;3400937937450;
62156636;3400937937511;
62157019;3400937414708;
62157859;3400930192719;
62158320;3400935663115;
62158605;3400930242117;avec tampon(s) alcoolisé(s)
62158605;3400930242117;dans stylo pré-rempli
62158815;3400935956378;
62158815;3400935956668;
62158911;3400936654501;
62158929;3400935848468;
62159194;3400934415494;
62159194;3400934415555;
62159194;3400934415784;
62159194;3400941902048;
62159632;3400927500305;
62159778;3400936681644;
62159778;3400938762761;
62160200;3400936281769;
62160702;3400927499890;
62161583;3400933753733;
62161697;3400941898563;
62163538;3400933609573;
62163716;3400955004875;
62164533;3400936863118;
62166299;3400930247785;
62167084;3400935837004;
62167084;3400937124744;
62170212;3400958576041;
62170486;3400930083451;
62170657;3400927939099;avec aiguille(s)
62170657;3400927939099;avec tampon(s) alcoolisé(s)
62170657;3400927939099;dans stylo pré-rempli
62171435;3400936521407;
62171524;3400958598913;
62172505;3400928027900;
62173094;3400935952707;
62173094;3400949504541;
62174246;3400949002412;
62174246;3400949002429;
62174933;3400933552930;
62175330;3400939100913;
62175533;3400930099520;
62176770;3400930095591;
62176877;3400938056327;
62177527;3400955037606;
62177527;3400956103645;
62178757;3400932270699;
62179122;3400934361692;
62181041;3400949002757;
62181041;3400949002764;
62181301;3400933277765;
62182563;3400936891371;avec applicateur(s)
62182563;3400936891371;avec pompe
62182990;3400921907667;
62182990;3400921907728;
62183964;3400922168562;
62183964;3400922168852;
62184169;3400949622795;
62184233;3400930182208;
62184888;3400932722426;
62186241;3400930093832;
62186241;3400930299555;
62186241;3400934867996;
62187140;3400931878551;
62187140;3400955243281;
62187806;3400935843845;
62188712;3400957474713;
62189294;3400938970777;
62190827;3400939910895;
62191473;3400938878196;
62193524;3400936807457;
62193983;3400935339843;
62194918;3400936597167;
62196488;3400930046326;
62197024;3400930016381;avec tampon(s) alcoolisé(s)
62199609;3400927702686;
62200552;3400938215885;
62200673;3400934660061;
62201138;3400938660593;
62201138;3400938660654;
62201138;3400938660715;
62201565;3400927938610;
62202005;3400930148525;
62202037;3400939196664;
62202037;3400939197036;
62202293;3400930031650;
62202293;3400930031667;
62202966;3400930209288;
62203018;3400956215409;
62203705;3400930234563;
62203705;3400930234594;
62204134;3400938104844;
62204134;3400938104905;
62204134;3400938105094;
62204255;3400933341671;
62204255;3400938235296;
62204262;3400937905633;
62204262;3400937906005;
62205873;3400922069128;avec adaptateur(s) pour flacon
62205873;3400922069128;avec seringue(s) pour administration orale
62206135;3400933172527;
62206135;3400937296359;
62206181;3400955597698;
62207034;3400921764246;
62207600;3400939636153;
62207600;3400939637044;
62208976;3400930096215;
62209971;3400930020555;
62210849;3400934879944;
62213717;3400939606866;
62213717;3400939991740;
62215020;3400934171895;
62215020;3400934251542;
62215045;3400937317733;
62215045;3400937318044;
62216243;3400949023899;
62216243;3400949023950;
62217014;3400937685238;
62217480;3400949821938;
62217480;3400949822010;
62217480;3400949822188;
62217516;3400922328034;
62217530;3400936758797;
62217822;3400930190630;
62217822;3400930190647;
62218397;3400930107683;
62220672;3400938827910;
62220672;3400938828221;
62222050;3400939730745;avec aiguille(s)
62223316;3400938022148;
62223483;3400930093535;
62223501;3400955005612;
62223558;3400926803933;
62225235;3400935530189;
62225235;3400935530240;
62227058;3400958433931;
62227318;3400936617889;
62227567;3400935876553;
62227567;3400935876614;
62227581;3400938577648;
62227581;3400938577709;
62228427;3400921898750;
62229123;3400922473543;
62229123;3400938830170;
62229155;3400936918498;
62229155;3400949409877;
62231576;3400930100547;avec adaptateur
62231576;3400930100547;avec seringue(s) pour administration orale
62232169;3400931841302;
62232322;3400957452421;
62232322;3400957452711;
62232411;3400934825484;
62232411;3400934825545;
62233545;3400935935328;
62233577;3400930103807;
62235247;3400930467879;
62236089;3400936892842;
62237643;3400926921149;
62237643;3400930059920;avec seringue(s) pour administration orale
62237910;3400927428692;
62238446;3400927607493;
