Code_CIS;Num_Element;Forme_Phar_Element;Nom_Element;Nom_Nature;Reference_dosage;Code_Substance;numOrdreEdit;Dosage
66554616;1;comprimé;comprimé;Substances actives.;pour un comprimé;68227;1;
66553998;1;poudre;poudre;Substances actives.;pour un flacon;38662;7;20 mg pour un flacon
66553941;1;solution;solution;Substances actives.;pour une seringue préremplie;24513;1;2850 UI anti Xa pour une seringue préremplie
66553496;1;suppositoire;suppositoire;Substances actives.;pour un suppositoire;00532;1;0,642 g pour un suppositoire
66553119;1;gélule;gélule;Substances actives.;pour une gélule;00915;1;300 mg pour une gélule
66552953;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17477;1;400 microgrammes pour un comprimé
66552953;1;comprimé;comprimé;Substances actives.;pour un comprimé;01901;1;
66552355;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;1,25 mg pour un comprimé
66551883;1;comprimé;comprimé;Substances actives.;pour un comprimé;21875;1;801 mg pour un comprimé
66550571;1;comprimé;comprimé;Substances actives.;pour un comprimé;02006;1;500 mg pour un comprimé
66547080;1;poudre;poudre;Substances actives.;pour un flacon;99842;1;0,25 mg pour un flacon
66546676;1;comprimé;comprimé;Substances actives.;pour un comprimé;37430;1;2 mg pour un comprimé
66545656;1;comprimé;comprimé;Substances actives.;pour un comprimé;29566;1;50 mg pour un comprimé
66545581;1;suspension;suspension;Substances actives.;pour une dose;41788;1;250 microgrammes pour une dose
66545186;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;3,338 mg
66545186;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;1;4,000 mg pour un comprimé
66545179;1;solution;solution;Fractions thérapeutiques.;pour une cartouche de 1,8 ml;01080;2;0,018 mg
66545179;1;solution;solution;Substances actives.;pour une cartouche de 1,8 ml;04280;2;0,033 mg pour une cartouche de 1,8 ml
66545179;1;solution;solution;Substances actives.;pour une cartouche de 1,8 ml;16661;1;72 mg pour une cartouche de 1,8 ml
66544554;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;60707;1;400 mg pour un comprimé
66544554;1;comprimé;comprimé;Substances actives.;pour un comprimé;68227;1;
66544465;1;comprimé;comprimé;Substances actives.;pour un comprimé;00037;1;50 mg pour un comprimé
66544294;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;42406;1;25 mg pour une gélule
66544294;1;gélule;gélule;Substances actives.;pour une gélule;97603;1;
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;05715;1;Supérieur ou égal à 30 UI pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;05717;2;Supérieur ou égal à 40 UI pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;07542;6;8 UD pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;20245;7;32 UD pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;28730;5;40 UD pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;62411;4;25 microgrammes pour une dose de 0,5 ml
66543281;1;suspension;suspension;Substances actives.;pour une dose de 0,5 ml;95887;3;25 microgrammes pour une dose de 0,5 ml
66542998;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;31416;1;75 mg
66542998;1;comprimé;comprimé;Substances actives.;pour un comprimé;54231;1;86,11 mg pour un comprimé
66539322;1;gélule;gélule;Substances actives.;pour une gélule;84452;1;125 mg pour une gélule
66538626;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;04442;1;390 mg
66538626;1;comprimé;comprimé;Substances actives.;pour un comprimé;24321;1;500 mg pour un comprimé
66537912;1;solution;solution;Substances actives.;pour 1 ml;72525;1;100 UI pour 1 ml
66537773;1;dispositif;dispositif;Substances actives.;pour un dispositif;17477;1;11,0 mg pour un dispositif
66537392;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;2;1,67 mg
66537392;1;comprimé;comprimé;Substances actives.;pour un comprimé;00819;1;0,625 mg pour un comprimé
66537392;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;2;2 mg pour un comprimé
66535345;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;8 mg pour un comprimé
66535078;1;comprimé;comprimé;Substances actives.;pour un comprimé;10171;2;20 mg pour un comprimé
66535078;1;comprimé;comprimé;Substances actives.;pour un comprimé;73242;1;10 mg pour un comprimé
66534880;1;solution;solution;Substances actives.;pour 1 ml de solution pour perfusion;02202;1;10 mg pour 1 ml de solution pour perfusion
66534720;1;gel;gel;Substances actives.;pour un sachet-dose de 6 g;22692;1;120 mg pour un sachet-dose de 6 g
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;00297;2;105,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;00544;3;38,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;00658;4;53,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;00674;6;23,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;03605;7;30,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;14967;12;67,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;50938;17;68,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;64364;19;101,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;64375;20;86,00 mg pour un comprimé
66534581;1;comprimé;comprimé;Substances actives.;pour un comprimé;79780;21;59,00 mg pour un comprimé
66533294;1;solution;solution;Substances actives.;pour 1 ml de solution;00093;1;3 mg pour 1 ml de solution
66533294;1;solution;solution;Substances actives.;pour 1 ml de solution;00901;2;9 mg pour 1 ml de solution
66532840;1;solution;solution;Substances actives.;pour 1 ml;39467;1;5 mg pour 1 ml
66531838;1;crème;crème;Substances actives.;pour 100 g;03929;1;1 g pour 100 g
66531208;1;solution;solution;Substances actives.;pour 1 mL de solution;00960;1;3,3 mg pour 1 mL de solution
66530743;1;comprimé;comprimé;Substances actives.;pour un comprimé;78568;1;250 mg pour un comprimé
66530729;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;80 mg pour un comprimé
66530729;1;comprimé;comprimé;Substances actives.;pour un comprimé;92464;1;
66528824;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;3,75 mg pour un comprimé
66527793;1;comprimé;comprimé;Substances actives.;pour un comprimé;87487;1;90 mg pour un comprimé
66527665;1;comprimé;comprimé;Substances actives.;pour un comprimé;21875;1;267 mg pour un comprimé
66526816;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;300 mg pour une gélule
66525995;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
66525995;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;8 mg pour un comprimé
66525842;1;dispositif;dispositif;Substances actives.;pour un dispositif cutané;79794;1;179 mg pour un dispositif cutané
66523859;1;poudre;poudre;Substances actives.;pour un flacon de poudre;01574;1;2 g pour un flacon de poudre
66522013;1;comprimé;comprimé;Substances actives.;pour un comprimé;12870;1;10 mg pour un comprimé
66520560;1;solution;solution;Substances actives.;pour un récipient unidose;00690;1;5 mg pour un récipient unidose
66520037;1;comprimé;comprimé;Substances actives.;pour un comprimé;94553;1;10 mg pour un comprimé
66518292;1;gélule;gélule;Substances actives.;pour une gélule;01393;1;2,00 mg pour une gélule
66518260;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;80889;1;80 mg
66518260;1;comprimé;comprimé;Substances actives.;pour un comprimé;55705;1;84,24 mg pour un comprimé
66515809;1;gélule;gélule;Substances actives.;pour une gélule;24519;1;160 mg pour une gélule
66514842;1;solution;solution;Substances actives.;pour 100 ml de solution buvable;02543;1;0,033 g pour 100 ml de solution buvable
66514714;1;comprimé;comprimé;Substances actives.;pour un comprimé;47493;1;30 mg pour un comprimé
66514397;1;poudre;poudre;Substances actives.;pour 100 g de poudre orale;19236;2;50 g pour 100 g de poudre orale
66513612;1;comprimé;comprimé;Substances actives.;pour un comprimé;23957;1;15 mg pour un comprimé
66513085;1;solution;solution;Substances actives.;pour 1 ml;44461;1;100 unités pour 1 ml
66512407;1;comprimé;comprimé;Substances actives.;pour un comprimé;27222;1;25 mg pour un comprimé
66511935;1;gélule;gélule;Substances actives.;pour une gélule;00915;1;300 mg pour une gélule
66511789;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;05248;1;1 g pour un comprimé
66511789;1;comprimé;comprimé;Substances actives.;pour un comprimé;28165;1;
66511376;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;01823;1;10,00 mg pour une ampoule de 2 ml
66511376;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;02201;5;6,00 mg pour une ampoule de 2 ml
66511376;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;02452;3;40,00 mg pour une ampoule de 2 ml
66511376;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;03984;4;4,00 mg pour une ampoule de 2 ml
66511376;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;04537;2;5,47 mg pour une ampoule de 2 ml
66511369;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;73952;1;17,33 mg
66511369;1;solution;solution;Substances actives.;pour 1 ml de solution;20915;1;20 mg pour 1 ml de solution
66511091;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;75 mg pour une gélule
66510865;1;gélule;gélule;Substances actives.;pour une gélule;47784;1;10 mg pour une gélule
66510210;1;solution;solution;Substances actives.;pour 1 mL de solution;16464;1;20 mg pour 1 mL solution
66509845;1;poudre;poudre;Substances actives.;pour un flacon de poudre;89999;1;110,00 microgrammes pour un flacon de poudre
66508896;1;comprimé;comprimé;Substances actives.;pour un comprimé;95296;1;500 mg pour un comprimé
66508736;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;25252;1;250,00 mg
66508736;1;comprimé;comprimé;Substances actives.;pour un comprimé;27265;1;269,10 mg pour un comprimé
66508679;1;comprimé;comprimé;Substances actives.;pour un comprimé;96835;1;5 mg pour un comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;59326;3;qsp 40 mg pour un comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;59326;6;qsp 6,6 mg pour un comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;88917;1;qsp 40 mg pour un comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;88917;4;qsp 6,6 mg pour un  comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;90828;2;qsp 40 mg pour un comprimé
66508394;1;comprimé;comprimé;Substances actives.;pour un comprimé;90828;5;qsp 6,6 mg pour un comprimé
66507634;1;poudre;poudre;Substances actives.;pour un flacon;43031;1;0,5 mg pour un flacon
66507470;1;sirop;sirop;Substances actives.;pour 100 ml;03044;1;5 g pour 100 ml
66506404;1;solution;solution;Substances actives.;pour 1 ml;27179;1;0,75 mg pour 1 ml
66504830;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;83934;1;7,5 mg pour 1 ml de solution injectable
66503721;2;gélule;gélule (125 mg);Substances actives.;pour une gélule;84452;9;125 mg pour une gélule
66503721;1;gélule;gélule (80 mg);Substances actives.;pour une gélule;84452;1;80 mg pour une gélule
66503041;1;solution;solution;Substances actives.;pour 1 ml de solution buvable;65948;1;0,5 mg pour 1 ml de solution buvable
66502733;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;71699;1;50 mg pour 1 ml de solution
66502733;1;solution;solution;Substances actives.;pour 1 ml de solution;03585;1;
66501802;1;dispositif;dispositif;Substances actives.;pour un dispositif;01786;1;8 mg pour un dispositif
66500821;1;comprimé;comprimé;Substances actives.;pour un comprimé;01200;1;50 mg pour un comprimé
66500390;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;47554;1;0,7 mg
66500390;1;comprimé;comprimé;Substances actives.;pour un comprimé;18827;1;1 mg pour un comprimé
66500369;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;31416;1;300 mg
66500369;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;25 mg pour un comprimé
66500369;1;comprimé;comprimé;Substances actives.;pour un comprimé;54231;1;344,43  mg pour un comprimé
66499899;1;solution;solution;Substances actives.;pour 1 ml;01281;1;5 mg pour 1 ml
66499002;1;collyre;collyre;Substances actives.;pour 100 ml;00473;1;2 g pour 100 ml
66498605;1;solution;solution;Fractions thérapeutiques.;pour 100 ml;01525;2;320000 UI
66498605;1;solution;solution;Fractions thérapeutiques.;pour 100 ml;85033;1;0,1000 g
66498605;1;solution;solution;Substances actives.;pour 100 ml;04546;1;0,2212 g pour 100 ml
66498605;1;solution;solution;Substances actives.;pour 100 ml;85054;2;0,0080 g pour 100 ml
66498352;1;solution;solution;Substances actives.;pour 1 ml;18012;1;2000 MBq pour 1 ml à la date et à l'heure de calibration
66497617;1;solution;solution;Fractions thérapeutiques.;pour 1 mL de solution;23156;1;2,5 mg pour 1 mL de solution
66497617;1;solution;solution;Substances actives.;pour 1 mL de solution;22129;1;
66496173;1;comprimé;comprimé;Substances actives.;pour un comprimé;00527;1;30 mg pour un comprimé
66495139;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;78780;1;100 microgrammes pour 1 ml de solution
66495139;1;solution;solution;Substances actives.;pour 1 ml de solution;18864;1;
66494553;1;crème;crème;Substances actives.;pour 1 g de crème;01835;2;70 mg pour 1 g de crème
66494553;1;crème;crème;Substances actives.;pour 1 g de crème;05431;1;70 mg pour 1 g de crème
66490708;1;gélule;gélule;Substances actives.;pour une gélule;11279;1;100 mg pour une gélule
66490117;3;émulsion;compartiment de l'émulsion lipidique;Substances actives.;pour 60 ml d'émulsion lipidique;04951;28;
66490117;3;émulsion;compartiment de l'émulsion lipidique;Substances actives.;pour 60 ml d'émulsion lipidique;19874;27;
66490117;2;solution;compartiment de la solution de glucose;Fractions thérapeutiques.;pour 80 ml de solution de glucose;00529;26;40 g
66490117;2;solution;compartiment de la solution de glucose;Substances actives.;pour 80 ml de solution de glucose;17150;26;44 g pour 80 ml de solution de glucose
66490117;1;solution;compartiment de la solution d'acides aminés;Fractions thérapeutiques.;pour 160 ml de solution d'acides aminés;00563;10;1,03 g
66490117;1;solution;compartiment de la solution d'acides aminés;Fractions thérapeutiques.;pour 160 ml de solution d'acides aminés;03946;12;0,23 g
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00006;3;0,56 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00031;1;0,75 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00430;23;0,55 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00477;4;0,18 g pour  pour 160 ml de solution d'acides aminéss
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00544;7;0,35 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00550;8;0,62 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00555;9;0,93 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00610;13;0,39 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00629;15;0,37 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00658;17;0,35 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00674;18;0,19 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;00675;20;0,71 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;01021;6;0,37 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;01044;5;0,93 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;01178;2;0,78 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;01603;16;0,06 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;02666;11;0,22 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;03455;22;0,61 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;03482;14;0,28 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;03605;19;0,07 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;07301;10;1,15 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;19508;25;0,98 g pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;46395;12;0,30 g  pour 160 ml de solution d'acides aminés
66490117;1;solution;compartiment de la solution d'acides aminés;Substances actives.;pour 160 ml de solution d'acides aminés;80185;24;0,1 g pour 160 ml de solution d'acides aminés
66489175;1;collyre;collyre;Fractions thérapeutiques.;pour 1 ml de solution;15009;2;5 mg
66489175;1;collyre;collyre;Substances actives.;pour 1 ml de solution;00200;2;6,8 mg pour 1 ml de solution
66489175;1;collyre;collyre;Substances actives.;pour 1 ml de solution;81904;1;0,3 mg pour 1 ml de solution
66488803;1;collyre;collyre;Fractions thérapeutiques.;pour 100 ml;15009;1;0,250 g
66488803;1;collyre;collyre;Substances actives.;pour 100 ml;00200;1;0,342 g pour 100 ml
66488625;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;60707;1;400 mg pour un comprimé
66488625;1;comprimé;comprimé;Substances actives.;pour un comprimé;68227;1;
66488326;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;36592;1;69,800 mg
66488326;1;comprimé;comprimé;Substances actives.;pour un comprimé;00037;1;75,000 mg pour un comprimé
66488073;1;solution;solution;Substances actives.;pour 1 mL;18012;1;2 GBq à la date et à l'heure de calibration pour 1 mL
66487797;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;2,5 mg pour un comprimé
66485102;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;6,676 mg
66485102;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;1;8 mg pour un comprimé
66484819;1;comprimé;comprimé;Substances actives.;pour un comprimé;02754;1;200 mg pour un comprimé
66482348;1;comprimé;comprimé;Substances actives.;pour un comprimé;03969;1;160 mg pour un comprimé
66481292;1;solution;solution;Substances actives.;pour 1 ml;80150;1;100 Unités pour 1 ml
66479505;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;64851;1;0,367 mg
66479505;1;comprimé;comprimé;Substances actives.;pour un comprimé;66494;1;0,4 mg pour un comprimé
66479409;1;comprimé;comprimé;Substances actives.;pour un comprimé;86571;1;150 mg pour un comprimé
66477810;1;comprimé;comprimé;Substances actives.;pour un comprimé;73953;1;20 mg pour un comprimé
66477582;1;suspension;suspension;Substances actives.;pour 100 ml;02202;1;2,40 g pour 100 ml
66477109;1;solution;solution;Substances actives.;pour 1 mL de solution;85821;6;2,5 mg pour 1 mL de solution
66477066;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38193;1;400 mg pour un comprimé
66477066;1;comprimé;comprimé;Substances actives.;pour un comprimé;45328;1;
66477041;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;99915;1;69,6 mg
66477041;1;comprimé;comprimé;Substances actives.;pour un comprimé;99549;1;75 mg pour un comprimé
66475784;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;46403;1;21,77 mg
66475784;1;gélule;gélule;Substances actives.;pour une gélule;75210;1;25 mg pour une gélule
66475325;1;gélule;gélule;Substances actives.;pour une gélule;11650;1;100 mg pour une gélule
66475001;1;gélule;gélule;Substances actives.;pour une gélule;23957;1;15 mg pour une gélule
66473203;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;2;10 mg
66473203;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;3,395 mg
66473203;1;comprimé;comprimé;Substances actives.;pour un comprimé;69916;1;5 mg pour un comprimé
66473203;1;comprimé;comprimé;Substances actives.;pour un comprimé;93748;2;13,87 mg pour un comprimé
66473032;1;comprimé;comprimé;Substances actives.;pour un comprimé;12999;1;7,5 mg pour un comprimé
66472432;1;solution;solution;Substances actives.;pour 100 ml;06201;1;2 g pour 100 ml
66472119;1;collyre;collyre;Substances actives.;pour 100 ml;00473;1;2 g pour 100 ml
66471946;1;comprimé;comprimé;Substances actives.;pour un comprimé;06925;3;100 mg (6 DH) pour un comprimé
66471946;1;comprimé;comprimé;Substances actives.;pour un comprimé;07374;4;50 mg (3 DH) pour un comprimé
66471946;1;comprimé;comprimé;Substances actives.;pour un comprimé;08910;1;50 mg (4 DH) pour un comprimé
66471946;1;comprimé;comprimé;Substances actives.;pour un comprimé;25848;5;100 mg (4 DH) pour un comprimé
66471946;1;comprimé;comprimé;Substances actives.;pour un comprimé;29699;2;50 mg (4 DH) pour un comprimé
66471451;1;comprimé;comprimé;Substances actives.;pour un comprimé;39306;1;25 mg pour un comprimé
66470506;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;65875;1;500 mg
66470506;1;comprimé;comprimé;Substances actives.;pour un comprimé;00979;1;523 mg pour un comprimé
66463134;1;comprimé;comprimé;Substances actives.;pour un comprimé;45485;1;15 mg pour un comprimé
66463077;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52431;1;3,338 mg
66463077;1;comprimé;comprimé;Substances actives.;pour un comprimé;09586;1;4 mg pour un comprimé
66460615;1;poudre;poudre;Substances actives.;pour un sachet-dose;06206;1;10 g pour un sachet-dose
66460565;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;71030;1;200 mg pour une gélule
66460565;1;gélule;gélule;Substances actives.;pour une gélule;17445;1;
66460184;1;comprimé;comprimé;Substances actives.;pour un comprimé;37304;1;500 mg pour un comprimé
66459997;1;comprimé;comprimé;Substances actives.;pour un comprimé;00933;1;100,00 mg pour un comprimé
66459641;1;comprimé;comprimé;Substances actives.;pour un comprimé;96835;1;15 mg pour un comprimé
66458219;1;comprimé;comprimé;Substances actives.;pour un comprimé;17723;1;7,5 mg pour un comprimé
66457697;1;poudre;poudre;Substances actives.;pour un flacon;76703;8;75 UI pour un flacon
66456143;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;19809;1;40 mg pour un comprimé
66456143;1;comprimé;comprimé;Substances actives.;pour un comprimé;50091;1;
66454982;1;comprimé;comprimé;Substances actives.;pour un comprimé;28889;1;0,500 g pour un comprimé
66454128;1;collyre;collyre;Fractions thérapeutiques.;por 1 ml de solution;15009;2;5 mg
66454128;1;collyre;collyre;Substances actives.;por 1 ml de solution;00200;2;6,8 mg pour 1 ml de solution
66454128;1;collyre;collyre;Substances actives.;por 1 ml de solution;81904;1;0,3 mg pour 1 ml de solution
66452892;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38188;1;25,0 mg pour un comprimé
66452892;1;comprimé;comprimé;Substances actives.;pour un comprimé;24441;1;
66450806;1;gélule;gélule;Substances actives.;pour une gélule;50540;1;4 mg pour une gélule
66450012;1;granules;granules;Substances actives.;pour un tube de 4 g de granules;00908;3;0,01 mL (15 CH) pour un tube de 4 g de granules
66450012;1;granules;granules;Substances actives.;pour un tube de 4 g de granules;15768;2;0,01 mL (15 CH) pour un tube de 4 g de granules
66450012;1;granules;granules;Substances actives.;pour un tube de 4 g de granules;26713;1;0,01 mL (15 CH) pour un tube de 4 g de granules
66450012;1;granules;granules;Substances actives.;pour un tube de 4 g de granules;30116;6;0,01 mL (15 CH) pour un tube de 4 g de granules
66449857;1;comprimé;comprimé actif;Substances actives.;;01807;2;35 microgrammes pour un comprimé
66449857;1;comprimé;comprimé actif;Substances actives.;;04400;1;250 microgrammes pour un comprimé
66444664;1;comprimé;comprimé;Substances actives.;pour un comprimé;73594;1;8 mg pour un comprimé
66443911;1;solution;solution;Substances actives.;pour 100 ml de solution pour pulvérisation nasale;04771;1;0,04 g pour 100 ml de solution pour pulvérisation nasale
66442955;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 2 ml;55294;1;2 mg
66442955;1;solution;solution;Substances actives.;pour une ampoule de 2 ml;93359;1;4,64 mg pour une ampoule de 2 ml
66442631;1;dispositif;dispositif;Substances actives.;pour un dispositif;37973;1;13,8 mg pour un dispositif
66441440;1;comprimé;comprimé rose clair;Substances actives.;pour un comprimé;01807;2;0,03 mg pour un comprimé
66441440;1;comprimé;comprimé rose clair;Substances actives.;pour un comprimé;02245;1;2 mg pour un comprimé
66441419;1;solution;solution;Substances actives.;pour 100 ml;01958;1;20 mg pour 2 ml
66440064;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;38524;1;40 mg pour un comprimé
66440064;1;comprimé;comprimé;Substances actives.;pour un comprimé;67373;1;
66438622;1;comprimé;comprimé;Substances actives.;pour un comprimé;00981;1;250 mg pour un comprimé
66437926;1;sirop;sirop;Substances actives.;pour 100 ml de sirop;02543;1;0,033 g pour 100 ml de sirop
66437901;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54353;12;4,2 mg
66437901;1;comprimé;comprimé;Substances actives.;pour un comprimé;37849;12;5 mg pour un comprimé
66437367;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;59691;1;300 mg pour un comprimé
66437367;1;comprimé;comprimé;Substances actives.;pour un comprimé;38607;1;
66435544;1;comprimé;comprimé;Substances actives.;pour un comprimé;84359;1;500 mg pour un comprimé
66435195;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;80 mg pour un comprimé
66434780;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;15304;1;20 mg
66434780;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
66434780;1;comprimé;comprimé;Substances actives.;pour un comprimé;60255;1;21,8 mg pour un comprimé
66433778;1;gélule;gélule;Substances actives.;pour une gélule;00823;1;200 mg pour une gélule
66433778;1;gélule;gélule;Substances actives.;pour une gélule;04773;2;20 mg pour une gélule
66430942;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;26322;1;37,500 mg
