Code_Substance;Code_SMS;Lib_Pref_Fran
55340;100000080772;doxazosine
09301;100000089988;doxazosine (mésilate de)
19558;100000080813;doxépine
01755;100000092229;doxépine (chlorhydrate de)
03236;100000089971;doxorubicine (chlorhydrate de)
28372;100000092212;doxycycline
19414;100000092638;doxycycline (hyclate de)
07055;100000092800;doxycycline monohydratée
03225;100000087529;doxylamine (hydrogénosuccinate de)
46472;100000081006;dronédarone
78319;100000092682;dronédarone (chlorhydrate de)
01758;100000081007;dropéridol
00247;NA;drosera rotundifolia pour préparations homéopathiques
18867;100000092375;drospirénone
51885;100000156561;dulaglutide 
72101;100000085247;duloxétine
80476;100000093366;duloxétine (chlorhydrate de)
77447;100000164667;dupilumab 
17055;100000162511;durvalumab 
36065;100000092717;dutastéride
01765;100000080500;dydrogestérone
04401;100000078023;eau pour préparations injectables
12870;100000092562;ébastine
11144;100000092239;éconazole
03929;100000092986;éconazole (nitrate d')
46523;100000089131;éculizumab 
04212;100000079552;édétate dicobaltique
31360;100000164814;édotréotide
17256;100000085266;éfavirenz
24945;100000085407;éflornithine
18411;100000158419;efmoroctocog alfa 
57345;100000159812;eftrénonacog alfa 
43288;300000015561;élasoméran
85668;100000160902;elbasvir
65817;100000080522;élétriptan
58382;100000091986;élétriptan (bromhydrate d')
22804;100000175706;élétriptan (bromhydrate d') monohydraté
17283;100000177684;élexacaftor
63050;100000155412;éliglustat
55777;100000166190;éliglustat (tartrate d')
92311;100000156646;élosulfase alfa 
83586;100000093073;eltrombopag
27173;100000093072;eltrombopag olamine
94549;100000135179;elvitégravir
30871;100000169091;émicizumab 
26064;100000128629;empagliflozine
60459;100000091720;emtricitabine
67432;100000092359;énalapril
03682;100000091343;énalapril (maléate d')
95165;100000163092;encorafénib
88266;NA;enfortumab védotine 
92783;100000089287;enfuvirtide
08351;100000090152;énoxaparine sodique 
60258;100000080255;énoximone
05506;100000080236;énoxolone
87471;100000085408;entacapone
76589;100000089566;entécavir
68776;100000089463;entécavir monohydraté
85141;100000138095;enzalutamide
06201;NA;éosine disodique
04278;100000091342;éphédrine (chlorhydrate d')
93989;100000080472;épinastine
64143;100000087245;épinastine (chlorhydrate d')
40628;100000090558;épirubicine (chlorhydrate d')
62172;100000092297;éplérénone
08173;100000085427;époétine alfa 
16860;100000091347;époétine bêta 
45849;100000092990;époétine thêta 
60189;100000089148;époétine zêta 
39476;100000084532;époprosténol
92529;100000091340;époprosténol sodique
21825;100000084574;éprosartan
89617;100000091306;éprosartan (mésilate d')
71869;100000085428;eptacog alfa (activé) 
27179;100000089288;eptifibatide
65221;100000084578;erdostéine
49064;100000169821;érénumab 
01339;100000090229;ergocalciférol
04281;100000091078;ergotamine (tartrate d')
21374;100000115493;éribuline
67656;100000115485;éribuline (mésilate d')
56421;100000089519;erlotinib
27387;100000092747;erlotinib (chlorhydrate d')
32693;100000089365;ertapénem
52977;100000090144;ertapénem sodique
79988;NA;érysimum (extrait sec d')
01785;100000092382;érythromycine
00374;100000090545;érythromycine (éthylsuccinate d')
26259;100000088884;érythromycine (lactobionate d')
03245;100000087270;érythromycine (propionate d')
98195;100000171029;érythromycine dihydratée
93090;NA;eschscholtzia (partie aérienne fleurie d') (extrait sec de)
89971;100000078580;escitalopram
78924;100000090506;escitalopram (oxalate d')
02093;100000091250;esculoside
71195;NA;esculoside sesquihydraté
55315;100000089754;eskétamine
48470;100000091708;eskétamine (chlorhydrate d')
61493;100000093396;eslicarbazépine (acétate d')
10471;100000087271;esmolol (chlorhydrate d')
17407;100000087252;ésoméprazole
83165;100000085059;ésoméprazole magnésique
96973;100000128480;ésoméprazole magnésique dihydraté
61112;100000153033;ésoméprazole magnésique trihydraté
44234;100000089784;ésoméprazole sodique
00742;100000082361;estazolam
95055;100000172329;estétrol
52209;300000014640;estétrol monohydraté
01786;100000091739;estradiol
04287;100000090493;estradiol (valérate d')
71064;100000089218;estradiol hémihydraté
00959;100000135042;estramustine (phosphate disodique d') monohydraté
01778;100000092668;estriol
01796;100000076119;étamsylate
24075;100000091457;étanercept 
67473;100000164426;ételcalcétide
30869;100000163386;ételcalcétide (chlorhydrate d')
01802;NA;éthambutol (chlorhydrate d')
86251;NA;éthanol à 70 pour cent
98677;NA;éthanol à 95 pour cent
00035;100000076353;éthanol à 96 pour cent
04863;100000076354;éther
01807;100000091721;éthinylestradiol
24247;100000091531;éthinylestradiol bétadex-clathrate
01813;100000092816;éthosuximide
29808;100000115537;éthylènediamine (dichlorhydrate d')
01522;NA;éthylmorphine
04216;100000092080;éthylmorphine (chlorhydrate d')
00934;100000085197;étifoxine (chlorhydrate d')
01853;100000087496;étiléfrine (chlorhydrate d')
08610;100000092566;étodolac
09801;100000082107;étomidate
36376;100000082090;étonogestrel
00713;100000082091;étoposide
26376;100000085043;étoposide (phosphate d')
47493;100000078581;étoricoxib
93935;100000089817;étravirine
00155;100000091979;eucalyptus (huile essentielle d')
03806;100000078677;eugénol
94553;100000092327;évérolimus
89262;100000154364;évolocumab 
60910;100000082322;examétazime
39306;100000092298;exémestane
93367;100000089569;exénatide
62483;NA;Extrait allergénique de Dermatophagoides farinae
33296;NA;Extrait allergénique de Dermatophagoides pteronyssinus
57218;NA;Extrait allergénique de pollen de bouleau blanc
26053;NA;extrait allergénique de pollen de flouve odorante
53541;NA;extrait allergénique de pollen de pâturin des prés
79597;NA;EXTRAIT DE BOULEAU (SEC)
59533;NA;extrait de valériane (sec)
00234;NA;extrait d'hamamélis (fluide)
73242;100000091598;ézétimibe
03307;100000130058;facteur II de coagulation humain 
03310;100000089087;facteur IX de coagulation humain 
78167;100000089092;facteur VII de coagulation humain 
04910;100000089110;facteur VIII de coagulation humain 
03309;100000130073;facteur X de coagulation humain 
48127;100000124487;facteur XIII de coagulation humain 
64251;100000092280;famciclovir
04034;100000092363;famotidine
65723;100000081574;fampridine
89276;100000089380;fébuxostat
67540;100000168509;fébuxostat hémihydraté
49852;100000151872;fédratinib
56454;300000001520;fédratinib (dichlorhydrate de) monohydraté
55410;100000081237;felbamate
56173;100000089989;félodipine
72488;100000081293;fenfluramine
01890;100000088526;fenfluramine (chlorhydrate de)
03902;100000092530;fénofibrate
00291;100000081301;fénoprofène
64768;100000092319;fénoprofène calcique
00185;100000088371;fénotérol (bromhydrate de)
03314;100000091351;fenspiride (chlorhydrate de)
17477;100000090377;fentanyl
01901;100000092142;fentanyl (citrate de)
36246;100000092574;fenticonazole
19745;100000091096;fenticonazole (nitrate de)
00509;NA;fer (oxalate de)
01904;100000091544;ferédétate de sodium
00512;100000078447;ferreux (ascorbate)
93201;100000085633;ferreux (chlorure) tétrahydraté
02997;100000090445;ferreux (fumarate)
04905;100000091403;ferreux (gluconate)
00304;100000078473;ferreux (succinate)
44598;100000085402;ferreux (sulfate) desséché
00511;100000087595;ferreux (sulfate) heptahydraté
95405;100000134826;ferrique (carboxymaltose)
85291;100000078740;ferrique (chlorure) hexahydraté
21962;NA;ferrique (hydroxyde) - saccharose (complexe d')
93951;100000089363;fésotérodine
39396;100000135413;fésotérodine (fumarate de)
55222;100000078495;fexofenadine
66219;100000092281;fexofénadine (chlorhydrate de)
00163;100000090630;fibrinogène humain 
26382;100000124127;fidaxomicine
61835;100000168720;filgotinib
30401;100000182936;filgotinib (maléate de)
60159;100000085436;filgrastim 
32743;100000092656;finastéride
85211;100000124172;fingolimod
97368;100000115624;fingolimod (chlorhydrate de)
00515;NA;flavodate de sodium
33609;NA;flavonoïdes
25487;100000091079;flavoxate (chlorhydrate de)
03226;100000090415;flécaïnide (acétate de)
89939;100000143249;florbétabène (18F)
00991;100000092259;flubendazole
21331;100000165748;fluciclovine (18F)
11279;100000092657;fluconazole
03315;100000091594;flucytosine
45009;100000090025;fludarabine (phosphate de)
66548;100000092614;fludésoxyglucose [18F]
70502;100000080700;fludrocortisone
03818;100000092613;fludrocortisone (acétate de)
03459;100000080684;fluindione
06254;100000080704;flumazénil
00294;100000080686;fluméquine
27488;100000080711;flunarizine
27929;100000090416;flunarizine (dichlorhydrate de)
01927;100000090159;fluocinolone (acétonide de)
04176;100000092391;fluocortolone (caproate de)
04909;100000091889;fluocortolone (pivalate de)
04305;100000089870;fluorescéine sodique
49487;100000170743;fluorocholine [18F] (chlorure de)
16621;100000080735;fluorodopa [18F]
21037;100000169999;fluoroestradiol (18F)
13723;100000091928;fluorométholone
01931;100000091592;fluorouracil
18012;NA;fluorure (18F) de sodium
04188;100000076584;fluorure de calcium
48800;100000092819;fluoxétine
07560;100000091555;fluoxétine (chlorhydrate de)
00571;100000088415;flupentixol (décanoate de)
04916;100000090417;flupentixol (dichlorhydrate de)
03302;100000088511;fluphénazine (décanoate de)
00594;100000092659;flurbiprofène
17590;300000031318;flurbiprofène sodique dihydraté
06092;100000092094;flutamide
31045;100000127579;flutémétamol (18F)
60723;100000092736;fluticasone (furoate de)
41788;100000092718;fluticasone (propionate de)
80889;100000092352;fluvastatine
55705;100000089873;fluvastatine sodique
23046;100000091275;fluvoxamine (maléate de)
00883;NA;foie de poisson (huile de)
05390;100000090280;folinate de calcium
01040;100000085634;folique (acide)
70863;100000131503;folique (acide) anhydre
93094;100000181483;folique (acide) hydraté
37828;100000092037;follitropine alfa 
38422;100000092037;follitropine alfa 
39318;100000089306;follitropine bêta 
28519;100000164244;follitropine delta 
91928;100000080410;fomépizole
80639;100000138652;fomépizole (sulfate de)
71082;100000089289;fondaparinux sodique
48715;100000092801;formaldéhyde
30613;100000090127;formotérol (fumarate de) dihydraté
94100;100000089382;fosamprénavir
31174;100000089666;fosamprénavir calcique
69062;100000080130;foscarnet sodique hexahydraté
78578;100000086575;fosfomycine
00876;100000088217;fosfomycine sodique
65061;100000089872;fosfomycine trométamol
39196;100000092343;fosinopril sodique
47020;100000156465;fosphénytoïne sodique heptahydraté
83655;100000128457;fostamatinib
74460;100000183257;fostamatinib disodique hexahydraté
53422;100000169915;fostemsavir
27605;100000175262;fostemsavir trométamol
06292;100000080464;fotémustine
84167;100000091583;framycétine
03312;100000091050;framycétine (sulfate de)
19605;100000172849;frémanezumab 
00165;100000076700;frêne (feuille de)
35029;100000080448;frovatriptan
36521;100000153228;frovatriptan (succinate de) monohydraté
00108;100000078511;fructose
54676;100000089504;fulvestrant
21129;100000087379;fumagilline
51371;100000079228;fumarate de diméthyle
01958;100000090317;furosémide
04913;100000079317;fusidate de sodium
02160;100000091797;fusidique (acide)
03394;NA;fytate de sodium
16849;100000092663;gabapentine
41804;100000089649;gadobénate de diméglumine
15612;100000092300;gadobutrol
59477;NA;gadolinium (oxyde de)
38375;NA;gadotérate de méglumine
95404;100000084509;gadotéridol
62114;100000089855;gadotérique (acide)
22002;NA;gadoxétate disodique
00521;100000077874;gaïacol
32833;100000084491;galantamine
28886;100000090559;galantamine (bromhydrate de)
56205;100000169982;galcanézumab 
24078;100000159977;gallium (68Ga) (chlorure de)
44025;100000090307;gallium [67Ga] (citrate de)
83045;100000089563;galsulfase 
59696;100000085455;ganciclovir
08476;100000089399;ganciclovir sodique
60630;100000085437;ganirélix
93913;100000091685;ganirélix (acétate de)
78568;100000091738;géfitinib
00523;100000115711;gélatine 
75145;NA;gélatine fluide modifiée 
38050;100000092349;gemcitabine
40424;100000089809;gemcitabine (chlorhydrate de)
30834;100000084540;géméprost
26942;100000092643;gemfibrozil
39428;100000089560;gemtuzumab ozogamicine 
05647;100000126290;genièvre
47604;100000092787;gentamicine
00525;100000087360;gentamicine (sulfate de)
89423;100000133011;gentiane (racine de), extrait sec de
69446;100000168489;germanium (68Ge) (chlorure de)
08237;100000092348;gestodène
96996;100000163077;giltéritinib
30604;100000181875;giltéritinib (fumarate de)
19770;NA;ginkgo (extrait sec raffiné et quantifié de)
40477;NA;ginkgo (feuille de) (extrait sec de)
41651;100000175520;givosiran
31814;100000183968;givosiran sodique
51856;NA;glatiramère
17563;100000091567;glatiramère (acétate de)
35494;100000166695;glécaprévir
01976;100000080403;glibenclamide
00527;100000090151;gliclazide
71861;100000085456;glimépiride
03332;100000090337;glipizide
18842;100000089633;glucagon
69518;100000087239;glucagon (chlorhydrate de) 
99868;100000089633;glucagon humain recombinant 
02962;100000076367;glucoheptonate de calcium
06783;NA;glucophosphate disodique tétrahydraté
46310;100000092644;glucosamine
04919;100000091099;glucosamine (chlorhydrate de)
04921;NA;glucosamine (sulfate de)
00529;100000080156;glucose
17150;100000090443;glucose monohydraté
03848;100000084208;glucuronamide
02725;100000087590;glutamine
01044;100000092069;glutamique (acide)
00537;100000092913;glutathion
00532;100000092821;glycérol
29878;100000092262;glycéryle (trinitrate de), solution de
01021;100000091968;glycine
20884;100000086670;glycopyrronium
03850;100000084232;glycopyrronium (bromure de)
16648;100000091704;golimumab 
04925;NA;gomme de sterculia
02305;100000089787;gonadoréline (acétate de)
38825;100000084238;goséréline
05534;100000086673;goséréline (acétate de)
70832;NA;grande camomille (extrait sec de)
62904;100000090454;granisétron (chlorhydrate de)
87402;100000160903;grazoprévir
94445;100000166286;grazoprévir monohydraté
43182;NA;grindélia (extrait mou de)
00250;NA;grindélia (teinture de)
02006;100000092791;griséofulvine
04309;100000092369;guaïazulène
03691;100000090413;guaïfénésine
03321;100000080163;guar
45262;100000165895;guselkumab 
02019;100000092645;halopéridol
22338;100000085826;halopéridol (décanoate d')
00251;NA;hamamelis virginiana pour préparations homéopathiques
92701;100000077913;hémine
04971;NA;héparine calcique
02024;100000090150;héparine sodique
49334;100000083949;heptaminol
04962;100000091718;heptaminol (chlorhydrate d')
03860;NA;hespéridine
00541;100000085802;hespéridineméthylchalcone
04963;100000080187;hexamidine (diisétionate d')
94369;100000129373;hexaminolévulinate
41587;100000089562;hexaminolévulinate (chlorhydrate d')
02045;100000092531;hexétidine
04966;100000089203;histamine (dichlorhydrate d')
00544;100000092646;histidine
38615;100000091553;histidine (chlorhydrate d') monohydraté
16484;100000090586;hormone folliculo stimulante 
85999;100000124465;hormone lutéinisante humaine 
05633;100000090076;hyaluronate de sodium
00252;NA;hydrastis canadensis pour préparations homéopathiques
02064;100000091737;hydrochlorothiazide
02067;100000092635;hydrocortisone
09665;100000084215;hydrocortisone (acéponate d')
00545;100000092260;hydrocortisone (acétate d')
00773;100000085172;hydrocortisone (butyrate d')
17345;100000086585;hydrocortisone (hydrogénosuccinate d')
00546;NA;hydrocortisone (hydrogénosuccinate sodique d')
70212;100000086691;hydrocortisone (phosphate sodique d')
19514;100000075991;hydrogène (peroxyde d'), solution de, à 3 pour cent
07529;100000075992;hydrogène (peroxyde d'), solution de, à 30 pour cent
00539;100000087353;hydrogénophosphate de calcium anhydre
01083;100000092393;hydrogénophosphate de calcium dihydraté
05094;100000089671;hydrogénotartrate de potassium
06776;100000090462;hydromorphone
25114;100000090577;hydromorphone (chlorhydrate d')
05285;100000077619;hydroquinidine (chlorhydrate d')
75804;100000084217;hydrotalcite
02074;100000091430;hydroxocobalamine
03343;100000089042;hydroxocobalamine (acétate d')
02076;100000085457;hydroxycarbamide
02077;100000090560;hydroxychloroquine (sulfate d')
05966;100000134068;hydroxycitronellal
03344;100000092822;hydroxyprogestérone (caproate d')
02087;100000090236;hydroxyzine (chlorhydrate d')
02088;100000092576;hymécromone
02594;NA;hypochlorite de sodium, solution d'
19576;100000087131;hypromellose
03072;100000083645;ibacitabine
86008;NA;ibandronate monosodique monohydraté
24277;100000085439;ibandronique (acide)
36622;100000090284;ibritumomab tiuxétan 
75140;100000144394;ibrutinib
02092;100000090365;ibuprofène
29909;100000090111;ibuprofène (lysinate d')
23609;100000140150;ibuprofène sodique dihydraté
23186;100000083651;icatibant
18025;100000092872;icatibant (acétate d')
05434;100000092371;ichtammol
48979;100000089643;icodextrine
97217;100000090504;idarubicine (chlorhydrate d')
72012;100000157840;idarucizumab 
99607;100000183404;idécabtagène vicleucel 
70793;100000151771;idélalisib
05210;100000083679;idrocilamide
95311;100000087995;idursulfase 
00029;100000083681;ifosfamide
21510;100000085458;iloprost
83696;100000090093;iloprost trométamol
60707;100000091894;imatinib
68227;100000091825;imatinib (mésilate d')
05580;100000088780;imidurée
70384;100000085440;imiglucérase 
49385;NA;imipénem anhydre
01983;100000091637;imipénem monohydraté
05767;100000092315;imipramine (chlorhydrate d')
93722;100000091719;imiquimod
28631;100000180054;imlifidase 
16046;100000089028;immunoglobuline humaine anti-D 
65268;100000089105;immunoglobuline humaine de l'hépatite B 
66898;100000089114;immunoglobuline humaine rabique 
04982;100000089123;immunoglobuline humaine tétanique 
33543;100000093052;indacatérol
26898;100000183717;indacatérol (acétate d')
28589;100000092727;indacatérol (maléate d')
00819;100000092651;indapamide
22336;100000086962;indapamide hémihydraté
27062;100000078725;indigotine
67519;100000086983;indinavir (sulfate d')
72310;NA;indium [111 In] (pentétate d')
36255;100000092175;indocyanine (vert d')
02099;100000092758;indométacine
17443;NA;inébilizumab 
63795;100000089417;infliximab 
32044;100000089417;infliximab 
70175;100000124379;ingénol (mébutate d')
05296;NA;inosine monophosphate disodique dihydraté
39587;100000174612;inotersen
91936;100000175810;inotersen sodique
63622;100000125897;inotuzumab ozogamicine 
69676;100000085441;insuline asparte 
33218;100000085441;insuline asparte 
22787;NA;insuline asparte isophane biphasique 
38062;100000141767;insuline dégludec 
80150;100000089418;insuline détémir 
44461;100000085460;insuline glargine 
54399;100000089527;insuline glulisine 
15988;100000090265;insuline humaine recombinante 
51576;100000089507;insuline humaine recombinante isophane 
39488;100000089507;insuline humaine recombinante isophane 
62132;100000138043;insuline humaine recombinante isophane biphasique 
92781;100000138043;insuline humaine recombinante isophane biphasique 
72525;100000090248;insuline lispro 
02427;100000151849;interféron alfa-2a 
02096;100000153316;interféron alfa-2b 
97992;100000092254;Iobenguane (123I)
31035;100000093024;iobenguane (131I)
35195;100000083402;iobitridol
00549;100000092589;iode
92723;100000088544;iodixanol
45772;100000078113;iodure (123I) de sodium
60642;100000093019;iodure (131I) de sodium
03089;100000090220;iodure de sodium
21352;100000089027;ioflupane (123I)
02596;100000083637;iohexol
47580;100000083083;ioméprol
25037;100000091432;iopamidol
02293;100000091984;iopromide
77898;100000091603;ioversol
05131;100000086432;ioxitalamate de sodium
39467;100000092960;ipilimumab 
49189;100000091674;ipratropium (bromure d')
80978;100000129544;ipratropium (bromure d') anhydre
02685;100000128453;iproniazide (phosphate d')
31416;100000085443;irbésartan
54231;NA;irbésartan (chlorhydrate d')
73952;100000083374;irinotécan
20915;100000131566;irinotécan (chlorhydrate d') trihydraté
16464;100000173468;isatuximab 
45263;100000153839;isavuconazole
97324;100000158287;isavuconazonium (sulfate d')
00832;100000090187;isoconazole (nitrate d')
11164;100000134261;isoeugénol
11789;100000091651;isoflurane
00550;100000091969;isoleucine
02693;100000092732;isoniazide
03865;100000087132;isoprénaline (chlorhydrate d')
04655;100000092875;isopropylique (alcool)
04979;100000091562;isosorbide (dinitrate d')
66916;100000115278;isospaglumate de sodium
02699;100000088204;isothipendyl (chlorhydrate d')
06088;100000089811;isotrétinoïne
03974;100000079851;ispaghul (graine d')
74694;100000077043;ispaghul (graine d'), tégument de la
65947;NA;ispaghul (tégument de la graine d') (poudre de)
46883;100000091633;isradipine
99008;100000091697;itraconazole
23247;100000085462;ivabradine
45847;100000092729;ivabradine (chlorhydrate d')
20900;100000163385;ivabradine (oxalate d')
91389;100000126135;ivacaftor
29871;100000091671;ivermectine
73676;NA;ivraie vivace (Extrait allergénique de pollen d')
29404;100000144580;ixazomib
79591;100000163237;ixazomib (citrate d')
44723;100000162570;ixékizumab 
00941;100000079852;josamycine
00935;100000084908;josamycine (propionate de)
03133;100000079873;kaolin lourd
18747;100000082867;kétamine
04503;100000091352;kétamine (chlorhydrate de)
22692;100000092078;kétoconazole
00823;100000091768;kétoprofène
96655;100000091653;kétorolac trométamol
15401;100000092111;ketotifène
00952;100000092186;kétotifène (hydrogénofumarate de)
00946;100000089827;labétalol (chlorhydrate de)
25681;100000089434;lacosamide
08613;100000076368;lactate de calcium pentahydraté
00688;100000087110;lactique (acide)
07239;100000090102;lactitol monohydraté
99612;100000092836;Lactobacillus delbrueckii
53647;100000088995;lactobionique (acide)
02709;100000091634;lactulose
14672;100000091963;lactulose liquide
17878;100000085444;lamivudine
37011;100000092282;lamotrigine
69392;100000174876;lanadélumab 
57861;100000082553;landiolol
48141;100000088206;landiolol (chlorhydrate de)
36755;NA;lanréotide
77082;100000091586;lanréotide (acétate de)
23957;100000089867;lansoprazole
38263;NA;lanthane (carbonate de) hydraté
54913;100000089379;lapatinib
39890;300000034642;lapatinib (ditosilate de) monohydraté
23916;100000089543;laronidase 
88706;100000174559;larotrectinib
90645;100000177552;larotrectinib (sulfate de)
33474;100000092301;latanoprost
04552;NA;laurilsulfoacétate de sodium
00027;100000086663;lauromacrogol 400
03239;100000077100;lavande (huile essentielle de)
21873;100000143385;lédipasvir
00677;NA;LEDON DES MARAIS (HOMEOPATHIE)
42470;100000085463;léflunomide
64391;100000090341;lénalidomide
33773;100000174105;lénalidomide (chlorhydrate de) monohydraté
31558;100000086645;lénograstim 
54015;100000134793;lenvatinib
72906;100000136015;lenvatinib (mésilate de)
83912;100000092283;lercanidipine
36746;100000091632;lercanidipine (chlorhydrate de)
93227;100000140976;létermovir
26682;100000092486;létrozole
00555;100000092265;leucine
02719;100000082819;leucocianidol
07277;100000088225;leuproréline
95609;100000091669;lévétiracétam
18812;100000077109;lévobunolol (chlorhydrate de)
23156;100000091982;lévobupivacaïne
22129;100000090489;lévobupivacaïne (chlorhydrate de)
23918;100000082806;lévocabastine
27186;100000092392;lévocabastine (chlorhydrate de)
54353;100000092505;lévocétirizine
37849;100000092571;lévocétirizine (dichlorhydrate de)
03885;100000085446;lévodopa
81234;100000089067;lévofloxacine
60077;100000091529;lévofloxacine hémihydratée
17191;100000076369;lévofolinate calcique pentahydraté
76079;100000090439;lévofolinate de calcium
71300;100000134700;lévofolinate de sodium
67056;100000128077;lévofolinique (acide)
97972;100000082277;lévoménol
00568;100000092317;lévomenthol
02726;100000091932;lévomépromazine
05047;100000090562;lévomépromazine (chlorhydrate de)
05097;100000090243;lévomépromazine (maléate de)
00196;100000091059;lévonorgestrel
85821;100000092487;lévosimendan
68783;100000086128;lévothyroxine
00382;100000124500;lévothyroxine sodique
52118;100000145050;lévothyroxine sodique anhydre
04168;100000088090;levure
05431;100000091713;lidocaïne
56635;100000127956;lidocaïne (chlorhydrate de) anhydre
05432;100000090563;lidocaïne (chlorhydrate de) monohydraté
05414;NA;lierre grimpant (extrait sec de)
74148;100000092506;linézolide
05596;100000089973;liothyronine sodique
85462;100000127657;lipegfilgrastim 
41658;100000089242;liraglutide 
15304;100000091915;lisinopril
60255;100000091631;lisinopril dihydraté
61297;100000086150;lisuride (maléate de)
04403;100000091569;lithium (carbonate de)
03874;100000181637;lithium (citrate de)
05002;100000088532;lithium (gluconate de)
01041;100000090254;loflazépate d'éthyle
24676;100000091857;loméfloxacine (chlorhydrate de)
81723;100000128162;lomitapide
89840;100000143227;lomitapide (mésilate de)
05726;100000082024;lomustine
51799;100000163010;lonoctocog alfa 
76119;100000082007;lopéramide
00001;100000090166;lopéramide (chlorhydrate de)
27324;100000087599;lopéramide (oxyde de) monohydraté
53145;100000089405;lopinavir
56568;100000082009;loprazolam
12016;NA;loprazolam (mésilate de) monohydraté
06431;100000092179;loratadine
00561;100000092162;lorazépam
49970;100000166974;lorlatinib
79562;100000091985;lormétazépam
64438;100000082055;losartan
48528;100000091442;losartan potassique
44214;100000092266;loxapine
00829;100000091839;loxapine (succinate de)
26036;100000156577;lumacaftor
79972;100000178319;lumasiran
97270;300000013944;lumasiran sodique
24296;100000091055;luméfantrine
01137;NA;lupulinum pour préparations homéopathiques
53766;100000175189;luspatercept 
45287;100000166133;lutécium (177Lu) oxodotréotide
76703;100000092057;lutropine alfa 
02742;100000081734;lymécycline
00563;100000091077;lysine
00297;100000091744;lysine (acétate de)
79537;100000089937;lysine (chlorhydrate de)
07301;100000128116;lysine monohydratée
03371;100000127938;lysozyme (chlorhydrate de)
79576;100000086215;macrogol 3350
06206;100000086756;macrogol 4000
80185;100000089859;magnésium (acétate de) tétrahydraté
40617;100000079884;magnésium (aspartate de) dihydraté
04413;NA;magnésium (carbonate de)
25022;100000092246;magnésium (carbonate de) léger
25360;100000092358;magnésium (carbonate de) lourd
03018;100000091409;magnésium (chlorure de) hexahydraté
04414;100000166335;magnésium (citrate de) anhydre
03390;100000076821;magnésium (gluconate de)
29239;NA;magnésium (gluconate de) dihydraté
40030;NA;magnésium (glycérophosphate acide de)
05440;100000088550;magnésium (glycérophosphate de)
04415;100000090104;magnésium (hydroxyde de)
20879;100000089841;magnésium (lactate de) dihydraté
03012;NA;magnésium (oxyde de)
79569;100000092247;magnésium (oxyde de) léger
79568;100000091942;magnésium (oxyde de) lourd
04422;100000088586;magnésium (stéarate de)
51223;NA;magnésium (sulfate de) dihydraté
03019;100000091715;magnésium (sulfate de) heptahydraté
07728;100000128586;magnésium (sulfate de) trihydraté
03020;100000076811;magnésium (thiosulfate de)
03013;100000091888;magnésium (trisilicate de)
10600;100000076812;malathion
02947;100000091777;malique (acide)
04423;NA;manganèse (chlorure de)
22155;NA;manganèse (chlorure de) tétrahydraté
03904;100000092558;manganèse (gluconate de)
10109;NA;manganèse (gluconate de) dihydraté
00831;100000080143;manganèse (sulfate de) monohydraté
53763;100000090103;manidipine (chlorhydrate de)
03011;100000091382;mannitol
01990;100000092398;maprotiline (chlorhydrate de)
91424;100000089254;maraviroc
43199;NA;marron d'Inde (extrait de) (sec)
60901;NA;marron d'Inde (extrait fluide de)
12367;100000091127;maté vert
02560;100000086181;mébévérine (chlorhydrate de)
38329;100000081752;mébrofénine
77956;NA;mécasermine recombinante
20386;100000090210;mécétronium (étilsulfate de)
05541;100000092183;méclozine (chlorhydrate de)
02576;100000091988;médrogestone
97272;NA;médronate disodique
00557;100000091612;médroxyprogestérone (acétate de)
01056;100000091703;méfénamique (acide)
01728;100000081439;méfénidramium (métilsulfate de)
69862;100000091787;méfloquine
29547;100000076533;méfloquine (chlorhydrate de)
19481;100000090117;mégestrol (acétate de)
07587;100000081443;méglumine
05032;100000090315;méglumine (antimoniate de)
01343;100000090430;méglumine (benzoate de)
05455;NA;méglumine (ioxitalamate de)
23441;100000090233;mélatonine
36288;NA;mélilot (extrait sec de)
37441;100000092098;méloxicam
02590;100000091410;melphalan
43362;100000153126;melphalan (chlorhydrate de)
72074;100000085447;mémantine
49207;100000090085;mémantine (chlorhydrate de)
00538;100000091431;ménotropine 
00160;100000092241;menthe poivrée (huile essentielle de)
02600;100000085372;méphénésine
18408;100000090134;mépivacaïne (chlorhydrate de)
19034;100000090763;mépolizumab 
02612;100000081706;méquinol
05007;100000081707;méquitazine
94583;100000085466;mercaptamine
45973;100000089423;mercaptamine (bitartrate de)
68712;100000089256;mercaptamine (chlorhydrate de)
87359;100000076525;mercaptobenzothiazole
60167;100000091712;méropénem
59983;100000085626;méropénem trihydraté
69020;100000081733;mertiatide
02640;100000091953;mésalazine
00682;100000092488;mesna
04442;100000085448;metformine
24321;100000091366;metformine (chlorhydrate de)
00210;100000091840;metformine (embonate de)
47784;100000091446;méthadone (chlorhydrate de)
02666;100000092414;méthionine
02340;100000081453;méthocarbamol
02345;100000090250;méthotrexate
30849;100000078565;méthotrexate disodique
03396;100000092592;méthoxsalène
29076;100000089843;méthoxy polyéthylène glycol-époétine bêta 
27453;100000081436;méthoxyflurane
02350;100000081457;méthyclothiazide
34537;100000089952;méthyldopa anhydre
05452;100000088807;méthyle (nicotinate de)
02357;100000092594;méthylergométrine (maléate de)
65961;100000089659;méthylnaltrexone (bromure de)
12225;100000080907;méthylphénidate
05407;100000090133;méthylphénidate (chlorhydrate de)
02361;100000091803;méthylprednisolone
03927;100000091568;méthylprednisolone (acétate de)
