Code_ CIS;Nom_Specialite;Statut_AMM;Code_Statut;Date_AMM;Date_Auto;Date_fin_statut_actif_AMM;Procedure;Code_Procedure;Lib_ATC;Code_ATC
63092688;ACECLOFENAC VIATRIS 100 mg, comprimé pelliculé;Actif;1;27/02/2006;;;Procédure nationale;1;Acéclofénac;M01AB16
63092880;UPTRAVI 1200 microgrammes, comprimé pelliculé;Actif;1;12/05/2016;;;Procédure centralisée;20;Sélexipag;B01AC27
63093669;EXELON 9,5 mg/24 h, dispositif transdermique;Actif;1;17/09/2007;;;Procédure centralisée;20;Rivastigmine;N06DA03
63093822;HYCAMTIN 0,25 mg, gélule;Actif;1;18/03/2008;;;Procédure centralisée;20;Topotécan;L01CE01
63094301;CELESTENE 0,05 POUR CENT, solution buvable en gouttes;Actif;1;30/12/1997;01/12/1968;;Procédure nationale;1;Bétaméthasone;H02AB01
63094408;NEORAL 10 mg, capsule molle;Actif;1;28/08/1997;;;Procédure de reconnaissance mutuelle;21;Ciclosporine;L04AD01
63094493;FASENRA 30 mg, solution injectable en stylo prérempli;Actif;1;27/06/2019;;;Procédure centralisée;20;Benralizumab;R03DX10
63094632;PHARMATEX 18,9 mg, capsule molle vaginale;Actif;1;12/12/2000;;;Procédure nationale;1;CONTRACEPTIFS INTRAVAGINAUX;G02BB
63095061;ZYVOXID 100 mg/5 ml, granulés pour suspension buvable;Actif;1;31/08/2001;;;Procédure de reconnaissance mutuelle;21;Linézolide;J01XX08
63095428;CLOPIDOGREL ARROW GENERIQUES 75 mg, comprimé pelliculé;Actif;1;27/08/2009;;;Procédure nationale;1;Clopidogrel;B01AC04
63096099;LYRICA 75 mg, gélule;Actif;1;06/07/2004;;;Procédure centralisée;20;Prégabaline;N02BF02
63096551;RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion;Actif;1;21/05/1981;04/06/1980;;Procédure nationale;1;Rifampicine;J04AB02
63097258;TRANSILANE, poudre pour suspension buvable;Actif;1;12/09/1995;;;Procédure nationale;1;Ispaghul (graines de psyllium);A06AC01
63098755;FENTANYL SANDOZ 300 microgrammes, comprimé sublingual;Actif;1;02/06/2020;;;Procédure décentralisée;32;Fentanyl;N02AB03
63099572;LEVONORGESTREL/ETHINYLESTRADIOL EG 100 microgrammes/20 microgrammes, comprimé enrobé;Actif;1;26/03/2014;;;Procédure nationale;1;Lévonorgestrel et éthinylestradiol;G03AA07
63099647;DOPAVIEW 222 MBq/mL, solution injectable;Actif;1;16/09/2015;;;Procédure de reconnaissance mutuelle;21;Fluorodopa (18F);V09IX05
63100697;ELETRIPTAN EG 40 mg, comprimé pelliculé;Actif;1;02/01/2018;;;Procédure décentralisée;32;Elétriptan;N02CC06
63101055;MYCOPHENOLATE MOFETIL BIOGARAN 500 mg, comprimé pelliculé;Actif;1;22/07/2010;;;Procédure nationale;1;Acide mycophénolique;L04AA06
63101233;DERMAFUSONE 20 mg/1 mg/g, crème;Actif;1;13/08/2018;;;Procédure décentralisée;32;Bétaméthasone et antibiotiques;D07CC01
63101315;ZAVEDOS 25 mg, gélule;Archivé;3;28/10/1998;;05/06/2022;Procédure nationale;1;Idarubicine;L01DB06
63102506;IDELVION 1000 UI, poudre et solvant pour solution injectable;Actif;1;11/05/2016;;;Procédure centralisée;20;Facteur IX de coagulation;B02BD04
63103152;OROCAL 500 mg, comprimé à sucer/à croquer;Actif;1;09/11/1989;;;Procédure nationale;1;Carbonate de calcium;A12AA04
63103939;POLYSILANE UPSA, gel oral en tube;Actif;1;08/03/1993;28/09/1964;;Procédure nationale;1;Silicones;A03AX13
63103978;SILDENAFIL ARROW LAB 25 mg, comprimé pelliculé;Actif;1;19/06/2017;;;Procédure décentralisée;32;Sildénafil;G04BE03
63104382;CLINIMIX N14 G30, solution pour perfusion en poche bicompartiment;Archivé;3;20/05/1996;;03/09/2020;Procédure nationale;1;Associations (solutions pour nutrition parentérale);B05BA10
63104628;CEFPODOXIME EG ENFANTS ET NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable;Actif;1;31/07/2008;;;Procédure nationale;1;Cefpodoxime;J01DD13
63104681;RIVASTIGMINE SANDOZ 1,5 mg, gélule;Actif;1;11/12/2009;;;Procédure centralisée;20;Rivastigmine;N06DA03
63104724;HEXAMIDINE MYLAN à 1 POUR MILLE, solution pour application locale;Archivé;3;26/03/2008;;15/10/2021;Procédure nationale;1;Hexamidine;D08AC04
63104838;OLANZAPINE RATIOPHARM 10 mg, comprimé;Archivé;3;04/09/2008;;21/01/2019;Procédure décentralisée;32;Olanzapine;N05AH03
63105139;TADALAFIL ZYDUS 5 mg, comprimé pelliculé;Actif;1;05/04/2017;;;Procédure nationale;1;Tadalafil;G04BE08
63105203;ONCTOSE HYDROCORTISONE, crème;Actif;1;16/12/1997;26/12/1973;;Procédure nationale;1;Lidocaïne;D04AB01
63107460;NEORAL 100 mg, capsule molle;Actif;1;14/06/2016;;;Autorisation d'importation parallèle;31;Ciclosporine;L04AD01
63107752;PARACETAMOL VIATRIS 500 mg, comprimé;Actif;1;27/10/1992;;;Procédure nationale;1;Paracétamol;N02BE01
63108338;INNOHEP 4 500 UI anti-Xa/0,45 ml, solution injectable en seringue préremplie;Actif;1;06/12/1996;;;Procédure nationale;1;Tinzaparine;B01AB10
63108612;GLICLAZIDE TEVA 60 mg, comprimé sécable à libération modifiée;Actif;1;01/08/2013;;;Procédure décentralisée;32;Gliclazide;A10BB09
63110385;BISOPROLOL QUIVER LAB 7,5 mg, comprimé pelliculé sécable;Actif;1;02/02/2017;;;Procédure nationale;1;Bisoprolol;C07AB07
63111747;BECLOMETASONE TEVA 400 microgrammes/1 ml, suspension pour inhalation par nébuliseur en récipient unidose;Actif;1;06/10/2016;;;Procédure décentralisée;32;Béclométasone;R03BA01
63112361;REVESTIVE 1,25 mg, poudre et solvant pour solution injectable;Actif;1;23/06/2017;;;Procédure centralisée;20;Téduglutide;A16AX08
63113171;ALPRAZOLAM TEVA 0,25 mg, comprimé sécable;Actif;1;11/06/2003;;;Procédure nationale;1;Alprazolam;N05BA12
63114750;PREGABALINE BIOGARAN 200 mg, gélule;Actif;1;02/12/2015;;;Procédure nationale;1;Prégabaline;N02BF02
63114896;KETOPROFENE TEVA LP 100 mg, comprimé sécable à libération prolongée;Actif;1;09/03/2012;;;Procédure nationale;1;Kétoprofène;M01AE03
63115133;VINCRISTINE TEVA 1 mg/ml, solution injectable;Actif;1;10/09/2008;;;Procédure décentralisée;32;Vincristine;L01CA02
63115432;MIKICORT 9 mg, granulés gastro-résistants;Actif;1;07/10/2016;;;Procédure décentralisée;32;Budésonide;A07EA06
63118161;LAMOTRIGINE VIATRIS 200 mg, comprimé dispersible;Actif;1;03/07/2007;;;Procédure nationale;1;Lamotrigine;N03AX09
63118574;VENLAFAXINE ZENTIVA LP 75 mg, gélule à libération prolongée;Actif;1;31/10/2007;;;Procédure de reconnaissance mutuelle;21;Venlafaxine;N06AX16
63119562;TROMBOVAR 1 POUR CENT I.V., solution injectable;Actif;1;10/06/1987;13/03/1969;;Procédure nationale;1;Tétradécyl sulfate de sodium;C05BB04
63119726;METFORMINE TEVA 1000 mg, comprimé pelliculé;Actif;1;22/03/2005;;;Procédure de reconnaissance mutuelle;21;Metformine;A10BA02
63120714;BUPRENORPHINE CRISTERS 2 mg, comprimé sublingual;Actif;1;20/07/2016;;;Procédure nationale;1;Buprénorphine;N07BC01
63121061;QUETIAPINE BIOGARAN LP 300 mg, comprimé à libération prolongée;Actif;1;06/04/2016;;;Procédure nationale;1;Quétiapine;N05AH04
63121086;ENTECAVIR ARROW 1 mg, comprimé pelliculé;Actif;1;02/01/2018;;;Procédure décentralisée;32;Entécavir;J05AF10
63121232;GLUCOSE 5 % LAVOISIER, solution pour perfusion;Actif;1;04/03/1998;10/12/1968;;Procédure nationale;1;Glucides;B05BA03
63122811;GLUCIDION G 10, solution pour perfusion;Actif;1;16/08/1988;;;Procédure nationale;1;Electrolytes avec glucides;B05BB02
63123849;CADUET 5 mg/10 mg, comprimé pelliculé;Actif;1;07/07/2005;;;Procédure de reconnaissance mutuelle;21;Atorvastatine et amlodipine;C10BX03
63124011;ALFA-AMYLASE BIOGARAN CONSEIL 3 000 U.CEIP, comprimé enrobé;Actif;1;26/01/2001;;;Procédure nationale;1;AUTRES PRÉPARATIONS POUR LA GORGE;R02AX
63124513;ALBUREX 200 g/L, solution pour perfusion;Actif;1;22/07/2020;;;Procédure décentralisée;32;Albumine;B05AA01
63124787;DARUNAVIR MYLAN 600 mg, comprimé pelliculé;Actif;1;04/01/2017;;;Procédure centralisée;20;Darunavir;J05AE10
63126101;PERINDOPRIL KRKA 2 mg, comprimé;Actif;1;15/07/2010;;;Procédure décentralisée;32;Périndopril;C09AA04
63126635;CALENDULA COMPLEXE N°89, solution buvable en gouttes;Actif;1;29/11/2018;17/11/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
63127452;FINASTERIDE ALMUS 5 mg, comprimé pelliculé;Actif;1;24/11/2008;;;Procédure nationale;1;Finastéride;G04CB01
63127491;FLANID 200 mg, comprimé sécable;Actif;1;13/01/2000;;;Procédure nationale;1;Acide tiaprofénique;M01AE11
63127527;ZONISAMIDE SANDOZ 25 mg, gélule;Actif;1;12/03/2018;;;Procédure décentralisée;32;Zonisamide;N03AX15
63127541;OCTREOTIDE HOSPIRA 500 microgrammes/1 ml, solution injectable;Actif;1;04/05/2009;;;Procédure nationale;1;Octréotide;H01CB02
63130270;ELUDRIL, collutoire;Actif;1;25/03/1993;07/10/1974;;Procédure nationale;1;Divers (antiseptiques);R02AA20
63131269;ALEPSAL 15 mg, comprimé;Actif;1;03/07/1989;14/06/1947;;Procédure nationale;1;BARBITURIQUES ET DERIVES;N03AA
63131995;ROSUVASTATINE ALMUS 5 mg, comprimé pelliculé;Actif;1;09/02/2017;;;Procédure décentralisée;32;Rosuvastatine;C10AA07
63133028;AMLODIPINE/VALSARTAN EG LABO 5 mg/160 mg, comprimé pelliculé;Actif;1;13/05/2019;;;Procédure nationale;1;Valsartan et amlodipine;C09DB01
63134685;IZIXATE 22,5 mg/0,45 mL, solution injectable en stylo injecteur prérempli;Actif;1;28/12/2021;;;Procédure de reconnaissance mutuelle;21;Méthotrexate;L04AX03
63136857;STRESAM, gélule;Actif;1;19/06/1979;;;Procédure nationale;1;Etifoxine;N05BX03
63137902;NAUSICALM, sirop;Actif;1;24/12/1984;;;Procédure nationale;1;AUTRES ANTI-ÉMÉTIQUES;A04AD
63139718;COTAREG 80 mg/12,5 mg, comprimé pelliculé;Actif;1;25/09/1997;;;Procédure de reconnaissance mutuelle;21;Valsartan et diurétiques;C09DA03
63140752;CIBACENE 5 mg, comprimé pelliculé sécable;Archivé;3;29/06/1990;;17/03/2022;Procédure nationale;1;Bénazépril;C09AA07
63140802;INDAPAMIDE SANDOZ LP 1,5 mg, comprimé pelliculé à libération prolongée;Actif;1;20/01/2010;;;Procédure décentralisée;32;Indapamide;C03BA11
63140873;BICALUTAMIDE CRISTERS 50 mg, comprimé pelliculé;Actif;1;22/02/2008;;;Procédure nationale;1;Bicalutamide;L02BB03
63141320;MIANSERINE RPG 60 mg, comprimé pelliculé sécable;Archivé;3;11/03/2003;;01/12/2020;Procédure nationale;1;Miansérine;N06AX03
63141402;GLIMEPIRIDE ZYDUS 2 mg, comprimé;Actif;1;12/11/2007;;;Procédure nationale;1;Glimépiride;A10BB12
63141886;PRAVASTATINE ALMUS 40 mg, comprimé sécable;Actif;1;21/03/2011;;;Procédure nationale;1;Pravastatine;C10AA03
63143645;ALPRAZOLAM ZENTIVA 0,25 mg, comprimé sécable;Actif;1;25/11/1998;;;Procédure nationale;1;Alprazolam;N05BA12
63143652;ALFUZOSINE ZYDUS L.P. 10 mg, comprimé à libération prolongée;Actif;1;07/08/2007;;;Procédure nationale;1;Alfuzosine;G04CA01
63144220;VILDAGLIPTINE EG 50 mg, comprimé;Actif;1;01/06/2021;;;Procédure décentralisée;32;Vildagliptine;A10BH02
63144569;TRAMADOL TEVA L.P. 200 mg, comprimé pelliculé à libération prolongée;Actif;1;26/03/2010;;;Procédure nationale;1;Tramadol;N02AX02
63145137;INHIXA 100 mg/ml, solution injectable en seringue préremplie;Actif;1;15/09/2016;;;Procédure centralisée;20;Enoxaparine;B01AB05
63145144;PROSTINE E2 2 mg/3 g, gel vaginal;Actif;1;08/09/1992;;;Procédure nationale;1;Dinoprostone;G02AD02
63145849;SPIRONOLACTONE ARROW 25 mg, comprimé pelliculé sécable;Actif;1;27/08/2009;;;Procédure nationale;1;Spironolactone;C03DA01
63146246;METFORMINE ARROW LAB 1000 mg, comprimé pelliculé sécable;Actif;1;27/03/2009;;;Procédure de reconnaissance mutuelle;21;Metformine;A10BA02
63146424;ACTIFED LP RHINITE ALLERGIQUE, comprimé pelliculé à libération prolongée;Actif;1;06/07/2006;;;Procédure nationale;1;Pseudoéphédrine en association;R01BA52
63146673;EMTRICITABINE/TENOFOVIR DISOPROXIL BIOGARAN 200 mg/245 mg, comprimé pelliculé;Actif;1;23/12/2016;;;Procédure nationale;1;Ténofovir disoproxil et emtricitabine;J05AR03
63148172;CETIRIZINE BIOGARAN CONSEIL 10 mg, comprimé pelliculé sécable;Actif;1;07/06/2005;;;Procédure nationale;1;Cétirizine;R06AE07
63148279;NOZINAN 25 mg, comprimé pelliculé sécable;Actif;1;15/07/2019;;;Autorisation d'importation parallèle;31;Lévomépromazine;N05AA02
63149018;DOBUTAMINE VIATRIS 250 mg/20 ml, solution à diluer pour perfusion;Actif;1;11/02/2000;;;Procédure nationale;1;Dobutamine;C01CA07
63149947;RISPERIDONE BIOGARAN 4 mg, comprimé pelliculé sécable;Actif;1;11/09/2007;;;Procédure nationale;1;Rispéridone;N05AX08
63150294;BOSULIF 500 mg, comprimé pelliculé;Actif;1;27/03/2013;;;Procédure centralisée;20;Bosutinib;L01EA04
63151492;ACEBUTOLOL ZYDUS 400 mg, comprimé pelliculé;Actif;1;28/03/2000;;;Procédure nationale;1;Acébutolol;C07AB04
63152128;PERINDOPRIL/INDAPAMIDE EG 4 mg/1,25 mg, comprimé;Actif;1;29/11/2010;;;Procédure nationale;1;Perindopril et diurétiques;C09BA04
63152181;PRASUGREL CRISTERS 10 mg, comprimé pelliculé sécable;Actif;1;20/04/2018;;;Procédure nationale;1;Prasugrel;B01AC22
63152224;REPAGLINIDE RANBAXY 0,5 mg, comprimé;Archivé;3;28/12/2010;;01/12/2020;Procédure nationale;1;Répaglinide;A10BX02
63152345;ABACAVIR/LAMIVUDINE/ZIDOVUDINE VIATRIS 300 mg/150 mg/300 mg, comprimé pelliculé;Actif;1;21/12/2017;;;Procédure décentralisée;32;Zidovudine, lamivudine et abacavir;J05AR04
63153582;CAROMINTHE, solution buvable en gouttes;Actif;1;17/12/2015;14/11/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
63155971;ENTECAVIR SANDOZ 0,5 mg, comprimé pelliculé;Actif;1;19/12/2017;;;Procédure décentralisée;32;Entécavir;J05AF10
63157698;UTROGESTAN 200 mg, capsule molle orale ou vaginale;Actif;1;16/04/1999;;;Procédure nationale;1;Progestérone;G03DA04
63158750;UVEDOSE 50 000 UI, capsule molle;Actif;1;02/08/2021;;;Procédure de reconnaissance mutuelle;21;Colécalciférol;A11CC05
63158775;PERCUTAFEINE, gel;Actif;1;11/01/1982;;;Procédure nationale;1;Caféine;D11AX26
63159724;BISOPROLOL BGR 1,25 mg, comprimé pelliculé;Actif;1;04/01/2000;;;Procédure de reconnaissance mutuelle;21;Bisoprolol;C07AB07
63159891;LORAZEPAM VIATRIS 2,5 mg, comprimé pelliculé sécable;Actif;1;24/08/1993;;;Procédure nationale;1;Lorazépam;N05BA06
63160228;METOCALCIUM 600 mg/400 UI, comprimé à croquer;Actif;1;23/04/2001;;;Procédure de reconnaissance mutuelle;21;CALCIUM EN ASSOCIATION AVEC DE LA VITAMINE D ET /OU D'AUTRES SUBSTANCES;A12AX
63160388;BEROCCA, comprimé pelliculé;Archivé;3;07/12/1999;;04/10/2022;Procédure nationale;1;Polyvitamines et autres éléments minéraux, associations incluses;A11AA03
63162282;CARDENSIEL 1,25 mg, comprimé pelliculé;Actif;1;04/01/2000;;;Procédure de reconnaissance mutuelle;21;Bisoprolol;C07AB07
63163224;PEDIAVEN AP-HP NOUVEAU-NE 2, solution pour perfusion;Actif;1;02/05/2011;;;Procédure nationale;1;Associations (solutions pour nutrition parentérale);B05BA10
63163772;BUDESONIDE VIATRIS 0,50 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;Actif;1;10/04/2012;;;Procédure nationale;1;Budésonide;R03BA02
63164803;VASELINE STERILISEE COOPER, pommade;Actif;1;13/09/1995;;;Procédure nationale;1;PARAFFINE MOLLE ET PRODUITS GRAS;D02AC
63167404;AMOROLFINE SANDOZ 5%, vernis à ongles médicamenteux;Actif;1;27/12/2010;;;Procédure nationale;1;Amorolfine;D01AE16
63168424;SILODOSINE VIATRIS 4 mg, gélule;Actif;1;26/02/2019;;;Procédure décentralisée;32;Silodosine;G04CA04
63168634;GABAPENTINE PFIZER 300 mg, gélule;Actif;1;24/12/2013;;;Procédure décentralisée;32;Gabapentine;N02BF01
63169145;RANITIDINE MYLAN 75 mg, comprimé effervescent;Archivé;3;07/11/2002;;08/10/2021;Procédure nationale;1;Ranitidine;A02BA02
63169405;RAMIPRIL/HYDROCHLOROTHIAZIDE ZENTIVA 5 mg/12,5 mg, comprimé;Actif;1;09/07/2012;;;Procédure nationale;1;Ramipril et diurétiques;C09BA05
63169608;GLUCONATE DE CHLORHEXIDINE ALCOOLIQUE A 0,5 % INCOLORE GIFRER, solution pour application cutanée;Actif;1;06/08/2002;;;Procédure nationale;1;Chlorhexidine;D08AC02
63172629;CUVITRU 200 mg/ml, solution injectable par voie sous-cutanée;Actif;1;28/02/2018;;;Procédure décentralisée;32;Immunoglobulines humaines normales pour administration extravasculaire;J06BA01
63173930;CHLORURE D'INDIUM (111 In) CURIUMPHARMA 370 MBq/mL, solution pour marquage. Référence : DRN 4901;Actif;1;25/11/1998;;;Procédure nationale;1;DIVERS PRODUITS RADIOPHARMACEUTIQUES A USAGE THERAPEUTIQUE;V10XX
63174306;PANTOPRAZOLE ZENTIVA 40 mg, poudre pour solution injectable;Actif;1;25/04/2022;;;Procédure décentralisée;32;Pantoprazole;A02BC02
63174719;ACIDE ALENDRONIQUE VIATRIS 70 mg, comprimé;Actif;1;17/03/2006;;;Procédure nationale;1;Acide alendronique;M05BA04
63175461;SKENAN L.P. 60 mg, microgranules à libération prolongée en gélule;Actif;1;28/08/1990;;;Procédure nationale;1;Morphine;N02AA01
63177067;PERINDOPRIL SUN 4 mg, comprimé sécable;Actif;1;23/04/2009;;;Procédure nationale;1;Périndopril;C09AA04
63177804;CERTICAN 0,1 mg, comprimé dipersible;Actif;1;15/04/2004;;;Procédure de reconnaissance mutuelle;21;Evérolimus;L04AA18
63177843;METOCLOPRAMIDE SANDOZ 10 mg, comprimé sécable;Actif;1;19/01/2000;;;Procédure nationale;1;Métoclopramide;A03FA01
63178870;LOPERAMIDE VIATRIS 2 mg, gélule;Actif;1;15/02/1996;;;Procédure nationale;1;Lopéramide;A07DA03
63179285;STILNOX 10 mg, comprimé pelliculé sécable;Actif;1;09/06/1987;;;Procédure nationale;1;Zolpidem;N05CF02
63179965;LAMIVUDINE TEVA PHARMA B.V. 150 mg, comprimé pelliculé;Actif;1;10/12/2009;;;Procédure centralisée;20;Lamivudine;J05AF05
63180946;GABAPENTINE ZYDUS 400 mg, gélule;Actif;1;30/05/2005;;;Procédure nationale;1;Gabapentine;N02BF01
63181966;NEUROBLOC 5000 U/ml, solution injectable;Archivé;3;22/01/2001;;31/12/2022;Procédure centralisée;20;Toxine botulinique;M03AX01
63182694;XYLOROLLAND AVEC ADRENALINE, solution injectable à usage dentaire;Actif;1;15/10/1997;24/04/1969;;Procédure nationale;1;Lidocaïne en association;N01BB52
63183337;IVABRADINE EG 5 mg, comprimé pelliculé;Actif;1;23/03/2017;;;Procédure décentralisée;32;Ivabradine;C01EB17
63183351;CARBOCISTEINE CLARIX 750 mg/10 ml ADULTES, solution buvable en sachet édulcorée à la saccharine sodique, au sorbitol et au maltitol liquide;Actif;1;22/01/2010;;;Procédure nationale;1;Carbocistéine;R05CB03
63183821;AMINOPLASMAL 8, solution pour perfusion;Actif;1;26/09/2005;;;Procédure de reconnaissance mutuelle;21;Acides aminés;B05BA01
63185288;CLINDAMYCINE KABI 600 mg/4 ml, solution injectable;Actif;1;29/07/2008;;;Procédure nationale;1;Clindamycine;J01FF01
63185466;CARTEOL L.P. 2 %, collyre à libération prolongée;Actif;1;25/03/2002;;;Procédure de reconnaissance mutuelle;21;Cartéolol;S01ED05
63186251;PRAVASTATINE BIOGARAN 10 mg, comprimé pelliculé sécable;Actif;1;23/01/2006;;;Procédure de reconnaissance mutuelle;21;Pravastatine;C10AA03
63187008;PARACETAMOL SUN 1 g, comprimé sécable;Actif;1;12/11/2007;;;Procédure nationale;1;Paracétamol;N02BE01
63187944;SIMVASTATINE ARROW LAB 20 mg, comprimé pelliculé;Actif;1;10/09/2008;;;Procédure de reconnaissance mutuelle;21;Simvastatine;C10AA01
63189920;AYVAKYT 200 mg, comprimé pelliculé;Actif;1;24/09/2020;;;Procédure centralisée;20;Avapritinib;L01EX18
63191266;CEPROTIN 500 UI/5 ml, poudre et solvant pour solution injectable;Actif;1;16/07/2001;;;Procédure centralisée;20;Protéine C;B01AD12
63191355;RAMIPRIL ZENTIVA 5 mg, comprimé sécable;Actif;1;22/03/2005;;;Procédure de reconnaissance mutuelle;21;Ramipril;C09AA05
63191615;IVABRADINE KRKA 5 mg, comprimé pelliculé sécable;Actif;1;26/04/2017;;;Procédure décentralisée;32;Ivabradine;C01EB17
63191743;CRESTOR 5 mg, comprimé pelliculé;Actif;1;06/10/2005;;;Procédure de reconnaissance mutuelle;21;Rosuvastatine;C10AA07
63192279;ARIPIPRAZOLE EVOLUGEN 15 mg, comprimé;Actif;1;12/01/2018;;;Procédure nationale;1;Aripiprazole;N05AX12
63193915;APREPITANT CRISTERS 125 mg, gélule et APREPITANT CRISTERS 80 mg, gélule;Actif;1;07/08/2019;;;Procédure nationale;1;Aprépitant;A04AD12
63194547;IZIXATE 17,5 mg/0,35 mL, solution injectable en stylo injecteur prérempli;Actif;1;28/12/2021;;;Procédure de reconnaissance mutuelle;21;Méthotrexate;L04AX03
63196256;VALIUM 1 POUR CENT, solution buvable en gouttes;Actif;1;26/09/1988;18/11/1974;;Procédure nationale;1;Diazépam;N05BA01
63196690;SALBUTAMOL TEVA 5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose;Actif;1;11/03/2009;;;Procédure décentralisée;32;Salbutamol;R03AC02
63196808;TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/25 mg, comprimé;Actif;1;01/07/2014;;;Procédure décentralisée;32;Telmisartan et diurétiques;C09DA07
63197002;APREXEVO 150 mg/10 mg, comprimé pelliculé;Actif;1;14/05/2020;;;Procédure décentralisée;32;Irbésartan et amlodipine;C09DB05
63197358;FOSFOMYCINE SUBSTIPHARM 3 g, granulés pour solution buvable en sachet;Actif;1;26/04/2010;;;Procédure nationale;1;Fosfomycine;J01XX01
63197689;CASPOFUNGINE STRAGEN 70 mg, poudre pour solution à diluer pour perfusion;Actif;1;16/03/2017;;;Procédure décentralisée;32;Caspofungine;J02AX04
63197760;MYCAMINE 50 mg, poudre pour solution pour perfusion;Actif;1;25/04/2008;;;Procédure centralisée;20;Micafungine;J02AX05
63197924;EVEROLIMUS HCS 10 mg, comprimé;Actif;1;10/08/2018;;;Procédure décentralisée;32;Evérolimus;L01EG02
63198855;FENTANYL BGR 100 microgrammes/heure, dispositif transdermique;Actif;1;28/07/2011;;;Procédure décentralisée;32;Fentanyl;N02AB03
63199590;TILLHEPO 500 mg, gélule;Actif;1;28/05/2019;;;Procédure décentralisée;32;Acide ursodésoxycholique;A05AA02
63201461;SOLIFENACINE VIATRIS 10 mg, comprimé pelliculé;Actif;1;05/09/2017;;;Procédure décentralisée;32;Solifénacine;G04BD08
63201536;DICLOFENAC CRISTERS 1 %, gel;Actif;1;23/01/2014;;;Procédure nationale;1;Diclofénac;M02AA15
63201575;ROSUVASTATINE ZENTIVA 5 mg, comprimé pelliculé;Actif;1;25/05/2016;;;Procédure décentralisée;32;Rosuvastatine;C10AA07
63202353;INSTANYL 100 microgrammes, solution pour pulvérisation nasale en récipient unidose;Actif;1;29/06/2011;;;Procédure centralisée;20;Fentanyl;N02AB03
63202499;OLANZAPINE ACCORD 10 mg, comprimé enrobé;Actif;1;28/12/2012;;;Procédure nationale;1;Olanzapine;N05AH03
63204984;DILTIAZEM VIATRIS L.P. 90 mg, gélule à libération prolongée;Actif;1;09/02/1996;;;Procédure nationale;1;Diltiazem;C08DB01
63206323;FLUCONAZOLE PFIZER 150 mg, gélule;Actif;1;08/03/1988;;;Procédure de reconnaissance mutuelle;21;Fluconazole;J02AC01
63206355;ADCIRCA 20 mg, comprimé pelliculé;Actif;1;01/10/2008;;;Procédure centralisée;20;Tadalafil;G04BE08
63206729;SILODOSINE EG 8 mg, gélule;Actif;1;26/02/2019;;;Procédure décentralisée;32;Silodosine;G04CA04
63207425;KENGREXAL 50 mg, poudre pour solution à diluer pour injection/perfusion;Actif;1;23/03/2015;;;Procédure centralisée;20;Cangrélor;B01AC25
63208057;COQUELUSEDAL PARACETAMOL 250 mg, suppositoire;Actif;1;15/07/2009;;;Procédure nationale;1;Paracétamol en association sauf aux psycholeptiques;N02BE51
63209020;TAMIFLU 45 mg, gélule;Actif;1;19/09/2007;;;Procédure centralisée;20;Oséltamivir;J05AH02
63209974;PRIMALAN 5 mg, comprimé sécable;Actif;1;31/12/1997;04/11/1974;;Procédure nationale;1;Méquitazine;R06AD07
63210923;OZEMPIC 1 mg, solution injectable en stylo prérempli;Actif;1;08/02/2018;;;Procédure centralisée;20;Sémaglutide;A10BJ06
63210987;NANOCOLL 500 microgrammes, trousse radiopharmaceutique;Actif;1;06/11/1995;;;Procédure nationale;1;Nanocolloïdes-technétium (99mTc);V09DB01
63211473;MIANSERINE BIOGARAN 30 mg, comprimé pelliculé;Actif;1;08/01/2002;;;Procédure nationale;1;Miansérine;N06AX03
63212397;RABEPRAZOLE CRISTERS 10 mg, comprimé gastro-résistant;Actif;1;01/08/2012;;;Procédure nationale;1;Rabéprazole;A02BC04
63212461;SPRYCEL 50 mg, comprimé pelliculé;Actif;1;20/11/2006;;;Procédure centralisée;20;Dasatinib;L01EA02
63212842;COSOPT 20 mg/ml + 5 mg/ml, collyre en solution en récipient unidose;Actif;1;14/11/2006;;;Procédure de reconnaissance mutuelle;21;Timolol en association;S01ED51
63213392;PROTOPIC 0,1 %, pommade;Actif;1;28/02/2002;;;Procédure centralisée;20;Tacrolimus;D11AH01
63213595;VALACICLOVIR CRISTERS PHARMA 500 mg, comprimé pelliculé sécable;Actif;1;09/07/2009;;;Procédure nationale;1;Valaciclovir;J05AB11
63213613;ANASTROZOLE KRKA 1 mg, comprimé pelliculé;Actif;1;21/05/2008;;;Procédure décentralisée;32;Anastrozole;L02BG03
63215258;ALLOPURINOL SUN 300 mg, comprimé;Actif;1;25/11/1997;;;Procédure nationale;1;Allopurinol;M04AA01
63216075;ESTREVA 0,1 %, gel;Actif;1;10/07/1995;;;Procédure de reconnaissance mutuelle;21;Estradiol;G03CA03
63216342;PREZISTA 150 mg, comprimé pelliculé;Actif;1;23/06/2009;;;Procédure centralisée;20;Darunavir;J05AE10
