Code_CIS;Code_CIP13;Code_CIP7;Nom_Presentation
67305219;3400949431700;4943170;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)
67305062;3400930243732;;3 tube(s) polypropylène polyéthylène de 4 g
67303969;3400926738266;2673826;30 récipient(s) unidose(s) polyéthylène basse densité (PEBD) suremballée(s)/surpochée(s) de 0,2 ml
67301879;3400955006510;;1 flacon(s) en verre de 1000 UI - 1 flacon(s) en verre de 5 ml avec matériel pour injection intraveineuse avec dispositif(s) de transfert avec nécessaire(s)  perfusion avec seringue jetable avec 2 tampon(s) alcoolisé(s)
67301605;3400956100972;5610097;1 flacon(s) en verre de 10 mL
67301480;3400949398669;4939866;plaquette(s) PVC aluminium de 3 comprimé(s) avec applicateur(s)
67301231;3400930182550;;1 flacon polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant polypropylène de 30 comprimés
67300994;3400930087213;;plaquette(s) PVC PVDC aluminium de 56 gélule(s)
67300599;3400930188309;;1 flacon(s) polytéréphtalate (PET) brun de 180 ml + 1 dispositif de mesure gradué pour un dosage de 1,5 g à 4,5 g + 2 gobelet(s) doseur(s) + 2 bouchons de sécurité enfant
67300396;3400930060742;;1 flacon(s) en verre de 5 ml
67300325;3400934903878;3490387;plaquette(s) PVC-Aluminium de 48 gélule(s) vertes et 48 gélule(s) oranges
67300325;3400934903700;3490370;plaquette(s) PVC-Aluminium de 24 gélule(s) vertes et 24 gélule(s) oranges
67299638;3400957252229;5725222;1 flacon(s) en verre suremballée(s)/surpochée(s) de 100 ml
67299638;3400957251918;5725191;1 flacon(s) en verre suremballée(s)/surpochée(s) de 50 ml
67299638;3400957251857;5725185;1 flacon(s) en verre suremballée(s)/surpochée(s) de 25 ml
67299638;3400957251796;5725179;1 flacon(s) en verre suremballée(s)/surpochée(s) de 10 ml
67299638;3400957251628;5725162;1 flacon(s) en verre suremballée(s)/surpochée(s) de 5 ml
67299595;3400930140048;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s)
67299595;3400930140031;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
67299307;3400932805433;3280543;1 flacon(s) compte-gouttes polyéthylène de 5  ml
67298970;3400930171875;;plaquette(s) aluminium polyamide PVC de 30 comprimé(s)
67298721;3400930184592;;1 flacon en verre de 100 mg
67298504;3400933790172;3379017;plaquette(s) PVC PVDC aluminium de 90 gélule(s)
67298244;3400930110997;;1 cartouche(s) en verre multidose(s) de 3 ml dans stylo pré-rempli et 9 aiguille(s) pour stylo
67298098;3400930119525;;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)
67297982;3400957131760;5713176;1 flacon(s) en verre de 50 ml
67297982;3400957131531;5713153;1 flacon(s) en verre de 16,7 ml
67297982;3400957131470;5713147;1 flacon(s) en verre de 5 ml
67297263;3400955458913;5545891;1 flacon(s) multidose(s) en verre de 111 MBq/ml
67297078;3400933242527;3324252;1 tube(s) polystyrène avec piston polyéthylène basse densité (PEBD) de 3,5  g
67296909;3400937914628;3791462;plaquette(s) thermoformée(s) PVC PVDC aluminium de 7 gélule(s)
67296108;3400930160756;;1 stylo prérempli en verre de 1 ml
67294573;3400937511261;3751126;plaquette(s) PVC PVDC aluminium de 20 comprimé(s)
67294185;3400930201305;;3 sachet(s) aluminium PEBDL : polyéthylène à basse densité linéaire polytéréphtalate (PET) de 1 anneau(x)
67292654;3400938924244;3892424;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
67292654;3400938923933;3892393;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
67292476;3400933727369;3372736;plaquette(s) PVC PVDC de 60 comprimé(s)
67291972;3400936797420;3679742;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s)
67290596;3400927598586;2759858;plaquette(s) PVC-Aluminium de 90 comprimé(s)
67290596;3400927598357;2759835;plaquette(s) PVC-Aluminium de 30 comprimé(s)
67289786;3400935161581;3516158;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s)
67288307;3400921674835;2167483;plaquette(s) PVC-Aluminium de 120 comprimé(s)
67288307;3400921674606;2167460;plaquette(s) PVC-Aluminium de 60 comprimé(s)
67288175;3400937023467;3702346;1 flacon(s) en verre de 3,846 g
67287707;3400933328085;3332808;1 flacon(s) en verre brun de 250  ml
67287098;3400935656599;3565659;1 flacon(s) polyéthylène de 35,6 g avec seringue pour administration orale polypropylène
67287098;3400935656421;3565642;1 flacon(s) polyéthylène de 29,3 g avec seringue pour administration orale polypropylène
67286548;3400941914683;4191468;plaquette(s) aluminium de 90 comprimé(s)
67286548;3400941914164;4191416;plaquette(s) aluminium de 30 comprimé(s)
67286345;3400927402098;2740209;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)
67286060;3400930239421;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
67286039;3400930150443;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s)
67286039;3400930150405;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
67284159;3400932999101;3299910;plaquette(s) PVC-Aluminium de 28 comprimé(s)
67283331;3400941567919;4156791;plaquette(s) PVC PVDC aluminium de 90 comprimé(s)
67283331;3400941567339;4156733;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67282578;3400930644089;3064408;5 plaquette(s) thermoformée(s) PVC aluminium de 10 comprimé(s)
67280591;3400930141625;;1 bouteille(s) en verre jaune(brun) de 120 ml avec fermeture de sécurité enfant avec gobelet(s) doseur(s) polypropylène
67280381;3400938199017;3819901;plaquette(s) thermoformée(s) PVC-Aluminium de 30 gélule(s)
67279692;3400935850010;3585001;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s) avec fermeture de sécurité enfant
67279404;3400930156025;;plaquettes PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 90 comprimés
67279404;3400930156018;;plaquettes PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 30 comprimés
67277944;3400930095478;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 90 comprimé(s)
67277944;3400930095454;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
67276995;3400939184487;3918448;plaquette(s) PVC polyéthylène PVDC aluminium papier avec fermeture de sécurité enfant de 28 comprimé(s)
67275338;3400931726647;3172664;1 tube(s) aluminium verni de 50 g
67275313;3400936931565;3693156;plaquette(s) thermoformée(s) PVC polyamide aluminium polytéréphtalate (PET) de 100 lyophilisat(s)
67275313;3400936931336;3693133;plaquette(s) thermoformée(s) PVC polyamide aluminium polytéréphtalate (PET) de 30 lyophilisat(s)
67275135;3400937882248;3788224;plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC aluminium de 12 comprimé(s)
67275135;3400937882019;3788201;plaquette(s) thermoformée(s) (ACLAR RX) polytrifluorochloroéthylène PVC aluminium de 8 comprimé(s)
67274478;3400933457808;3345780;1 flacon(s) pressurisé(e)(s) aluminium de 120  dose(s) avec valve(s) doseuse(s) polypropylène
67273757;3400939169989;3916998;plaquette(s) aluminium de 90 comprimé(s)
67273757;3400939169750;3916975;plaquette(s) aluminium de 30 comprimé(s)
67273757;3400927610684;2761068;plaquette(s) aluminium de 60 comprimé(s)
67271457;3400955068013;;5 ampoules en verre de 10 mL
67271457;3400955068006;;5 ampoules en verre de 5 mL
67271457;3400955067993;;5 ampoules en verre de 2,5 mL
67271293;3400939665429;3966542;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)
67270711;3400930098950;;4 seringue(s) préremplie(s) en verre de 1 ml
67270558;3400934706578;3470657;1 tube(s) aluminium verni de 50 g
67267195;3400955059547;;25 flacon(s) en verre de 2 ml
67267028;3400930137758;;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 30 capsule(s)
67266556;3400941517990;4151799;plaquette(s) thermoformée(s) PVC-Aluminium de 84 comprimé(s)
67266556;3400941517761;4151776;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s)
67265949;3400922264127;2226412;plaquette(s) PVDC PVC aluminium de 60 comprimé(s)
67263364;3400921854817;2185481;plaquette(s) formée(s) à froid aluminium de 28 comprimé(s)
67263364;3400921854466;2185446;plaquette(s) formée(s) à froid aluminium de 14 comprimé(s)
67261790;3400934478659;3447865;10 récipient(s) unidose(s) polyéthylène de 2 ml
67260756;3400939547053;3954705;plaquette(s) PVC-Aluminium de 42 comprimé(s)
67260756;3400939546803;3954680;plaquette(s) PVC-Aluminium de 10 comprimé(s)
67260521;3400934638879;3463887;plaquette(s) thermoformée(s) PVC PVDC aluminium de 35 comprimé(s)
67259654;3400930181751;;1 seringue(s) préremplie(s) en verre de 15 ml  avec dispositif d'administration pour  injection manuelle
67259654;3400930181744;;1 seringue(s) préremplie(s) en verre de 10 ml  avec dispositif d'administration pour  injection manuelle
67259654;3400930181737;;1 seringue(s) préremplie(s) en verre de 7,5 ml  avec dispositif d'administration pour  injection manuelle
67258794;3400935857743;3585774;plaquette(s) PVC polyéthylène PVDC aluminium de 4 comprimé(s)
67258709;3400936133648;3613364;plaquette(s) PVC-Aluminium de 15 comprimé(s)
67258011;3400937402002;3740200;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s)
67258011;3400937401869;3740186;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s)
67257660;3400949361649;4936164;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s)
67255976;3400957618506;5761850;1 flacon(s) en verre de 200 ml
67255976;3400957618445;5761844;1 flacon(s) en verre de 100 ml
67255976;3400957618384;5761838;1 flacon(s) en verre de 50 ml
67255976;3400957618216;5761821;1 flacon(s) en verre de 20 ml
67255773;3400935319791;3531979;1 fût polyéthylène de 5 l
67255378;3400949274260;4927426;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s)
67253128;3400933076153;3307615;1 plaquette(s) thermoformée(s) PVC-Aluminium de 60 comprimé(s) ( abrogée le 23/11/2018)
67253128;3400930163825;;3 plaquette(s) thermoformée(s) PVC-Aluminium de 20 comprimé(s)
67252909;3400921969412;2196941;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s)
67252909;3400921969122;2196912;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s)
67252364;3400939047423;3904742;60 plaquette(s) PVC polyéthylène PVDC aluminium de 1 comprimé(s)
67252364;3400930146033;;flacon(s) polyéthylène haute densité (PEHD) de 60 comprimé(s)
67250203;3400956203390;5620339;5 flacon(s) en verre de 250 ml
67248985;3400930161098;;5 ampoule(s) en verre de 10 ml
67248985;3400930161081;;5 ampoule(s) en verre de 5 ml
67248825;3400936120921;3612092;5 cartouche(s) en verre de 3 ml  dans stylo pré-rempli
67248405;3400930039366;;flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s)
67247812;3400930081921;;1 flacon(s) polypropylène de 2,5 ml avec compte-gouttes polyéthylène basse densité (PEBD)
67247075;3400938742312;3874231;1 tube(s) aluminium de 15 g
67246258;3400926995829;2699582;sachet(s)-dose(s) de 5 gélule(s)
67245747;3400949242962;4924296;tube(s) aluminium de 30 g
67245163;3400935001283;3500128;1 sachet(s) aluminium avec dispositif(s) d'administration de 1 bâton(s)
67245028;3400955994091;5599409;5 ampoule(s) polypropylène de 20 ml, sous barquette stérile
67245028;3400955993612;5599361;5 ampoule(s) polypropylène de 10 ml, sous barquette stérile
67244645;3400922400853;2240085;1 flacon(s) en verre brun de 150 ml avec gobelet(s) doseur(s) polypropylène
67244392;3400957705534;5770553;1 flacon(s) multidose(s) en verre de 3000 MBq/ml
67244289;3400935406651;3540665;plaquette(s) thermoformée(s) PVC-aluminium de 14 gélule(s)
67243333;3400958246517;5824651;1 flacon(s) en verre de 15 ml
67243333;3400957694036;5769403;1 flacon(s) en verre de 25 ml
67243333;3400957489502;5748950;1 flacon(s) en verre de 5 ml
67243333;3400957489441;5748944;1 flacon(s) en verre de 2 ml
67243269;3400930032749;;plaquette(s) PVC aluminium de 84 gélule(s)
67240942;3400936985674;3698567;1 flacon(s) pressurisé(s) aluminium de 200 doses avec valve(s) doseuse(s) avec embout(s) buccal(aux)
67240910;3400927933295;2793329;plaquette(s) aluminium de 28 comprimé(s)
67240910;3400927933127;2793312;plaquette(s) aluminium de 14 comprimé(s)
67240789;3400958702204;5870220;10 ampoule(s) en verre brun de 2 ml
67240376;3400936318762;3631876;1 tube(s) aluminium verni de 15 g
67237394;3400955919681;5591968;10 flacon(s) en verre de 200 ml
67237394;3400955919513;5591951;10 flacon(s) en verre de 100 ml
67237394;3400955919452;5591945;10 flacon(s) en verre de 50 ml
67237394;3400955919391;5591939;10 flacon(s) en verre de 20 ml
67237394;3400933983680;3398368;1 flacon(s) en verre de 100 ml avec nécessaire d’administration (seringue (polyéthylène téréphtalate, polycarbonate), tubulure (PVC), perforateur et cathéter IV (BD Insyte Autoguard ou B.Braun Vasofix Safety))
67237394;3400933352967;3335296;1 flacon(s) en verre de 50 ml avec nécessaire d’administration (seringue (polypropylène) stérile à usage unique et cathéter IV (BD Insyte Autoguard ou B.Braun Vasofix Safety).un prolongateur (PVC))
67237394;3400932459728;3245972;1 flacon(s) en verre de 200 ml
67237394;3400932459667;3245966;1 flacon(s) en verre de 100 ml
67237394;3400932459438;3245943;1 flacon(s) en verre de 50 ml
67237394;3400932459377;3245937;1 flacon(s) en verre de 20 ml
67237394;3400930148730;;1 flacon(s) en verre de 100 ml avec nécessaire d'administration pour injecteur CT-Exprès (set patient (polyméthacrylate butadiène styrène), perforateur (polyméthacrylate butadiène styrène) et cathéter IV (BD Insyte Autoguard ou B.Braun Vasofix Safety))
67235735;3400937308748;3730874;plaquette(s) PVC-Aluminium PVDC de 90 comprimé(s)
67235735;3400936894624;3689462;plaquette(s) PVC-Aluminium PVDC de 30 comprimé(s)
67235518;3400939462035;3946203;plaquette(s) PVC PVDC aluminium de 20 comprimé(s)
67235518;3400939461724;3946172;plaquette(s) PVC PVDC aluminium de 10 comprimé(s)
67234658;3400937647557;3764755;5 flacon(s) en verre
67233727;3400930127117;;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s)
67233047;3400933480059;3348005;plaquette(s) PVDC PVC-Aluminium de 14 comprimé(s)
67233008;3400930253427;;plaquette(s) PVC polyéthylène PVDC aluminium de 56 gélule(s)
67232600;3400936724211;3672421;20 récipient(s) unidose(s) polyéthylène basse densité (PEBD) de 2 ml
67232333;3400927594564;2759456;plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC aluminium de 7 gélule(s)
67232333;3400927563928;2756392;plaquette(s) thermoformée(s) polychlortrifluoroéthylène PVC aluminium de 21 gélule(s)
67232155;3400956246335;5624633;plaquette(s) aluminium de 50 comprimé(s)
67232155;3400935585301;3558530;plaquette(s) aluminium de 28 comprimé(s)
67231270;3400930817896;3081789;2 plaquette(s) thermoformée(s) poly(chlorure-acétochlorure) de vinyle aluminium de 15  comprimé(s)
67230581;3400937106474;3710647;plaquette(s) thermoformée(s) PVC-Aluminium de 20 comprimé(s)
67230236;3400926893712;2689371;plaquette(s) thermoformée(s) PVC PVDC aluminium de 204 gomme(s)
67230236;3400926893071;2689307;plaquette(s) thermoformée(s) PVC PVDC aluminium de 108 gomme(s)
67230236;3400926891701;2689170;plaquette(s) thermoformée(s) PVC PVDC aluminium de 36 gomme(s)
67229700;3400927712623;2771262;plaquette(s) PVC PVDC aluminium de 90 comprimé(s)
67229700;3400927712272;2771227;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67229344;3400934877704;3487770;plaquette(s) thermoformée(s) aluminium polyéthylène de 14 comprimé(s)
67229134;3400949133932;4913393;1 flacon(s) polyéthylène aluminium de 100 ml
67228961;3400957954642;5795464;1 flacon(s) en verre de 40 ml
67228961;3400957684211;5768421;1 flacon(s) en verre de 20 ml
67228961;3400957684150;5768415;1 flacon(s) en verre de 10 ml
67228541;3400938327649;3832764;1 seringue(s) préremplie(s) en verre de 0,75 ml avec aiguille(s)
67228541;3400936992368;3699236;1 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s)
67228541;3400936991996;3699199;1 seringue(s) préremplie(s) en verre de 0,5 ml avec aiguille(s)
67227749;3400927654978;2765497;100 cartouche(s) en verre de 1,8 ml avec piston(s) caoutchouc sous plaquette
67227749;3400927654800;2765480;50 cartouche(s) en verre de 1,8 ml avec piston(s) caoutchouc sous plaquette
67226661;3400930181027;;plaquette(s) PVC-Aluminium de 8 comprimé(s)
67226654;3400927931925;2793192;plaquette(s) aluminium de 28 comprimé(s)
67226654;3400927931864;2793186;plaquette(s) aluminium de 14 comprimé(s)
67226483;3400934841453;3484145;plaquette(s) thermoformée(s) PVC-aluminium polyamide aluminium de 30 capsule(s)
67226227;3400955080831;;10 ampoule(s) en verre brun de 1 ml
67225972;3400935616210;3561621;5 flacon(s) en verre
67225100;3400949939206;4993920;plaquette(s) PVC-Aluminium de 20 gélule(s)
67225100;3400931389057;3138905;2 plaquette(s) PVC-Aluminium de 12 gélule(s)
67222606;3400949027163;4902716;plaquette(s) thermoformée(s) polyamide PVC-Aluminium de 28 comprimé(s)
67222296;3400935948915;3594891;1 flacon(s) en verre de 5,25 g avec seringue pour administration orale polyéthylène polystyrène
67222054;3400939267784;3926778;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s)
67222054;3400939267494;3926749;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)
67221632;3400930509845;3050984;1 tube(s) polypropylène de 1 tampon(s)
67220669;3400930595602;3059560;1 flacon(s) en verre brun de 30 ml avec compte-gouttes polyéthylène basse densité (PEBD)
67219535;3400957095130;5709513;98 plaquettes transparentes PVC polyéthylène PVDC aluminium de 1 comprimé(s)
67219535;3400955083719;;56 plaquettes transparentes PVC polyéthylène PVDC aluminium de 1 comprimé(s)
67219535;3400935993748;3599374;plaquettes transparentes PVC polyéthylène PVDC aluminium de 28 comprimé(s)
67219072;3400936925243;3692524;1 flacon(s) polyéthylène haute densité (PEHD) de 120 capsule(s) avec fermeture de sécurité enfant
67218807;3400930174227;;plaquette(s) thermoformée(s) PVC-Aluminium de 8 comprimé(s)
67218579;3400934110405;3411040;1 flacon(s) en verre brun de 125 ml
67218369;3400957514556;5751455;plaquette(s) thermoformée(s) aluminium PVC de 100 comprimé(s)
67218369;3400939433059;3943305;plaquette(s) thermoformée(s) aluminium PVC de 28 comprimé(s)
67217826;3400935997531;3599753;tube(s) polypropylène de 8  comprimé(s)
67217445;3400956810680;5681068;10 flacon(s) en verre de 10 ml
67217445;3400956424306;5642430;10 flacon(s) en verre de 50 ml
67216628;3400939531892;3953189;plaquette(s) formée(s) à froid aluminium de 28 comprimé(s)
67216375;3400930135907;;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s)
67216140;3400930139264;;plaquette(s) PVC PVDC aluminium de 84 comprimé(s)
67216140;3400930139240;;plaquette(s) PVC PVDC aluminium de 28 comprimé(s)
67216133;3400957370534;5737053;98 plaquette(s) thermoformée(s) PVDC polyéthylène PVC aluminium de 1 comprimé(s)
67216133;3400949500031;;plaquette(s) thermoformée(s) aluminium polypropylène de 28 comprimé(s) (distributeur parallèle : BB Farma)
67216133;3400938740301;3874030;plaquette(s) thermoformée(s) aluminium polypropylène de 28 comprimé(s)
67215736;3400956552085;5655208;40 récipient(s) unidose(s) polyéthylène haute densité (PEHD) de 10 ml
67215736;3400936409354;3640935;10 récipient(s) unidose(s) polyéthylène haute densité (PEHD) de 10 ml
67215405;3400935626325;3562632;plaquette(s) thermoformée(s) PVC-aluminium PVDC de 12 comprimé(s)
67214495;3400930082621;;plaquette(s) aluminium de 28 comprimé(s)
67214342;3400933193928;3319392;1 flacon(s) polyéthylène de 15 comprimé(s)
67212074;3400938007589;3800758;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67212035;3400930632192;3063219;plaquette(s) thermoformée(s) PVC aluminium de 20  comprimé(s)
67211976;3400937393553;3739355;plaquette(s) PVC PVDC aluminium de 90 comprimé(s)
67211976;3400932250479;3225047;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67210778;3400930181959;;plaquette(s) PVC-Aluminium de 16 comprimé(s)
67210479;3400934810176;3481017;plaquette(s) thermoformée(s) PVC polyéthylène de 10 suppositoire(s)
67210447;3400949002306;;plaquette(s) PVC aluminium de 90 comprimé(s)
67210447;3400949002290;;plaquette(s) PVC aluminium de 30 comprimé(s)
67210002;3400938179484;3817948;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67210002;3400938179316;3817931;plaquette(s) PVC PVDC aluminium de 14 comprimé(s)
67210002;3400938179255;3817925;plaquette(s) PVC PVDC aluminium de 10 comprimé(s)
67208695;3400930207543;;4 plaquette(s) PVC polychlortrifluoroéthylène PVC-Aluminium de 1 comprimé(s)
67208574;3400930230466;;1 flacon en verre de 60 mL avec seringue graduée pour administration orale
67208161;3400955669999;5566999;plaquette(s) thermoformée(s) PVC-Aluminium de 150  comprimé(s)
67208161;3400930328804;3032880;plaquette(s) thermoformée(s) PVC-Aluminium de 12  comprimé(s)
67208154;3400956055937;5605593;9 bouteilles en acier de 50 L maintenues en position verticale dans un cadre métallique, reliées par des lyres munies de vannes en laiton à pression résiduelle avec raccord de sortie normalisé
67208154;3400949209736;4920973;1 bouteille en aluminium ou en aluminium frettée de 11 L munie d'un robinet en laiton avec manodétendeur et prises normalisées (bouteilles Présence)
67208154;3400937577328;3757732;1 bouteille en aluminium frettée de 3 L munie d'un robinet en laiton avec manodétendeur et prises normalisées (bouteille Présence)
67208154;3400934352478;3435247;1 bouteille en acier de 50 L munie d'un robinet en laiton avec raccord de sortie normalisé ou d'un robinet en laiton à pression résiduelle avec raccord de sortie normalisé
67208154;3400934352300;3435230;1 bouteille en acier de 20 L munie d'un robinet en laiton avec raccord de sortie normalisé ou d'un robinet en laiton à pression résiduelle avec raccord de sortie normalisé
67208154;3400934352249;3435224;1 bouteille en aluminium ou en aluminium frettée de 15 L munie d'un robinet en laiton avec manodétendeur et prises normalisées (bouteille Présence)
67208154;3400934352188;3435218;1 bouteille en aluminium ou en aluminium frettée ou en acier de 15 L munie d'un robinet en laiton avec raccord de sortie normalisé ou d'un robinet en laiton à pression résiduelle avec raccord de sortie normalisé
67208154;3400934351938;3435193;1 bouteille en acier ou en aluminium frettée de 5 L munie d'un robinet en laiton avec manodétendeur et prises normalisées (bouteille Présence)
67208154;3400934351877;3435187;1 bouteille en aluminium ou en aluminium frettée ou en acier de 5 L munie d'un robinet en laiton avec raccord de sortie normalisé ou d'un robinet en laiton à pression résiduelle avec raccord de sortie normalisée
67208154;3400934351709;3435170;1 bouteille en aluminium ou en acier de 3,5 L munie d'un robinet en laiton avec raccord de sortie normalisé
67208154;3400934351648;3435164;1 bouteille en aluminium de 2 L munie d'un robinet en laiton avec manodétendeur et prises normalisées (bouteille Présence)
67208154;3400934351587;3435158;1 bouteille en aluminium ou en acier de 2 L munie d'un robinet en laiton avec raccord de sortie normalisé
67208154;3400930210253;;1 bouteille en aluminium ou en aluminium frettée de 15 L munie d'un robinet en laiton avec manodétendeur intégré à simple détente, et prises normalisées (bouteille Oyan)
67208154;3400930210246;;1 bouteille en aluminium ou en aluminium frettée de 11 L munie d'un robinet en laiton avec manodétendeur intégré à simple détente, et prises normalisées (bouteilles Oyan)
67208154;3400930210239;;1 bouteille en aluminium ou en aluminium frettée de 5 L munie d'un robinet en laiton avec manodétendeur intégré à simple détente, et prises normalisées (bouteille Oyan)
67208154;3400930210222;;1 bouteille en aluminium de 2 L munie d'un robinet en laiton avec manodétendeur intégré à simple détente, et prises normalisées (bouteille Oyan)
67208154;3400922150871;2215087;1 bouteille en aluminium ou en aluminium frettée de 11 L munie d'un robinet en laiton avec manodétendeur, disposant de l'afficheur TIPI, et prises normalisées (bouteille Takeo)
67208154;3400922150703;2215070;1 bouteille en acier ou en aluminium frettée de 5 L munie d'un robinet en laiton avec manodétendeur, disposant de l'afficheur TIPI, et prises normalisées (bouteille Takeo)
67208154;3400922150581;2215058;1 bouteille en aluminium de 2 L munie d'un robinet en laiton avec manodétendeur, disposant de l'afficheur TIPI, et prises normalisées (bouteille Takeo)
67207458;3400930176054;;10 enveloppe(s) papier polyéthylène aluminium copolymère d'éthylène et d'acide méthacrylique de 1 emplâtre(s)
67207458;3400930176030;;5 enveloppe(s) papier polyéthylène aluminium copolymère d'éthylène et d'acide méthacrylique de 1 emplâtre(s)
67207102;3400955060185;;10 flacons polypropylène de 100 mL
67206630;3400921687262;2168726;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)
67206630;3400921686951;2168695;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s)
67205012;3400936019416;3601941;plaquette(s) aluminium polyamide PVC de 30 comprimé(s)
67204946;3400927832710;2783271;plaquette(s) PVC PVDC aluminium de 28 comprimé(s)
67204533;3400930012062;;plaquette(s) PVC PVDC aluminium de 30 comprimé(s)
67204056;3400933499501;3349950;plaquette(s) thermoformée(s) PVC-aluminium de 30  gélule(s)
67203730;3400927406980;2740698;3 plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s)
67203730;3400927406812;2740681;1 plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s)
67203082;3400930232798;;1 seringue préremplie polycyclooléfine avec 2 aiguilles
67202735;3400956639526;5663952;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 100 comprimé(s)
67202735;3400936909915;3690991;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 40 comprimé(s)
67202735;3400936909854;3690985;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 20 comprimé(s)
67202055;3400941668784;4166878;plaquette(s) aluminium de 90 comprimé(s)
67202055;3400941668326;4166832;plaquette(s) aluminium de 30 comprimé(s)
67201409;3400949000197;4900019;plaquette(s) thermoformée(s) PVC-Aluminium de 60 gélule(s)
67199506;3400955908395;5590839;1 flacon(s) en verre brun
67197409;3400938086713;3808671;plaquette(s) thermoformée(s) PVC PVDC aluminium de 10 comprimé(s)
67195461;3400937117470;3711747;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s)
67195461;3400937117180;3711718;plaquette(s) thermoformée(s) PVC-Aluminium de 20 comprimé(s)
67194943;3400934630606;3463060;plaquette(s) aluminium polyamide PVC de 60 capsule(s)
67194854;3400921856996;2185699;28 sachet(s) polyacrylonitrile aluminium polytéréphtalate (PET) papier avec fermeture de sécurité enfant de 1 film
67194854;3400921856828;2185682;10 sachet(s) polyacrylonitrile aluminium polytéréphtalate (PET) papier avec fermeture de sécurité enfant de 1 film
67194402;3400930241448;;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 gélule(s)
67193250;3400934039454;3403945;5 cartouche(s) en verre de 3 ml
67193204;3400937806947;3780694;plaquette(s) thermoformée(s) PVC-Aluminium de 7 gélule(s)
67189387;3400935455048;3545504;20 sachet(s) polypropylène aluminium polyéthylène de 4,3 ml
67189387;3400930007945;;20 sachet(s) polytéréphtalate (PET) aluminium polyéthylène de 4,3 ml
67189273;3400934741418;3474141;1 flacon(s) en verre de 20 ml
67189273;3400934741357;3474135;1 flacon(s) en verre de 15 ml
67189273;3400934741296;3474129;1 flacon(s) en verre de 10 ml
67187799;3400936757738;3675773;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s)
67185951;3400955016366;;1 flacon(s) en verre de 10 ml
