CodeUCD;CodeCIP;LibelleUCD;LibelleCIP;Laboratoire;Qte;CodeUCD13;CodeCIP13;Type autorisation 1;Type autorisation 2;Date de commercialisation;Date de suppression;Quantité conditionnement Primaire;Unité conditionnement primaire
9234573;3573104;MOLSIDOMINE ARW 2MG CPR;MOLSIDOMINE ARW 2MG CPR BT90;ARROW GENERIQUE;90;3400892345734;3400935731043;AMM;AMM de générique;25/02/2002;20/01/2023;;
9234633;3574032;PREDNISOLONE EG 20MG C.EFFV;PREDNISOLONE EG 20MG C.EFFV 20;EG LABO;20;3400892346335;3400935740328;AMM;AMM de générique;06/12/2002;;;
9234656;3574552;TERAZOSINE MYL 5MG CPR;TERAZOSINE MYL 5MG CPR BT28;VIATRIS SANTE;28;3400892346564;3400935745521;AMM;AMM de générique;03/01/2002;28/02/2022;;
9234685;3571306;TRAMADOL ZYD 50MG GELU;TRAMADOL ZYD 50MG GELU BT30;ZYDUS FRANCE;30;3400892346854;3400935713063;AMM;AMM de générique;16/09/2004;;;
9234780;3567693;TWINRIX AD. INJ SRG+AIG;TWINRIX AD. INJ SRG+AIG 1;GLAXOSMITHKLINE;1;3400892347806;3400935676931;AMM européenne;;07/01/2002;;1;mL
9234797;3567687;TWINRIX ENF INJ SRG+AIG;TWINRIX ENF INJ SRG+AIG 1;GLAXOSMITHKLINE;1;3400892347974;3400935676870;AMM européenne;;27/02/2002;19/10/2020;0.5;mL
9234857;3574598;ALLOPURINOL ARW 100MG CPR;ALLOPURINOL ARW 100MG CPR 28;ARROW GENERIQUE;28;3400892348575;3400935745989;AMM;AMM de générique;08/02/2002;;;
9234857;3574606;ALLOPURINOL ARW 100MG CPR;ALLOPURINOL ARW 100MG CPR 30;ARROW GENERIQUE;30;3400892348575;3400935746061;AMM;AMM de générique;03/04/2015;;;
9234863;3574664;ALLOPURINOL ARW 200MG CPR;ALLOPURINOL ARW 200MG CPR 28;ARROW GENERIQUE;28;3400892348636;3400935746641;AMM;AMM de générique;08/02/2002;09/05/2023;;
9234886;3574641;ALLOPURINOL ARW 300MG CPR;ALLOPURINOL ARW 300MG CPR 28;ARROW GENERIQUE;28;3400892348865;3400935746412;AMM;AMM de générique;08/02/2002;;;
9234917;3574486;CEFTRIAXONE ARW 1G/10ML FL+A.;CEFTRIAXONE ARW 1G/10ML FL+A.1;ARROW GENERIQUE;1;3400892349176;3400935744869;AMM;AMM de générique;06/03/2002;;10;mL
9234923;3574405;CEFTRIAXONE ARW 1G/3,5ML F+A.;CEFTRIAXONE ARW 1G/3,5ML F+A.1;ARROW GENERIQUE;1;3400892349237;3400935744050;AMM;AMM de générique;04/02/2002;;3.5;mL
9234946;3574380;CEFTRIAXONE ARW 500MG/2ML F+A;CEFTRIAXONE ARW 500MG/2ML F+A1;ARROW GENERIQUE;1;3400892349466;3400935743800;AMM;AMM de générique;06/03/2002;;2;mL
9234952;3574428;CEFTRIAXONE ARW 500MG/5ML F+A;CEFTRIAXONE ARW 500MG/5ML F+A1;ARROW GENERIQUE;1;3400892349527;3400935744289;AMM;AMM de générique;06/03/2002;04/07/2019;5;mL
9235029;3611069;ZOCOR 40MG CPR;ZOCOR 40MG CPR BT28;ORGANON FRANCE;28;3400892350295;3400936110694;AMM;;12/12/2006;;;
9235029;3776250;ZOCOR 40MG CPR;ZOCOR 40MG CPR BT84;ORGANON FRANCE;84;3400892350295;3400937762502;AMM;;06/05/2008;;;
9235058;5633974;FABRAZYME 35MG PERF FL;FABRAZYME 35MG PERF FL 1;SANOFI AVENTI.F;1;3400892350585;3400956339747;AMM européenne;;11/06/2002;;;
9235101;3542090;OXYCONTIN LP 10MG CPR;OXYCONTIN LP 10MG CPR BT28;MUNDIPHARMA SAS;28;3400892351018;3400935420909;AMM;;11/04/2002;;;
9235118;3542150;OXYCONTIN LP 20MG CPR;OXYCONTIN LP 20MG CPR BT28;MUNDIPHARMA SAS;28;3400892351186;3400935421500;AMM;;11/04/2002;;;
9235124;3542227;OXYCONTIN LP 40MG CPR;OXYCONTIN LP 40MG CPR BT28;MUNDIPHARMA SAS;28;3400892351247;3400935422279;AMM;;11/04/2002;;;
9235130;3542948;OXYCONTIN LP 80MG CPR;OXYCONTIN LP 80MG CPR BT28;MUNDIPHARMA SAS;28;3400892351308;3400935429483;AMM;;11/04/2002;;;
9235182;3547880;DERMORELLE 200MG CAPS MOL;DERMORELLE 200MG CAPS MOL BT20;BIOCODEX;20;3400892351827;3400935478801;AMM;;09/01/2002;14/10/2011;;
9235182;3765513;DERMORELLE 200MG CAPS MOL;DERMORELLE 200MG CAPS MOL BT90;BIOCODEX;90;3400892351827;3400937655132;AMM;;15/05/2009;26/09/2022;;
9235207;3016551;ACIDE FOLIQUE CCD 5MG CPR;ACIDE FOLIQUE CCD 5MG CPR BT90;CCD LABORATOIRE;90;3400892352077;3400930165515;AMM;AMM de générique;24/12/2020;;;
9235207;3576605;ACIDE FOLIQUE CCD 5MG CPR;ACIDE FOLIQUE CCD 5MG CPR BT20;CCD LABORATOIRE;20;3400892352077;3400935766052;AMM;AMM de générique;23/01/2002;;;
9235207;5763872;ACIDE FOLIQUE CCD 5MG CPR;ACIDE FOLIQUE CCD 5MG CPR 200;CCD LABORATOIRE;200;3400892352077;3400957638726;AMM;AMM de générique;13/11/2012;;;
9235213;3567345;AMIODARONE ARW 200MG CPR;AMIODARONE ARW 200MG CPR BT30;ARROW GENERIQUE;30;3400892352138;3400935673459;AMM;AMM de générique;04/02/2002;27/05/2021;;
9235213;5766646;AMIODARONE ARW 200MG CPR;AMIODARONE ARW 200MG CPR BT50;ARROW GENERIQUE;50;3400892352138;3400957666460;AMM;AMM de générique;04/11/2011;27/12/2021;;
9235242;3007199;CELIPROLOL BGA 200MG CPR;CELIPROLOL BGA 200MG CPR FL84;BIOGARAN;84;3400892352428;3400930071991;AMM;AMM de générique;20/01/2017;23/05/2019;;
9235242;3583597;CELIPROLOL BGA 200MG CPR;CELIPROLOL BGA 200MG CPR BT28;BIOGARAN;28;3400892352428;3400935835970;AMM;AMM de générique;16/01/2002;;;
9235242;3784752;CELIPROLOL BGA 200MG CPR;CELIPROLOL BGA 200MG CPR BT84;BIOGARAN;84;3400892352428;3400937847520;AMM;AMM de générique;08/08/2012;;;
9235259;3583611;CELIPROLOL EG 200MG CPR;CELIPROLOL EG 200MG CPR BT28;EG LABO;28;3400892352596;3400935836113;AMM;AMM de générique;12/02/2002;;;
9235259;3762549;CELIPROLOL EG 200MG CPR;CELIPROLOL EG 200MG CPR BT84;EG LABO;84;3400892352596;3400937625494;AMM;AMM de générique;20/06/2008;;;
9235265;3567316;LUDEAL 0,15MG/0,03MG CPR;LUDEAL 0,15MG/0,03MG CPR 21X1;PF MEDICAMENT;21;3400892352657;3400935673169;AMM;AMM de générique;03/09/2002;;;
9235265;3567322;LUDEAL 0,15MG/0,03MG CPR;LUDEAL 0,15MG/0,03MG CPR 21X3;PF MEDICAMENT;63;3400892352657;3400935673220;AMM;AMM de générique;03/09/2002;;;
9235271;3573110;MOLSIDOMINE ARW 4MG CPR;MOLSIDOMINE ARW 4MG CPR BT30;ARROW GENERIQUE;30;3400892352718;3400935731104;AMM;AMM de générique;25/02/2002;23/12/2022;;
9235271;3574546;MOLSIDOMINE ARW 4MG CPR;MOLSIDOMINE ARW 4MG CPR BT90;ARROW GENERIQUE;90;3400892352718;3400935745460;AMM;AMM de générique;25/02/2002;23/12/2022;;
9235288;3580498;PROGESTERONE BGA 100MG CAPS;PROGESTERONE BGA 100MG CAPS 30;BIOGARAN;30;3400892352886;3400935804983;AMM;AMM de générique;16/01/2002;;;
9235294;3579437;SOTALOL BGA 160MG CPR;SOTALOL BGA 160MG CPR BT30;BIOGARAN;30;3400892352947;3400935794376;AMM;AMM de générique;04/06/2002;;;
9235302;3579414;SOTALOL BGA 80MG CPR;SOTALOL BGA 80MG CPR BT30;BIOGARAN;30;3400892353029;3400935794147;AMM;AMM de générique;04/06/2002;;;
9235302;3579420;SOTALOL BGA 80MG CPR;SOTALOL BGA 80MG CPR FL30;BIOGARAN;30;3400892353029;3400935794208;AMM;AMM de générique;02/02/2015;;;
9235331;3568161;MENOPUR 75UI INJ FL+AMP;MENOPUR 75UI INJ FL+AMP 5;FERRING;5;3400892353319;3400935681614;AMM;;24/01/2002;;1;mL
9235348;3556318;METOCALCIUM 600MG/400UI CPR;METOCALCIUM 600MG/400UI CPR 60;VIATRIS MEDICAL;60;3400892353487;3400935563187;AMM;;22/08/2002;22/07/2020;;
9235354;3572895;SOMATULINE LP 120MG INJ SRG;SOMATULINE LP 120MG INJ SRG 1;IPSEN PHARMA;1;3400892353548;3400935728951;AMM;;15/01/2002;;0.5;mL
9235360;3572872;SOMATULINE LP 60MG INJ SRG;SOMATULINE LP 60MG INJ SRG 1;IPSEN PHARMA;1;3400892353609;3400935728722;AMM;;15/01/2002;;0.3;mL
9235377;3572889;SOMATULINE LP 90MG INJ SRG;SOMATULINE LP 90MG INJ SRG 1;IPSEN PHARMA;1;3400892353777;3400935728890;AMM;;15/01/2002;;0.3;mL
9235383;3576597;AMOXICILLINE ARW 125MG BUV60ML;AMOXICILLINE ARW 125MG BUV60ML;ARROW GENERIQUE;1;3400892353838;3400935765970;AMM;AMM de générique;04/02/2002;;36;g
9235408;3576580;AMOXICILLINE ARW 250MG BUV60ML;AMOXICILLINE ARW 250MG BUV60ML;ARROW GENERIQUE;1;3400892354088;3400935765802;AMM;AMM de générique;04/02/2002;;36;g
9235414;3576568;AMOXICILLINE ARW 500MG GELU;AMOXICILLINE ARW 500MG GELU 12;ARROW GENERIQUE;12;3400892354149;3400935765680;AMM;AMM de générique;04/02/2002;;;
9235420;3576574;AMOXICILLINE ARW 500MG BUV60ML;AMOXICILLINE ARW 500MG BUV60ML;ARROW GENERIQUE;1;3400892354200;3400935765741;AMM;AMM de générique;04/02/2002;;36;g
9235437;3712505;ATENOLOL ZYD 100MG CPR;ATENOLOL ZYD 100MG CPR BT90;ZYDUS FRANCE;90;3400892354378;3400937125055;AMM;AMM de générique;03/10/2008;;;
9235437;3839559;ATENOLOL ZYD 100MG CPR;ATENOLOL ZYD 100MG CPR BT30;ZYDUS FRANCE;30;3400892354378;3400938395594;AMM;AMM de générique;05/02/2010;;;
9235443;3712497;ATENOLOL ZYD 50MG CPR;ATENOLOL ZYD 50MG CPR BT90;ZYDUS FRANCE;90;3400892354439;3400937124973;AMM;AMM de générique;03/10/2008;;;
9235443;3839476;ATENOLOL ZYD 50MG CPR;ATENOLOL ZYD 50MG CPR BT30;ZYDUS FRANCE;30;3400892354439;3400938394764;AMM;AMM de générique;30/06/2010;;;
9235489;3576373;CAPTOPRIL ARW 25MG CPR;CAPTOPRIL ARW 25MG CPR BT30;ARROW GENERIQUE;30;3400892354897;3400935763730;AMM;AMM de générique;28/03/2002;;;
9235495;3576410;CAPTOPRIL ARW 50MG CPR;CAPTOPRIL ARW 50MG CPR BT30;ARROW GENERIQUE;30;3400892354958;3400935764102;AMM;AMM de générique;28/03/2002;;;
9235503;3577289;CELIPROLOL ARW 200MG CPR;CELIPROLOL ARW 200MG CPR BT28;ARROW GENERIQUE;28;3400892355030;3400935772893;AMM;AMM de générique;04/02/2002;;;
9235503;3739711;CELIPROLOL ARW 200MG CPR;CELIPROLOL ARW 200MG CPR BT84;ARROW GENERIQUE;84;3400892355030;3400937397117;AMM;AMM de générique;07/07/2008;;;
9235555;3574115;DICLOFENAC ARW 50MG CPR;DICLOFENAC ARW 50MG CPR BT30;ARROW GENERIQUE;30;3400892355559;3400935741158;AMM;AMM de générique;25/02/2002;;;
9235609;3577042;PIRACETAM ARW 20% BUV FL125ML;PIRACETAM ARW 20% BUV FL125ML;ARROW GENERIQUE;1;3400892356099;3400935770424;AMM;AMM de générique;04/02/2002;19/04/2023;125;mL
9235673;3578490;DUOVA 1MG/2,5MG CPR;DUOVA 1MG/2,5MG CPR BT28X1;CSP;28;3400892356730;3400935784902;AMM;;03/05/2002;;;
9235696;3578515;DUOVA 1MG/5MG CPR;DUOVA 1MG/5MG CPR BT28X1;CSP;28;3400892356969;3400935785152;AMM;;04/06/2002;;;
9235704;3578538;DUOVA 2MG/5MG CPR;DUOVA 2MG/5MG CPR BT28X1;CSP;28;3400892357041;3400935785381;AMM;;04/06/2002;;;
9235710;5621439;AZOTE PROTOXYDE ALS EVAPO.FIX;AZOTE PROTOXYDE ALS EVAPO.FIX;AIR LIQ.SAN FRA;1;3400892357102;3400956214396;AMM;;10/02/2004;;;
9235756;3012610;ACIDE FOLIQUE CCD 0,4MG CPR;ACIDE FOLIQUE CCD 0,4MG CPR 90;CCD LABORATOIRE;90;3400892357560;3400930126103;AMM;AMM de générique;31/01/2019;;;
9235756;3584585;ACIDE FOLIQUE CCD 0,4MG CPR;ACIDE FOLIQUE CCD 0,4MG CPR 30;CCD LABORATOIRE;30;3400892357560;3400935845856;AMM;AMM de générique;24/01/2002;;;
9235839;3563577;CLINIMIX N9G15E INJ PD1,5L;CLINIMIX N9G15E INJ PD1,5L 1;BAXTER;1;3400892358390;3400935635778;AMM;;22/05/2003;15/10/2019;1.5;L
9235845;2212255;CLINIMIX N12G20E INJ PD1L;CLINIMIX N12G20E INJ PD1L 8;BAXTER;8;3400892358451;3400922122557;AMM;;29/10/2018;16/02/2023;1;L
9235845;3563583;CLINIMIX N12G20E INJ PD1L;CLINIMIX N12G20E INJ PD1L 1;BAXTER;1;3400892358451;3400935635839;AMM;;22/05/2003;29/10/2018;1;L
9235868;2212226;CLINIMIX N9G15E INJ PD1L;CLINIMIX N9G15E INJ PD1L 8;BAXTER;8;3400892358680;3400922122267;AMM;;23/07/2018;07/07/2020;1;L
9235868;3563560;CLINIMIX N9G15E INJ PD1L;CLINIMIX N9G15E INJ PD1L 1;BAXTER;1;3400892358680;3400935635600;AMM;;22/05/2003;23/07/2018;1;L
9235874;3584763;TRAVATAN 40µG/ML CY FL2,5ML;TRAVATAN 40µG/ML CY FL2,5ML 1;NOVARTIS PHARMA;1;3400892358741;3400935847638;AMM européenne;;29/01/2002;;2.5;mL
9235905;5634028;INOMAX 400PPM M/MOL BOUT 10L;INOMAX 400PPM M/MOL BOUT 10L;LINDE FRANCE;1;3400892359052;3400956340286;AMM européenne;;13/01/2004;;10;L
9235911;3020645;MIDAZOLAM VIA 1MG/ML AMP5ML;MIDAZOLAM VIA 1MG/ML AMP5ML 10;VIATRIS SANTE;10;3400892359113;3400930206454;AMM;AMM de générique;14/06/2022;;5;mL
9235911;5627264;MIDAZOLAM VIA 1MG/ML AMP5ML;MIDAZOLAM VIA 1MG/ML AMP5ML 10;VIATRIS SANTE;10;3400892359113;3400956272648;AMM;AMM de générique;27/11/2002;14/06/2022;5;mL
9235928;3020647;MIDAZOLAM VIA 5MG/ML AMP10ML;MIDAZOLAM VIA 5MG/ML AMP10ML10;VIATRIS SANTE;10;3400892359281;3400930206478;AMM;AMM de générique;17/02/2022;;10;mL
9235928;5627258;MIDAZOLAM VIA 5MG/ML AMP10ML;MIDAZOLAM VIA 5MG/ML AMP10ML10;VIATRIS SANTE;10;3400892359281;3400956272587;AMM;AMM de générique;27/11/2002;;10;mL
9236000;2794688;METOCLOPRAMIDE REN 10MG/2ML A;METOCLOPRAMIDE REN 10MG/2ML 10;RENAUDIN;10;3400892360003;3400927946882;AMM;AMM de générique;27/04/2015;;2;mL
9236023;3790706;NISIS 160MG CPR;NISIS 160MG CPR BT30;NOVARTIS PHARMA;30;3400892360232;3400937907064;AMM;;16/10/2008;15/09/2021;;
9236023;3790735;NISIS 160MG CPR;NISIS 160MG CPR BT90;NOVARTIS PHARMA;90;3400892360232;3400937907354;AMM;;05/10/2009;15/09/2021;;
9236052;3790646;NISIS 80MG CPR;NISIS 80MG CPR BT30;NOVARTIS PHARMA;30;3400892360522;3400937906463;AMM;;17/11/2008;15/09/2021;;
9236052;3790675;NISIS 80MG CPR;NISIS 80MG CPR BT90;NOVARTIS PHARMA;90;3400892360522;3400937906753;AMM;;25/05/2009;15/09/2021;;
9236069;3815524;TAREG 160MG CPR;TAREG 160MG CPR BT30;NOVARTIS PHARMA;30;3400892360690;3400938155242;AMM;;08/08/2008;;;
9236069;3815553;TAREG 160MG CPR;TAREG 160MG CPR BT90;NOVARTIS PHARMA;90;3400892360690;3400938155532;AMM;;13/08/2008;;;
9236081;3713864;TAREG 80MG CPR;TAREG 80MG CPR BT90;NOVARTIS PHARMA;90;3400892360812;3400937138642;AMM;;06/07/2006;05/08/2008;;
9236081;3815464;TAREG 80MG CPR;TAREG 80MG CPR BT30;NOVARTIS PHARMA;30;3400892360812;3400938154641;AMM;;11/08/2008;;;
9236081;3815493;TAREG 80MG CPR;TAREG 80MG CPR BT90;NOVARTIS PHARMA;90;3400892360812;3400938154931;AMM;;05/08/2008;;;
9236112;3525200;AMOXICILLINE VIA 125MG BUV60ML;AMOXICILLINE VIA 125MG BUV60ML;VIATRIS SANTE;1;3400892361123;3400935252005;AMM;AMM de générique;06/03/2002;;36;g
9236129;3525192;AMOXICILLINE VIA 250MG BUV60ML;AMOXICILLINE VIA 250MG BUV60ML;VIATRIS SANTE;1;3400892361291;3400935251923;AMM;AMM de générique;06/03/2002;;36;g
9236135;3491317;AMOXICILLINE VIA 500MG GELU;AMOXICILLINE VIA 500MG GELU 12;VIATRIS SANTE;12;3400892361352;3400934913174;AMM;AMM de générique;06/03/2002;;;
9236141;3525186;AMOXICILLINE VIA 500MG BUV60ML;AMOXICILLINE VIA 500MG BUV60ML;VIATRIS SANTE;1;3400892361413;3400935251862;AMM;AMM de générique;06/03/2002;;36;g
9236158;3404175;ANDROCUR 100MG CPR;ANDROCUR 100MG CPR BT60;BAYER HEALTHCAR;60;3400892361581;3400934041754;AMM;;04/06/2002;21/03/2016;;
9236218;2661585;LOPERAMIDE VIC 2MG GELU;LOPERAMIDE VIC 2MG GELU BT12;VIATRIS SANTE;12;3400892362182;3400926615857;AMM;AMM de générique;12/10/2012;;;
9236247;3585001;VIREAD 245MG CPR;VIREAD 245MG CPR FL30;GILEAD SCIENCES;30;3400892362472;3400935850010;AMM européenne;;14/02/2002;;;
9236276;3539509;OXYGENE MED APM B.AL15L+CBSTA0;OXYGENE MED APM B.AL15L+CBSTA0;AIR PRODUCTS;1;3400892362762;3400935395092;AMM;;25/03/2008;;15;L
9236282;3539484;OXYGENE MED APM B.ALU2L+RM200;OXYGENE MED APM B.ALU2L+RM200;AIR PRODUCTS;1;3400892362823;3400935394842;AMM;;25/03/2008;;2;L
9236299;3539490;OXYGENE MED APM B.ALU5L+CBSTA0;OXYGENE MED APM B.ALU5L+CBSTA0;AIR PRODUCTS;1;3400892362991;3400935394903;AMM;;25/03/2008;;5;L
9236307;3545438;ZYPREXA VELOTAB 10MG CPR;ZYPREXA VELOTAB 10MG CPR BT28;LILLY FRANCE;28;3400892363073;3400935454386;AMM européenne;;13/03/2002;;;
9236313;3545444;ZYPREXA VELOTAB 15MG CPR;ZYPREXA VELOTAB 15MG CPR BT28;LILLY FRANCE;28;3400892363134;3400935454447;AMM européenne;;23/05/2002;;;
9236336;3545450;ZYPREXA VELOTAB 20MG CPR;ZYPREXA VELOTAB 20MG CPR BT28;LILLY FRANCE;28;3400892363363;3400935454508;AMM européenne;;28/10/2003;;;
9236342;3545421;ZYPREXA VELOTAB 5MG CPR;ZYPREXA VELOTAB 5MG CPR BT28;LILLY FRANCE;28;3400892363424;3400935454218;AMM européenne;;13/03/2002;;;
9236359;3575497;ZYPREXA 10MG INJ FL;ZYPREXA 10MG INJ FL 1;LILLY FRANCE;1;3400892363592;3400935754974;AMM européenne;;08/01/2004;;;
9236394;3581730;ALPRAZOLAM EVO 0,25MG CPR;ALPRAZOLAM EVO 0,25MG CPR BT30;EVOLUPHARM;30;3400892363943;3400935817303;AMM;AMM de générique;18/02/2002;;;
9236402;3582959;ALPRAZOLAM EVO 0,50MG CPR;ALPRAZOLAM EVO 0,50MG CPR BT30;EVOLUPHARM;30;3400892364025;3400935829597;AMM;AMM de générique;18/02/2002;;;
9236419;3524330;AMOXICILLINE BGA 1G CPR DISP;AMOXICILLINE BGA 1G CPR DISP14;BIOGARAN;14;3400892364193;3400935243300;AMM;AMM de générique;16/10/2006;16/07/2018;;
9236419;3579615;AMOXICILLINE BGA 1G CPR DISP;AMOXICILLINE BGA 1G CPR DISP 6;BIOGARAN;6;3400892364193;3400935796158;AMM;AMM de générique;20/10/2006;09/04/2021;;
9236537;3018036;BILINUM CPLEXE N°113 CPR;BILINUM CPLEXE N°113 CPR BT60;LEHNING;60;3400892365374;3400930180365;AMM;;22/06/2020;29/11/2022;;
9236566;3595293;CELLCEPT 1G/5ML BUV PDR FL;CELLCEPT 1G/5ML BUV PDR FL 1;ROCHE;1;3400892365664;3400935952936;AMM européenne;;10/12/2002;;;
9236572;3548879;CYANOCOBALAMINE REN INJ 2ML;CYANOCOBALAMINE REN INJ 2ML100;RENAUDIN;100;3400892365725;3400935488794;AMM;;13/02/2003;05/02/2019;2;mL
9236603;3565576;AERIUS 5MG CPR;AERIUS 5MG CPR BT15;ORGANON FRANCE;15;3400892366036;3400935655769;AMM européenne;;21/05/2002;;;
9236603;3565607;AERIUS 5MG CPR;AERIUS 5MG CPR BT30;ORGANON FRANCE;30;3400892366036;3400935656070;AMM européenne;;27/02/2002;;;
9236626;5621646;KALINOX 50%/50% BOUT20L +RAC.;KALINOX 50%/50% BOUT20L +RAC.;AIR LIQ.SAN FRA;1;3400892366265;3400956216468;AMM;;06/12/2002;;20;L
9236632;5621623;KALINOX 50%/50% BOUT5L +RAC.;KALINOX 50%/50% BOUT5L +RAC.;AIR LIQ.SAN FRA;1;3400892366326;3400956216239;AMM;;06/12/2002;;5;L
9236655;3567664;NOVOMIX 30 FLEXPEN STYLO3ML;NOVOMIX 30 FLEXPEN STYLO3ML 5;NOVO NORDISK;5;3400892366555;3400935676641;AMM européenne;;22/04/2002;;3;mL
9236678;3549525;NOVOMIX 30 PENFILL CART.3ML;NOVOMIX 30 PENFILL CART.3ML 5;NOVO NORDISK;5;3400892366784;3400935495259;AMM européenne;;22/04/2002;;3;mL
9236715;3576976;DIOSMINE ARW 600MG CPR;DIOSMINE ARW 600MG CPR BT30;ARROW GENERIQUE;30;3400892367156;3400935769763;AMM;AMM de générique;28/03/2002;;;
9236721;3550787;FENOFIBRATE ARW 200MG GELU;FENOFIBRATE ARW 200MG GELU 30;ARROW GENERIQUE;30;3400892367217;3400935507877;AMM;AMM de générique;02/05/2002;;;
9236721;3739740;FENOFIBRATE ARW 200MG GELU;FENOFIBRATE ARW 200MG GELU 90;ARROW GENERIQUE;90;3400892367217;3400937397407;AMM;AMM de générique;06/06/2008;;;
9236738;3550758;FENOFIBRATE ARW 67MG GELU;FENOFIBRATE ARW 67MG GELU 60;ARROW GENERIQUE;60;3400892367385;3400935507587;AMM;AMM de générique;02/05/2002;;;
9236767;3558553;LAMISIL 1% LOC SOL FL PULV15ML;LAMISIL 1% LOC SOL FL PULV15ML;GSK.SGP;1;3400892367675;3400935585530;AMM;;28/03/2002;;15;mL
9236773;3500186;LAMISILDERMGEL 1% GEL TB15G;LAMISILDERMGEL 1% GEL TB15G;GSK.SGP;1;3400892367736;3400935001863;AMM;;30/04/2003;;15;g
9236810;3553171;BISEPTINESPRAID LOC FP125ML;BISEPTINESPRAID LOC FP125ML;BAYER HEALTHCAR;1;3400892368108;3400935531711;AMM;;04/03/2002;;125;mL
9236879;3560745;ZALERGONIUM 0,25MG/ML COLLY5ML;ZALERGONIUM 0,25MG/ML COLLY5ML;THEA PHARMA;1;3400892368795;3400935607454;AMM;;04/04/2002;07/09/2021;5;mL
9236885;3560774;ZAGRAPA 0,25MG/ML COLLY DOS;ZAGRAPA 0,25MG/ML COLLY DOS 30;THEA PHARMA;30;3400892368856;3400935607744;AMM;;04/04/2002;;0.4;mL
9236980;3588376;FLUOXETINE EG 20MG GELU;FLUOXETINE EG 20MG GELU BT14;EG LABO;14;3400892369808;3400935883766;AMM;AMM de générique;25/03/2002;;;
9236997;3582505;PROGESTERONE BGA 200MG CAPS;PROGESTERONE BGA 200MG CAPS 15;BIOGARAN;15;3400892369976;3400935825056;AMM;AMM de générique;27/05/2002;;;
9236997;3979332;PROGESTERONE BGA 200MG CAPS;PROGESTERONE BGA 200MG CAPS 45;BIOGARAN;45;3400892369976;3400939793320;AMM;AMM de générique;06/09/2018;;;
9237005;3549583;INFANRIX HEXA INJ FL+SRG+AIG;INFANRIX HEXA INJ FL+SRG+AIG 1;GLAXOSMITHKLINE;1;3400892370057;3400935495839;AMM européenne;;30/08/2006;;0.5;mL
9237028;3576025;XALACOM COLLY FL2,5ML;XALACOM COLLY FL2,5ML 1;VIATRIS SANTE;1;3400892370286;3400935760258;AMM;;29/04/2002;;2.5;mL
9237028;3576031;XALACOM COLLY FL2,5ML;XALACOM COLLY FL2,5ML 3;VIATRIS SANTE;3;3400892370286;3400935760319;AMM;;08/06/2009;;2.5;mL
9237034;3572151;BIOCALYPTOL SIR FV200ML;BIOCALYPTOL SIR FV200ML;ZAMBON FRANCE;1;3400892370347;3400935721518;AMM;;10/10/2002;09/09/2022;200;mL
9237040;3570264;ELUDRIL COLLU FL PRESS A 55ML;ELUDRIL COLLU FL PRESS A 55ML;PF MEDICAMENT;1;3400892370408;3400935702647;AMM;;27/03/2002;05/12/2019;55;mL
9237092;5631627;SEVORANE LIQ INHAL FP250ML+SYS;SEVORANE LIQ INHAL FP250ML+SYS;ABBVIE;1;3400892370927;3400956316274;AMM;;13/03/2003;;250;mL
9237100;3760378;ULTRAVIST 300 INJ FV150ML;ULTRAVIST 300 INJ FV150ML 1;BAYER HEALTHCAR;1;3400892371009;3400937603782;AMM;;09/05/2007;;150;mL
9237100;5638517;ULTRAVIST 300 INJ FV150ML;ULTRAVIST 300 INJ FV150ML 10;BAYER HEALTHCAR;10;3400892371009;3400956385171;AMM;;29/04/2003;;150;mL
9237117;3760384;ULTRAVIST 370 INJ FV150ML;ULTRAVIST 370 INJ FV150ML 1;BAYER HEALTHCAR;1;3400892371177;3400937603843;AMM;;09/05/2007;;150;mL
9237117;5638492;ULTRAVIST 370 INJ FV150ML;ULTRAVIST 370 INJ FV150ML 10;BAYER HEALTHCAR;10;3400892371177;3400956384921;AMM;;29/04/2003;;150;mL
9237123;3566825;CALCIFORTE VIT D3 CPR;CALCIFORTE VIT D3 CPR BT60;GRIMBERG;60;3400892371238;3400935668257;AMM;;02/01/2003;;;
9237123;3737741;CALCIFORTE VIT D3 CPR;CALCIFORTE VIT D3 CPR BT180;GRIMBERG;180;3400892371238;3400937377416;AMM;;03/01/2008;02/02/2023;;
9237169;3588117;FIVASA 500MG SUP;FIVASA 500MG SUP BT30;TILLOTTS PH. FR;30;3400892371696;3400935881175;AMM;;04/04/2002;;;
9237181;3582327;IBUPROFENE VIA 200MG CPR;IBUPROFENE VIA 200MG CPR BT30;VIATRIS SANTE;30;3400892371818;3400935823274;AMM;AMM de générique;12/04/2002;;;
9237181;3583137;IBUPROFENE VIA 200MG CPR;IBUPROFENE VIA 200MG CPR BT20;VIATRIS SANTE;20;3400892371818;3400935831378;AMM;AMM de générique;16/11/2004;;;
9237206;3587922;PENTOXIF.EG LP 400MG CPR;PENTOXIF.EG LP 400MG CPR BT30;EG LABO;30;3400892372068;3400935879226;AMM;AMM de générique;27/08/2002;;;
9237229;3539550;TUBERTEST INJ FL10DOS;TUBERTEST INJ FL10DOS 1;SANOFI PAST.EUR;1;3400892372297;3400935395504;AMM;;15/01/2003;;10;dose
9237258;5609993;PROPOFOL FRF 10MG/ML A.20ML;PROPOFOL FRF 10MG/ML A.20ML 5;FRESENIUS KABI;5;3400892372587;3400956099931;AMM;AMM de générique;31/05/2002;02/09/2020;20;mL
