Code_CIS;Code_CIP13;Dispositif
68486060;3400930111987;
68485478;3400928011299;
68484668;3400930115367;
68484547;3400936397194;
68482208;3400936274617;
68482208;3400936208261;
68481711;3400922169453;
68481711;3400922169163;
68481191;3400932507955;
68480627;3400927800023;
68479660;3400930165232;
68479557;3400926704728;
68479386;3400939169699;
68479386;3400939169460;
68479386;3400927610516;
68478448;3400930244166;
68478291;3400930034217;
68478163;3400930107836;
68478163;3400930094136;
68478163;3400930094129;
68478163;3400930094105;
68477734;3400936359864;"avec applicateur(s);avec pompe"
68476867;3400926744298;
68476319;3400921760453;
68475904;3400934168475;
68475904;3400930186145;
68474955;3400935486844;
68474866;3400938736458;
68474866;3400938736397;
68474364;3400941529368;
68474250;3400922043272;
68473458;3400933996987;
68472961;3400936667457;
68472160;3400930088821;
68470729;3400930070796;
68470444;3400935508300;
68470152;3400930218525;
68469328;3400927959370;
68468895;3400930165027;
68468710;3400926610883;
68468589;3400936453067;
68466944;3400957659547;
68466944;3400935482471;
68466937;3400937841207;
68466937;3400936737228;
68466734;3400937413466;
68465155;3400936145764;
68464046;3400930056561;
68464046;3400930056509;
68463581;3400939580289;
68463193;3400938049114;
68462974;3400949102884;
68462974;3400949102426;
68462757;3400937324366;
68462198;3400937348430;
68462198;3400937348140;
68461541;3400934214813;
68461089;3400934857423;
68460368;3400956445646;
68460165;3400938655223;
68460165;3400938655162;
68460101;3400930034125;
68457870;3400935784902;
68457482;3400933180850;
68455307;3400926780548;
68455307;3400926780029;
68454116;3400930410929;
68452567;3400941941719;
68452567;3400941941429;
68451230;3400934547300;
68450790;3400934890659;
68448202;3400930169452;
68447292;3400921766196;
68447292;3400921765717;
68446952;3400939792088;
68446571;3400931357520;
68445462;3400941603440;
68444182;3400949491322;
68441909;3400933649616;
68440390;3400930023976;
68440383;3400930085332;
68439865;3400933855321;
68439477;3400955053613;
68439420;3400930026151;
68438457;3400958397189;
68437953;3400936056664;
68437921;3400930205303;
68437608;3400955087502;
68436246;3400930087459;
68436082;3400930240038;
68435767;3400921926767;
68435621;3400937198493;
68435621;3400936786592;
68435621;3400930176771;
68435557;3400949145300;
68435557;3400949144709;
68435557;3400949144587;
68435468;3400930039007;
68434537;3400935901897;
68434537;3400935901149;
68434003;3400936516434;
68432874;3400930026120;
68432511;3400949002139;
68430688;3400930141885;
68430364;3400927708480;
68429942;3400927556944;
68429942;3400927556883;
68429807;3400958617126;
68429807;3400958122057;
68429472;3400955033271;
68429141;3400938164985;
68429134;3400956408047;
68429134;3400956407965;
68428616;3400936667396;
68428420;3400933108991;
68428349;3400927369520;
68427877;3400935196941;avec adaptateur(s) pour flacon
68427382;3400937190398;
68427382;3400937189910;
68427304;3400955021230;
68427304;3400930058428;
68426120;3400927787782;
68425602;3400938102253;
68425602;3400927594625;
68425495;3400930244197;
68425029;3400936209503;
68424379;3400930042717;
68424379;3400922371085;
68423590;3400949003013;
68420651;3400921866063;
68420651;3400921865462;
68419617;3400937165846;
68419617;3400937165785;
68419357;3400941670916;
68419357;3400941670565;
68419097;3400949022779;
68419097;3400949000418;
68418180;3400930003305;
68417826;3400935883766;
68416845;3400930121429;
68416845;3400930065891;
68416756;3400949004188;
68415437;3400939907246;
68415437;3400939906645;
68415437;3400939906294;
68415316;3400927944932;
68414328;3400936749344;
68414328;3400936749283;
68414260;3400938969368;
68414260;3400927946073;avec applicateur(s)
68414068;3400930087251;
68413596;3400927566011;"avec adaptateur;avec seringue(s) pour administration orale"
68412722;3400949615353;
68411798;3400939027890;
68411271;3400933199081;
68410194;3400922095141;
68410194;3400922095080;
68408122;3400937901840;
68408115;3400922433042;
68407287;3400933382315;
68406840;3400930185360;
68405756;3400955014256;
68404622;3400930253120;
68403965;3400937296649;
68403965;3400933117238;
68403812;3400927956478;
68403755;3400938732726;
68403716;3400936967816;
68402767;3400937813280;
68402767;3400937813112;
68401067;3400930187586;
68401010;3400931747178;
68400129;3400930205488;
68399919;3400936861107;
68399755;3400930169728;
68399214;3400933986353;
68399068;3400956031573;
68399068;3400956031405;
68398945;3400930022771;
68397042;3400930068649;
68396894;3400921725094;
68396894;3400921724783;
68396830;3400927808708;
68395529;3400930211397;
68395073;3400939498973;
68395073;3400933619510;
68393396;3400931304180;avec gobelet(s) doseur(s)
68393389;3400930190845;
68393033;3400930117040;
68392419;3400930242926;
68392419;3400930237601;
68392159;3400958362989;
68392159;3400958362811;
68391527;3400933620578;
68391203;3400930038291;dans stylo pré-rempli
68391071;3400936660762;
68391071;3400936660304;
68390553;3400936081918;
68389896;3400955012580;
68389750;3400933477967;
68389750;3400933477738;
68389750;3400933477677;
68389476;3400938724103;
68387379;3400933477219;
68386619;3400934692239;
68383021;3400934661822;
68382930;3400936319882;
68382834;3400930131619;
68381052;3400930041000;
68380281;3400933295226;avec seringue(s) pour administration orale
68380153;3400939101804;
68379514;3400936531512;
68379464;3400936070790;
68379464;3400936070622;
68379126;3400927731082;
68378405;3400930016671;dans stylo pré-rempli
68377958;3400936043657;
68377958;3400936043596;
68377958;3400936043428;
68377958;3400935627506;
68377958;3400935627445;
68377940;3400921959246;
68377552;3400956229994;
68377552;3400956103294;
68377552;3400956102693;
68375366;3400930093757;
68375131;3400934131806;avec compte-gouttes
68374652;3400930128848;
68373924;3400930187050;
68373358;3400956385171;
68373358;3400955955931;
68373358;3400955955870;
68373358;3400955955702;
68373358;3400955921233;
68373358;3400937603782;
68373358;3400933090401;
68373358;3400933090340;
68373358;3400933090289;
68373358;3400930205600;avec dispositif(s) d'administration
68373358;3400930205594;avec dispositif(s) d'administration
68373358;3400927797200;avec dispositif(s) d'administration
68373358;3400927797149;avec dispositif(s) d'administration
68373205;3400921783575;
68373205;3400921783285;
68372441;3400930122754;
68371745;3400922233888;
68371574;3400930199916;
68370547;3400939511092;
68370547;3400939510491;
68370337;3400927948893;
68370337;3400927948725;
68369993;3400937777001;
68369527;3400941990564;
68368941;3400937636322;
68368941;3400937636261;
68368941;3400937635950;
68368941;3400937635899;
68368699;3400936593374;
68366495;3400927595516;
68366495;3400927595455;
68366495;3400927595394;
68366495;3400927595226;
68366100;3400930111888;
68365525;3400934380792;
68365226;3400949003624;
68364551;3400930148211;
68364341;3400949603985;
68364341;3400949603817;
68364117;3400949002313;
68363595;3400955005582;
68363595;3400930014202;
68362550;3400931981909;
68362319;3400939529424;
68361320;3400958165221;
68361320;3400922096490;
68361320;3400921996845;
68361320;3400921996784;
68361320;3400921996616;
68361320;3400921996555;
68361320;3400921996494;
68361320;3400921996326;
68361320;3400921996265;
68360453;3400957602536;
68360453;3400957602475;
68360453;3400957602307;
68360453;3400957602246;
68359312;3400926947743;
68359312;3400926947163;
68356985;3400930155509;avec gobelet(s) doseur(s)
68356857;3400938548143;
68356857;3400938547771;
68356362;3400930142783;
68356259;3400937228404;
68356259;3400932683642;
68355755;3400937421560;
68355755;3400937039895;
68355730;3400938441642;
68355730;3400937391542;
68355716;3400927839863;
68355716;3400927839405;
68354856;3400936814202;
68354703;3400930162019;
68354386;3400935336651;
68354386;3400935336422;
68353989;3400936981652;
68353836;3400939016955;
68353583;3400930135549;
68352481;3400938617603;
68352481;3400938602814;
68352264;3400955048589;
68351486;3400930142684;
68351486;3400930142660;
68350199;3400955043706;
68349713;3400956445417;
68349364;3400930042601;
68349332;3400930079416;
68348757;3400939711355;
68347388;3400941587559;
68347388;3400941587030;
68347107;3400930065020;
68346293;3400932650064;
68346293;3400932404087;avec applicateur(s)
68346293;3400932330065;
68346119;3400933863715;
68344335;3400949000531;
68344004;3400921754131;
68344004;3400921753820;
68343525;3400930109359;
68343525;3400930109342;
68343525;3400930109335;
68343016;3400937808088;
68343016;3400932947461;
68343016;3400930176412;
68341392;3400957366452;
68341392;3400930233177;
68341093;3400955029564;
68341093;3400955029557;
68340917;3400930023648;
68340034;3400930040027;"avec inhalateur(s);avec valve(s) doseuse(s)"
68338784;3400931118695;
68337885;3400941898044;
68337885;3400941897962;
68337700;3400934384936;
68337593;3400937243940;
68337593;3400933640798;
68337369;3400934841682;
68336954;3400939104355;
68336954;3400939104294;
68335966;3400930176948;
68334405;3400934890888;
68334241;3400938873054;
68333755;3400930017586;
68333709;3400941870248;
68333591;3400934067310;
68332774;3400957057169;
68330684;3400930097557;
68330403;3400935895882;
68330257;3400930572948;
68330200;3400930088111;
68329792;3400933332167;
68329714;3400935980380;
68329212;3400926617929;
68329212;3400926617578;
68328338;3400957886424;
68328199;3400926776008;
68325609;3400930172537;
68325609;3400930172520;
68324489;3400957082291;
68324489;3400957082123;
68324489;3400957082062;
68324489;3400936914766;
68324489;3400936914476;
68324489;3400933777227;
68324489;3400933777166;
68324489;3400933776855;
68324489;3400933776794;
68324489;3400933770532;
68324489;3400930164556;avec dispositif(s) d'administration
68324489;3400930107447;avec dispositif(s) d'administration
68324489;3400927960499;avec dispositif(s) d'administration
68324489;3400927960321;avec dispositif(s) d'administration
68324489;3400927371769;avec dispositif(s) d'administration
68324489;3400926907990;
68323818;3400955012436;avec dispositif(s) de transfert
68322762;3400935899675;
68322100;3400926838072;
68321824;3400927931284;
68321824;3400927931116;
68320366;3400930157572;
68320252;3400935746061;
68320252;3400935745989;
68320156;3400957759643;
68320156;3400957759582;
68320156;3400957759414;
68320156;3400957759353;
68319944;3400939314662;
68319595;3400938831580;
68319595;3400938831290;
68318931;3400933316259;
68318874;3400955072270;
68318874;3400930216316;
68318486;3400930166703;
68316916;3400955041559;
68316389;3400939369204;
68315675;3400930174128;
68314370;3400937189620;
68314370;3400937092425;
68314018;3400949935871;
68313699;3400934833359;
68313699;3400934833298;
68312864;3400930109618;
68311869;3400937460880;
68311869;3400937460590;
68311602;3400949000654;
68311292;3400930157411;avec tampon(s) alcoolisé(s)
68311292;3400930157404;avec tampon(s) alcoolisé(s)
68311278;3400956313952;
68310468;3400930111871;
68309829;3400956304448;
68307397;3400930203422;
68307397;3400930203408;
68306249;3400930222973;"avec embout(s) buccal(aux);avec inhalateur(s)"
68305211;3400930060148;
68303979;3400956042289;
68303979;3400934314278;
68303445;3400936358454;
68303281;3400927489907;avec sécurité enfant
68302585;3400930165522;
68301348;3400936404502;
68300762;3400932610372;
68300762;3400932610204;
68300285;3400935569271;
68300050;3400949501588;
68300050;3400949501120;
68300050;3400938201987;
68300050;3400938201819;
68299826;3400934366666;
68298553;3400955031437;
68297693;3400938550092;
68296666;3400956071784;
68296666;3400955095248;
68296221;3400928001306;
68296050;3400934263958;
68295219;3400958377488;
68295219;3400926767822;
68294626;3400949000852;
68294455;3400958720291;
68293613;3400928027788;
68293517;3400927564987;avec aiguille(s)
68293225;3400938490619;
68293225;3400938490497;
68291548;3400930126288;"avec adaptateur;avec seringue(s)"
68289554;3400930108055;avec cuillère-mesure
68288833;3400937377416;
68288833;3400935668257;
68288712;3400936024267;
68286871;3400935066169;avec pipette(s) graduée(s)
68284564;3400930096635;
68284564;3400930096628;
68283829;3400938629897;
68283829;3400930012192;avec dispositif(s) de sécurité de l'aiguille
68283672;3400949884452;
68283252;3400930121504;
68283252;3400930066249;
68282830;3400927756337;
68281778;3400935665126;
68280975;3400931786320;
68279250;3400930212752;
68279250;3400930212745;
68279040;3400930199343;"avec dispositif(s) de sécurité de l'aiguille;avec tampon(s) alcoolisé(s)"
68279040;3400930199336;"avec dispositif(s) de sécurité de l'aiguille;avec tampon(s) alcoolisé(s)"
68278928;3400930110003;
68278216;3400930136072;
68278216;3400930136034;
68276457;3400927401039;
68276457;3400927400209;
68276279;3400937408325;
68274328;3400936370869;
68274328;3400936370630;
68274043;3400958574030;avec adaptateur(s) pour flacon
68272626;3400938792058;
68272626;3400938791686;
68272067;3400927579776;
68270924;3400956412358;
68270924;3400936238428;
68270422;3400930742983;
68269975;3400957896188;
68269975;3400935887559;
68269313;3400936517615;
68269288;3400957917043;
68269288;3400933518004;
68269288;3400930221907;
68269128;3400930180990;
68269128;3400930173992;
68268955;3400930157220;
68268147;3400935882646;
68268147;3400935606105;
68267981;3400922143149;
68267102;3400937441902;
68266705;3400938991710;
68266705;3400938991598;
68266388;3400927620621;
68265172;3400930013687;
68265172;3400930013649;
68265101;3400930099254;
68265101;3400930099230;
68264469;3400936466654;
68264234;3400926882655;
68263545;3400957077730;
68263545;3400936586512;
68262646;3400934156359;
68262525;3400936075993;
68262500;3400957069407;
68262500;3400957068974;
68261117;3400938289985;
68259696;3400935617040;
68259696;3400935616968;
68259372;3400930011003;
68259372;3400930010990;
68257752;3400957657765;
68257528;3400930083420;
68256579;3400935805294;
68256216;3400922415413;
68256084;3400927938788;
68255655;3400958720932;
68255648;3400955460282;
68252641;3400930205518;
68251475;3400930139691;
68251475;3400922444796;
68251475;3400922444277;
68250551;3400938310849;
68250156;3400957908348;
68249079;3400936115088;
68247092;3400938675443;
68246097;3400932429561;
68245006;3400938403381;
68245006;3400931633464;
68243813;3400936953109;
68243770;3400930238271;
68243770;3400930236642;
68243717;3400930132265;
68242177;3400936573215;
68241207;3400936160781;
68241075;3400930087305;
68240500;3400934898983;
68238848;3400936160033;
68238481;3400941903458;
68238481;3400941903397;
68238481;3400930155400;
68238175;3400937970518;
68235154;3400939741802;
68234981;3400938863468;
68233897;3400930002414;
68232927;3400939442563;
68232635;3400932939657;
68232578;3400941532849;
68232578;3400941532610;
68232350;3400935443090;
68232350;3400934453984;
68231138;3400934653728;
68230659;3400932800469;
68230659;3400932800230;
68230417;3400938327069;
68230207;3400957867492;
68229767;3400937021807;
68229767;3400937021685;
68229297;3400937910545;
68229297;3400937910316;
68228761;3400930197493;
68228761;3400930197455;
68228291;3400930163924;
68227652;3400956531905;
68227652;3400936344495;
68225352;3400936297210;
68225352;3400935852199;
68225352;3400935852021;
68222947;3400930213209;
68222947;3400930213193;
68222947;3400930213186;
68220857;3400937659215;
68220857;3400937658904;
68220711;3400930121399;
68220693;3400921730296;
68220323;3400930181430;
68220145;3400937239349;
68220145;3400932935055;
68218639;3400939890524;
68218639;3400939835464;
68217804;3400934748271;
68217804;3400933965532;
68216773;3400933145552;
68213528;3400933551759;
68213325;3400936178823;
68212077;3400930224632;
68212077;3400930183076;
68212077;3400930183052;
68211089;3400934624223;"avec adaptateur;avec seringue(s) pour administration orale"
68209693;3400936073524;
68209693;3400936073463;
68209355;3400927629327;
68209355;3400927629037;
68209070;3400938802146;
68208043;3400949256402;
68206925;3400955062875;
68206925;3400932557691;
68205182;3400930164648;
68204461;3400930077474;
68204461;3400930077467;
68204461;3400930077450;
68204269;3400935355690;
68203174;3400922403816;
68203174;3400922403526;
68202115;3400927915956;avec pipette(s) doseuse(s)
68201593;3400956013944;
68200783;3400930256848;
68199199;3400956003778;
68198987;3400930188200;
68198987;3400930048078;
68198108;3400930010334;
68198108;3400930010310;
68196203;3400937418898;
68196114;3400957474942;
68196071;3400949121175;
68196071;3400949120406;
68196071;3400930071854;
68195838;3400930212653;avec aiguille(s)
68194451;3400933811266;
68194106;3400955031789;
68194106;3400955031734;
68192016;3400930097670;
68192016;3400930097656;
68190442;3400930165096;
68190271;3400930129197;
68188295;3400937596596;
68188295;3400937596428;
68187446;3400933998240;
68186440;3400930005637;
68186440;3400930005576;
68184425;3400933190446;
68184425;3400933190385;
68183914;3400938201529;
68182805;3400949465996;
68182666;3400932395231;
68182495;3400934659171;
68182431;3400937024297;
68181404;3400949697618;
68181322;3400938879957;
68179830;3400937150309;
68179481;3400949000913;avec aiguille(s)
68178995;3400930185872;
68178924;3400935322982;
68178899;3400930046135;
68178657;3400949004584;
68178657;3400949004577;
68176955;3400927733673;
68176916;3400937485326;
68176802;3400932531158;
68176656;3400934324383;
68176656;3400930193068;
68175764;3400949001699;
68175216;3400930127612;
68174566;3400930016091;
68174324;3400932969173;
68174071;3400936584389;
68173884;3400930195369;avec compte-gouttes
68173560;3400936551152;
68173375;3400938416800;
68173037;3400935374271;
68172597;3400927610226;
68170799;3400935764102;
68167148;3400930180631;
68167148;3400930180624;
68167080;3400927789045;
68165033;3400926861193;
68165033;3400926861025;
68164846;3400930073544;avec sécurité enfant
68163833;3400932005093;
68162966;3400930093290;
68162966;3400930045299;
68162966;3400930045282;
68162966;3400930045275;
68162770;3400930198285;avec embout(s)
68162667;3400926615109;
68162083;3400937655361;
68162083;3400936648876;
68159596;3400930134047;
68159048;3400927840753;
68159048;3400927840463;
68158195;3400937977432;
68158195;3400937977371;
68158195;3400930050514;
68158028;3400933916794;avec cuillère-mesure
68157307;3400937086790;
68157307;3400937086561;
68156358;3400935879226;
68156269;3400927952166;
68156080;3400930163047;
68156080;3400930163016;
68155950;3400937024068;
68155441;3400930188439;
68155046;3400941595363;
68154738;3400955654223;
68154738;3400955654162;
68154738;3400955653912;
68153561;3400930069585;
68153561;3400930069561;
68153262;3400955059462;
68150775;3400936469617;
68150775;3400930162255;
68147971;3400938673661;
68147462;3400930102084;
68145835;3400957006532;
68145550;3400936662193;
68144936;3400930188606;
68144676;3400927740657;
68144352;3400933359881;
68144249;3400935948564;
68143802;3400934475696;
68142440;3400930525753;
68140336;3400936093164;
68139992;3400949875986;
68139818;3400930123065;
68139818;3400930121344;
68139704;3400955356394;
68139704;3400931087267;
68139323;3400956535118;
68139323;3400956535057;
68139323;3400936341425;
68139323;3400936341364;
68139273;3400935295118;
68138972;3400930215357;
68138584;3400933214661;
68137895;3400930067567;
68137895;3400930067550;
68136868;3400956016495;
68135773;3400930177464;
68135556;3400936326118;
68134917;3400930205631;
68134034;3400928010759;
68133651;3400933484132;
68133466;3400935582348;
68133466;3400935582119;
68133466;3400935581976;
68133135;3400930185728;
68132834;3400933040314;
68131878;3400955665168;
68131878;3400932411061;
68131878;3400932410811;
68130153;3400930105337;
68129457;3400930189528;
68129222;3400938501308;
68128273;3400932709069;
68127381;3400936242159;
68126062;3400937243070;
68126062;3400937242820;
68125932;3400921858778;
68125576;3400938320145;
68125576;3400938319774;
68125576;3400938319484;
68125576;3400938319194;
68125576;3400921896800;
68125487;3400936652378;
68123988;3400930007457;
68123988;3400930007440;
68123109;3400955953630;
68123109;3400955953579;
68123109;3400955953401;
68123098;3400930111543;
68121332;3400938681185;
68121332;3400938679007;
68120650;3400936304925;
68120650;3400936304574;
68120159;3400949861101;"avec clamp intégré;avec valve(s)"
68120159;3400935799111;avec valve(s)
68120159;3400935798978;avec valve(s)
68120159;3400935472656;
68120159;3400935188618;avec valve(s)
68120159;3400935188496;avec valve(s)
68120159;3400935188267;avec valve(s)
68120159;3400930004388;"avec clamp intégré;avec valve(s)"
68120159;3400930004364;avec valve(s)
68118158;3400930169810;
68118158;3400930169803;
68117871;3400938010251;
68116292;3400930108116;avec cuillère-mesure
68115977;3400930183960;
68115945;3400922103396;
68115945;3400922102856;
68115906;3400930248935;
68115596;3400957728366;
68114697;3400955012597;
68113517;3400955286745;
68110962;3400927859274;
68108025;3400936985155;
68107966;3400932470082;
68107934;3400934842344;
68107934;3400934842283;
68107539;3400930160244;
68106914;3400930179734;
68106558;3400930167236;
68106394;3400935067340;
68105513;3400930508206;
68104920;3400933818180;
68104646;3400956262762;
68104646;3400956262182;
68104411;3400926977849;
68103252;3400955415510;
68102563;3400935400628;
68101988;3400939785745;
68101988;3400939785165;
68100377;3400930114810;
68100377;3400930114797;
68099640;3400930125113;
68099448;3400930222744;
68099448;3400930210215;
68097237;3400930053706;avec pompe(s) doseuse(s)
68096904;3400937845519;
68096904;3400937845458;
68095898;3400939390192;
68094554;3400930100561;
68093737;3400927959721;
68093114;3400955086819;
68091113;3400930156711;
68091113;3400930156704;
68088430;3400938443424;
68088430;3400938443363;
68088245;3400939239989;
68088245;3400939239811;
68086109;3400936139961;
68086109;3400936139732;
68085911;3400955089766;
68085911;3400955089759;
68085911;3400955089742;
68085562;3400939395227;
68085562;3400936317123;
68085562;3400936316751;
68085562;3400936316690;
68085224;3400936011311;
68085224;3400936011250;
68083942;3400930078501;
68083942;3400930078488;
68083369;3400938001327;
68082865;3400930105108;
68082865;3400930074893;
68082491;3400930082867;
68082438;3400936417458;
68081674;3400930274651;
68081368;3400930986080;
68081208;3400930891247;
68081197;3400956533336;
68081197;3400936300033;
68080825;3400934804434;
68080825;3400934803833;
68080800;3400934775307;
68080241;3400930003534;
68080063;3400933898434;
68079965;3400930017852;
68079933;3400932247059;
68078991;3400938756678;
68078991;3400937996303;
68077882;3400927708831;
68077576;3400926997250;
68076314;3400936748682;
68075899;3400930040133;
68074594;3400938287455;
68074594;3400938287394;
68072846;3400949003761;
68072077;3400936197404;
68072077;3400936074583;
68072077;3400936074415;
68071018;3400955022855;"avec adaptateur(s) pour flacon;avec matériel(s) de perfusion;avec pansement(s);avec piston(s);avec tampon(s) alcoolisé(s)"
68070731;3400939884660;
68070731;3400939884370;
68070293;3400935158512;
68070293;3400932303502;
68069647;3400949000340;
68067589;3400938797541;
68067589;3400938672022;
68066715;3400936275096;
68066715;3400930040935;
68066416;3400937583350;
68066416;3400937583060;
68065816;3400922364742;
68065816;3400922364513;
68063822;3400931642459;
68062738;3400921945409;
68058227;3400930084588;
68058063;3400934483561;
68058063;3400930186350;
68057730;3400930167144;
68056596;3400949775590;
68056436;3400936962903;
68056062;3400930212073;avec tampon(s) alcoolisé(s)
68056062;3400930010433;avec tampon(s) alcoolisé(s)
68056062;3400930010419;avec tampon(s) alcoolisé(s)
68055697;3400930129159;
68055124;3400938870503;
68054823;3400933943301;
68054595;3400930057148;
68053582;3400938112597;
68053454;3400934882555;
68052288;3400927861055;
68052014;3400956098699;
68050732;3400930063057;
68050668;3400931180449;
68050650;3400922328553;
68050650;3400922328492;
68050052;3400957451479;
68050052;3400957451240;
68049089;3400938135480;
68046787;3400921702903;
68046157;3400930115374;
68045849;3400930224816;
68045361;3400937286534;
68045361;3400935192059;
68045233;3400922235141;
68043798;3400937560986;
68043143;3400933502034;
68042657;3400936161092;
68042582;3400930247143;
68040834;3400930146361;
68040834;3400930146347;
68040364;3400937495141;avec gobelet(s) doseur(s)
68039999;3400927409653;
68039643;3400936713963;
68039248;3400931922537;
68037788;3400921790900;
68037788;3400921790788;
68037642;3400930034576;
68037368;3400936353831;
68037368;3400933529697;
68036348;3400938953688;
68036070;3400934145124;avec seringue(s) doseuse(s)
68035755;3400930184585;
68035748;3400939794969;
68035506;3400930157138;
68035506;3400930157121;
68034607;3400930097366;
68034607;3400930097359;
68033779;3400935845917;
68032346;3400933480400;
68031874;3400932462629;
68029656;3400938073355;
68029656;3400938073065;
68029058;3400935279897;
68028166;3400941639579;
68027363;3400921791150;
68026724;3400935818362;
68026724;3400935818133;
68025857;3400936208490;
68025857;3400935876324;
68024456;3400927969775;
68024456;3400927969317;
68023589;3400949004652;
68023589;3400949004645;
68022996;3400936430525;
68022786;3400936946583;
68022576;3400930204818;
68021727;3400956035717;
68016662;3400930209301;
68016452;3400933283049;
68016146;3400930075296;
68015560;3400939836065;
68014679;3400934757907;
68014323;3400928019516;
68013125;3400937140072;
68013125;3400935114167;
68011551;3400930070062;
68011537;3400926756017;
68010307;3400930216484;dans stylo jetable
68009899;3400930229385;"avec adaptateur(s) pour flacon;avec seringue(s)"
68009803;3400937396226;
68009803;3400936654730;
68009657;3400930088463;
68006305;3400930247334;
68006209;3400938228373;
68005178;3400930223086;
68004603;3400941719165;
68004603;3400941573132;
68004215;3400932905188;
68004215;3400930640937;
68004005;3400930088074;
68003070;3400930165942;
68001856;3400949666331;avec pompe(s) doseuse(s)
68001856;3400930069653;avec pompe(s) doseuse(s)
68001621;3400927965814;avec applicateur(s)
68001518;3400932428731;
68001023;3400936272545;
68001023;3400927722509;
68001016;3400922110950;
68001016;3400922110721;
67998759;3400936307476;
67998759;3400936307186;
67997721;3400930011102;avec inhalateur(s)
67997721;3400930011096;avec inhalateur(s)
67997582;3400935000972;
67997205;3400933828066;
67997205;3400933801380;
67995282;3400933991784;
67995040;3400936286214;
67995040;3400936284661;
67995040;3400936284432;
67995040;3400930168400;
67995040;3400930168394;
67995040;3400930168387;
67993502;3400934947643;
67992973;3400956571826;
67992973;3400956571475;
67989653;3400935325594;
67989646;3400922042381;
67988035;3400930155141;
67987481;3400933161002;
67986283;3400955997924;
67986059;3400956747146;
67985231;3400930170274;
67985231;3400930170250;
67984909;3400938093636;
67984396;3400935859693;
67984396;3400935859464;
67984396;3400935859235;
67983159;3400931813507;
67982527;3400930086742;
67981927;3400935756527;
67981763;3400928021694;
67981763;3400928021236;
67979189;3400934380105;
67979050;3400930077214;
67976855;3400939438832;
67976474;3400938510232;
67976385;3400934880254;
67976232;3400934702785;
67975696;3400930160305;
67974594;3400930162781;
67974594;3400930162774;
67974498;3400949504022;
67974498;3400935537164;
67974110;3400938341775;
67973720;3400930132470;
67973656;3400930085196;
67973040;3400930003985;avec pansement(s)
67972497;3400930195291;
67972426;3400949000524;
67972376;3400926759209;
67972216;3400949721191;
67972216;3400949721023;
67972077;3400936984264;
67971897;3400927983672;
67971737;3400939458472;
67971107;3400933413514;
67970934;3400930237977;
67970560;3400939446417;
67969992;3400949409648;
67969992;3400937609937;
67968730;3400930173862;
67966754;3400937393782;
67966754;3400933341091;
67966754;3400933340780;
67965563;3400955047261;
67963338;3400930193624;
67962026;3400957009083;
67961885;3400930645789;
67961853;3400931501251;
67961508;3400939224503;
67961508;3400939224213;
67960413;3400930089835;avec gobelet(s) doseur(s)
67960413;3400922257204;avec gobelet(s) doseur(s)
67960160;3400957856557;
67960160;3400957856496;
67959838;3400930092965;
67959261;3400931112433;
67957958;3400922132204;
67956742;3400955900351;
67956742;3400937701358;
67955373;3400930135075;
67954855;3400930146064;
67954321;3400933524845;
67954061;3400933569969;
67953657;3400938356915;
67953657;3400938356564;
67953372;3400957714697;
67952772;3400926880873;
67952772;3400926880705;
67952772;3400926880644;
67952249;3400935783660;
67951898;3400937699075;
67951706;3400933209230;
67951179;3400938441413;
67951179;3400937391191;
67950433;3400938399097;
67950198;3400937655132;
67950198;3400935478801;
67949751;3400936714625;
67949737;3400933916336;
67948749;3400934292354;
67948731;3400937278898;
67948546;3400935940810;
67948546;3400933422158;
67947914;3400955055587;
67947540;3400930136737;
67947501;3400941662003;
67947501;3400932811007;
67947501;3400930763926;
67947298;3400957767976;avec filtre(s)
67947145;3400927892851;
67945482;3400932223794;
67945023;3400927903199;avec aiguille(s)
67943809;3400937807487;
67943809;3400936682184;
67943111;3400941635267;
67941758;3400936740419;
67941726;3400936935297;
67941295;3400935748423;
67941085;3400930027103;
67940243;3400930172377;
67940243;3400930172360;
67940065;3400955921172;
67940065;3400930894668;
67939789;3400930483848;
67939611;3400934433535;
67939611;3400934433474;
67939209;3400926648275;
67939013;3400938733495;
67939013;3400938733327;
67938491;3400932473564;
67938406;3400938049923;
67937514;3400938814781;
67937514;3400938814552;
67937311;3400937320573;
67937133;3400949000647;
67936106;3400938659993;
67935673;3400930233702;
67935602;3400938677973;
67935602;3400930000922;
67934781;3400934697371;
67934781;3400934696831;
67934219;3400941928703;
67933697;3400930108918;
67933697;3400930108895;
67933658;3400927939211;"avec aiguille(s);avec tampon(s) alcoolisé(s);dans stylo pré-rempli"
67933494;3400949004720;
67932983;3400938750126;
67932983;3400938750065;
67931689;3400928004956;
67931689;3400928004895;
67931205;3400934416095;
67929528;3400935974297;
67928853;3400927966064;
67928230;3400935167156;
67928173;3400956581412;
67928173;3400936513532;
67928173;3400936512702;
67928013;3400937509251;
67926980;3400933692148;
67925273;3400930208052;
67925273;3400926980160;
67925273;3400926979911;
67925273;3400926979850;
67925273;3400926979799;
67924965;3400930116944;
67924890;3400949020300;
67923589;3400930391037;
67923265;3400931648543;
67921759;3400939051215;
67919092;3400933735234;
67918713;3400939066233;
67918211;3400927593154;
67918211;3400927593093;
67917629;3400935746931;
67917554;3400922060941;
67917134;3400931501480;
67916395;3400935658203;
67914540;3400930188354;
67913552;3400936475939;
